pose,k,stamp,observed,tru_lat_m,tru_range_m,tru_height_m,tru_yaw_rad,est_lat_m,est_range_m,est_yaw_rad,e_lat_m,e_range_m,e_2d_m,e_yaw_rad,tf,map_est_x,map_est_y,map_tru_x,map_tru_y,e_map_xy_m,pocket_u,pocket_v,face_a,face_b,inliers,valid,roi_u0,roi_u1,roi_v0,roi_v1,face_width_m,face_height_m,pocket_span_m,floor_found,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,face_frac_band_roi,depth_at_pocket_px_m,chain_check_m,plane_a,plane_b,plane_c_m,plane_n,plane_c_err_m,t_decode_s,t_observe_s
staging,18,105.536000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.467367,0.003478,,,,,,0.012783,0.039820
staging,19,105.602000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.468269,0.004380,,,,,,0.013308,0.036633
staging,20,105.668000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.468004,0.004115,,,,,,0.011487,0.039451
staging,21,105.734000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.467155,0.003266,,,,,,0.012934,0.040479
staging,22,105.800000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.465768,0.001878,,,,,,0.011788,0.036855
staging,23,105.866000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.467115,0.003225,,,,,,0.011969,0.039421
staging,24,105.932000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.462148,-0.001742,,,,,,0.012451,0.041049
staging,25,105.998000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.465607,0.001718,,,,,,0.011798,0.035919
staging,26,106.064000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.469292,0.005402,,,,,,0.012679,0.038710
staging,27,106.130000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.464683,0.000793,,,,,,0.011976,0.037551
staging,28,106.196000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.464473,0.000584,,,,,,0.013518,0.037598
staging,29,106.262000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.462214,-0.001675,,,,,,0.012647,0.047709
approach_1.50m,0,117.614000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396034,1.811590,-0.000961,0.003956,-0.006948,0.007996,-0.000961,1,-24.066580,6.401534,-24.100622,6.345861,0.065256,246.250000,265.000000,-0.001693,0.893263,550,230377,132,357,258,273,1.209128,0.080609,0.556196,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.820047,0.001509,-0.001575,0.831067,1.747383,550,-0.071155,0.013294,0.043121
approach_1.50m,1,117.680000,1,-0.399990,1.818538,0.149800,-0.000000,-0.395959,1.811248,-0.001077,0.004031,-0.007290,0.008330,-0.001077,1,-24.066506,6.401250,-24.100622,6.345861,0.065053,246.250000,265.000000,-0.002005,0.921058,547,230377,132,357,256,273,1.207108,0.091204,0.555266,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.816140,-0.002398,-0.001861,0.854976,1.745065,547,-0.073473,0.010277,0.043294
approach_1.50m,2,117.746000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396091,1.811851,-0.000810,0.003899,-0.006687,0.007741,-0.000809,1,-24.064802,6.401740,-24.100622,6.345861,0.066375,246.250000,265.000000,-0.001519,0.939354,543,230377,132,357,258,273,1.209347,0.080623,0.556297,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.816952,-0.001586,-0.001408,0.870823,1.744507,543,-0.074031,0.012125,0.043753
approach_1.50m,3,117.812000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396191,1.812310,-0.001436,0.003799,-0.006228,0.007295,-0.001436,1,-24.064901,6.402121,-24.100622,6.345861,0.066643,246.250000,265.000000,-0.002723,0.914749,553,230377,132,357,258,273,1.209633,0.080642,0.556427,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.821491,0.002953,-0.002529,0.849437,1.746413,553,-0.072125,0.011217,0.043297
approach_1.50m,4,117.878000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396014,1.811501,-0.001589,0.003976,-0.007038,0.008083,-0.001589,1,-24.064701,6.401449,-24.100622,6.345861,0.066184,246.250000,265.000000,-0.003075,0.921321,539,230377,132,357,258,273,1.209101,0.080607,0.556181,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.815002,-0.003536,-0.002854,0.854999,1.745081,539,-0.073457,0.010202,0.043906
approach_1.50m,5,117.944000,1,-0.399990,1.818538,0.149800,-0.000000,-0.397460,1.811973,-0.001810,0.002529,-0.006565,0.007035,-0.001810,1,-24.064795,6.401840,-24.100622,6.345861,0.066462,246.000000,265.000000,-0.003674,0.968785,534,230377,132,357,256,273,1.207548,0.091237,0.558150,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.820464,0.001926,-0.003397,0.895583,1.742172,534,-0.076367,0.011696,0.045712
approach_1.50m,6,118.010000,1,-0.399990,1.818538,0.149800,-0.000000,-0.397353,1.811484,-0.000157,0.002637,-0.007054,0.007531,-0.000157,1,-24.064622,6.401433,-24.100622,6.345861,0.066214,246.000000,265.000000,-0.000097,0.930940,541,230377,132,357,256,273,1.207248,0.091214,0.558017,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.817331,-0.001207,-0.000090,0.863868,1.745007,541,-0.073531,0.010890,0.043539
approach_1.50m,7,118.076000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396038,1.811610,-0.001613,0.003952,-0.006928,0.007976,-0.001613,1,-24.063184,6.401531,-24.100622,6.345861,0.067088,246.250000,265.000000,-0.003178,0.949058,533,230377,132,357,258,273,1.209202,0.080613,0.556228,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.813749,-0.004790,-0.002943,0.878800,1.743265,533,-0.075273,0.010515,0.046002
approach_1.50m,8,118.142000,1,-0.399990,1.818538,0.149800,-0.000000,-0.395976,1.811327,-0.001113,0.004013,-0.007211,0.008253,-0.001113,1,-24.063038,6.401295,-24.100622,6.345861,0.066974,246.250000,265.000000,-0.002057,0.927352,542,230377,132,357,258,273,1.208988,0.080599,0.556131,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.816155,-0.002384,-0.001908,0.860384,1.744700,542,-0.073838,0.013456,0.043944
approach_1.50m,9,118.208000,1,-0.399990,1.818538,0.149800,-0.000000,-0.395987,1.811374,-0.001050,0.004003,-0.007164,0.008206,-0.001050,1,-24.063004,6.401334,-24.100622,6.345861,0.067025,246.250000,265.000000,-0.002006,0.958930,544,230377,132,357,258,273,1.209050,0.080603,0.556160,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.814476,-0.004062,-0.001857,0.887484,1.742589,544,-0.075949,0.010954,0.044480
approach_1.50m,10,118.274000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396105,1.811914,0.000244,0.003885,-0.006624,0.007679,0.000244,1,-24.063039,6.401782,-24.100622,6.345861,0.067377,246.250000,265.000000,0.000715,0.944047,544,230377,132,357,258,273,1.209386,0.080626,0.556319,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.820863,0.002325,0.000663,0.875306,1.744701,544,-0.073837,0.011517,0.043810
approach_1.50m,11,118.340000,1,-0.399990,1.818538,0.149800,-0.000000,-0.397379,1.811602,-0.001906,0.002611,-0.006936,0.007411,-0.001906,1,-24.064243,6.401529,-24.100622,6.345861,0.066501,246.000000,265.000000,-0.003821,0.945970,553,230377,132,357,258,273,1.209194,0.080613,0.558911,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.820804,0.002266,-0.003538,0.876019,1.743336,553,-0.075202,0.013008,0.041987
approach_1.50m,12,118.406000,1,-0.399990,1.818538,0.149800,-0.000000,-0.395914,1.811040,-0.000302,0.004076,-0.007498,0.008534,-0.000302,1,-24.062727,6.401056,-24.100622,6.345861,0.066951,246.250000,265.000000,-0.000392,0.911908,548,230377,132,357,258,273,1.208775,0.080585,0.556036,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.813193,-0.005345,-0.000365,0.847404,1.745814,548,-0.072724,0.010397,0.043205
approach_1.50m,13,118.472000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396059,1.811707,-0.002059,0.003930,-0.006831,0.007881,-0.002059,1,-24.062786,6.401608,-24.100622,6.345861,0.067375,246.250000,265.000000,-0.004201,0.972042,531,230377,132,357,258,273,1.209293,0.080620,0.556268,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.817419,-0.001119,-0.003882,0.898246,1.741579,531,-0.076959,0.011873,0.043364
approach_1.50m,14,118.538000,1,-0.399990,1.818538,0.149800,-0.000000,-0.397399,1.811695,-0.002265,0.002590,-0.006843,0.007317,-0.002265,1,-24.064023,6.401604,-24.100622,6.345861,0.066684,246.000000,265.000000,-0.004421,0.899877,540,230377,132,357,258,273,1.209212,0.080614,0.553544,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.808704,-0.009835,-0.004108,0.836253,1.746475,540,-0.072063,0.014621,0.041762
approach_1.50m,15,118.604000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396024,1.811546,-0.001163,0.003966,-0.006992,0.008038,-0.001163,1,-24.062603,6.401474,-24.100622,6.345861,0.067367,246.250000,265.000000,-0.002230,0.940281,543,230377,132,357,258,273,1.209147,0.080610,0.556204,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.818774,0.000236,-0.002067,0.871464,1.743995,543,-0.074543,0.010587,0.044879
approach_1.50m,16,118.670000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396030,1.811575,-0.001329,0.003959,-0.006963,0.008010,-0.001329,1,-24.062546,6.401498,-24.100622,6.345861,0.067419,246.250000,265.000000,-0.002661,0.968015,538,230377,132,357,256,273,1.207282,0.091217,0.555345,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.817722,-0.000816,-0.002460,0.895123,1.742034,538,-0.076504,0.012661,0.043690
approach_1.50m,17,118.736000,1,-0.399990,1.818538,0.149800,-0.000000,-0.395936,1.811142,-0.001580,0.004054,-0.007396,0.008434,-0.001580,1,-24.062369,6.401138,-24.100622,6.345861,0.067222,246.250000,265.000000,-0.003144,0.943495,547,230377,132,357,256,273,1.207019,0.091197,0.555224,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.815460,-0.003078,-0.002912,0.874022,1.743186,547,-0.075352,0.013705,0.041906
approach_1.50m,18,118.802000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396033,1.811586,-0.000427,0.003957,-0.006952,0.007999,-0.000427,1,-24.062364,6.401505,-24.100622,6.345861,0.067528,246.250000,265.000000,-0.000663,0.950958,536,230377,132,357,256,273,1.207299,0.091218,0.555356,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.819680,0.001141,-0.000614,0.880941,1.743619,536,-0.074919,0.015213,0.043337
approach_1.50m,19,118.868000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396046,1.811645,-0.002916,0.003944,-0.006893,0.007941,-0.002916,1,-24.062262,6.401554,-24.100622,6.345861,0.067625,246.250000,265.000000,-0.005921,0.947463,546,230377,132,357,258,273,1.209233,0.080616,0.556238,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.817199,-0.001339,-0.005480,0.876876,1.742854,546,-0.075684,0.011669,0.043612
approach_1.50m,20,118.934000,1,-0.399990,1.818538,0.149800,-0.000000,-0.397311,1.811293,-0.000951,0.002679,-0.007245,0.007725,-0.000951,1,-24.063466,6.401268,-24.100622,6.345861,0.066712,246.000000,265.000000,-0.001771,0.927579,551,230377,132,357,258,273,1.208963,0.080598,0.558807,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.817498,-0.001040,-0.001644,0.860634,1.744707,551,-0.073831,0.010858,0.042520
approach_1.50m,21,119.000000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396160,1.812166,-0.001429,0.003830,-0.006372,0.007434,-0.001429,1,-24.062206,6.401985,-24.100622,6.345861,0.068013,246.250000,265.000000,-0.002670,0.894823,550,230377,132,357,258,273,1.209517,0.080634,0.556374,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.822835,0.004297,-0.002483,0.832245,1.747653,550,-0.070885,0.010825,0.046676
approach_1.50m,22,119.066000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396121,1.811989,-0.001388,0.003869,-0.006549,0.007606,-0.001388,1,-24.062048,6.401837,-24.100622,6.345861,0.067980,246.250000,265.000000,-0.002695,0.930683,544,230377,132,357,258,273,1.209435,0.080629,0.556336,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.824879,0.006341,-0.002500,0.863143,1.745003,544,-0.073536,0.013387,0.042757
approach_1.50m,23,119.132000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396110,1.811939,-0.002179,0.003880,-0.006599,0.007655,-0.002179,1,-24.061961,6.401795,-24.100622,6.345861,0.067995,246.250000,265.000000,-0.004383,0.932609,548,230377,132,357,258,273,1.209409,0.080627,0.556321,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.815674,-0.002864,-0.004062,0.864458,1.744479,548,-0.074059,0.010812,0.041636
approach_1.50m,24,119.198000,1,-0.399990,1.818538,0.149800,-0.000000,-0.397441,1.811887,-0.001346,0.002548,-0.006651,0.007122,-0.001346,1,-24.063225,6.401759,-24.100622,6.345861,0.067254,246.000000,265.000000,-0.002641,0.941520,552,230377,132,357,258,273,1.209376,0.080625,0.558997,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.817832,-0.000706,-0.002447,0.872454,1.744165,552,-0.074373,0.012682,0.046107
approach_1.50m,25,119.264000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396107,1.811926,-0.001956,0.003883,-0.006613,0.007668,-0.001956,1,-24.061819,6.401783,-24.100622,6.345861,0.068066,246.250000,265.000000,-0.003833,0.924638,546,230377,132,357,258,273,1.209390,0.080626,0.556313,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.820525,0.001987,-0.003555,0.857716,1.745124,546,-0.073414,0.014006,0.043140
approach_1.50m,26,119.330000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396022,1.811537,-0.001114,0.003968,-0.007001,0.008047,-0.001114,1,-24.061656,6.401460,-24.100622,6.345861,0.067894,246.250000,265.000000,-0.002247,0.987540,552,230377,132,357,258,273,1.209188,0.080613,0.556223,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.819041,0.000503,-0.002075,0.911863,1.740743,552,-0.077795,0.010977,0.045229
approach_1.50m,27,119.396000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396056,1.811692,-0.002058,0.003934,-0.006846,0.007896,-0.002058,1,-24.061597,6.401588,-24.100622,6.345861,0.068033,246.250000,265.000000,-0.004251,0.988056,535,230377,132,357,258,273,1.209298,0.080620,0.556271,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.815917,-0.002622,-0.003923,0.911884,1.740458,535,-0.078080,0.011718,0.042504
approach_1.50m,28,119.462000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396141,1.812081,-0.000598,0.003849,-0.006457,0.007517,-0.000598,1,-24.061581,6.401910,-24.100622,6.345861,0.068306,246.250000,265.000000,-0.001033,0.939266,539,230377,132,357,256,273,1.207642,0.091244,0.555514,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.822550,0.004012,-0.000958,0.870854,1.744842,539,-0.073696,0.013899,0.042717
approach_1.50m,29,119.528000,1,-0.399990,1.818538,0.149800,-0.000000,-0.396110,1.811939,-0.000636,0.003880,-0.006600,0.007656,-0.000636,1,-24.061425,6.401791,-24.100622,6.345861,0.068298,246.250000,265.000000,-0.001136,0.953287,541,230377,132,357,258,273,1.209418,0.080628,0.556330,1,130.159642,357.970431,254.792556,276.969466,0.049299,0.049337,1.817126,-0.001412,-0.001052,0.882852,1.743716,541,-0.074822,0.012598,0.044504
approach_1.00m,0,130.550000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.387165,0.001639,,,,,,0.013665,0.044356
approach_1.00m,1,130.616000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.387075,0.001549,,,,,,0.011334,0.046870
approach_1.00m,2,130.682000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.385327,-0.000199,,,,,,0.011640,0.043658
approach_1.00m,3,130.748000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.386502,0.000977,,,,,,0.011509,0.045349
approach_1.00m,4,130.814000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.389909,0.004384,,,,,,0.012544,0.044323
approach_1.00m,5,130.880000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.382228,-0.003297,,,,,,0.011180,0.044144
approach_1.00m,6,130.946000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.383819,-0.001707,,,,,,0.012805,0.042452
approach_1.00m,7,131.012000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.384847,-0.000678,,,,,,0.011298,0.044672
approach_1.00m,8,131.078000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.387381,0.001856,,,,,,0.012221,0.041442
approach_1.00m,9,131.144000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.385157,-0.000368,,,,,,0.010974,0.045947
approach_1.00m,10,131.210000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.386817,0.001291,,,,,,0.012606,0.044129
approach_1.00m,11,131.276000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.384100,-0.001425,,,,,,0.011483,0.045981
approach_1.00m,12,131.342000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.379977,-0.005548,,,,,,0.012156,0.043046
approach_1.00m,13,131.408000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.383693,-0.001833,,,,,,0.011718,0.046107
approach_1.00m,14,131.474000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.391400,0.005875,,,,,,0.011435,0.044741
approach_1.00m,15,131.540000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.381357,-0.004168,,,,,,0.011563,0.043472
approach_1.00m,16,131.606000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.384313,-0.001212,,,,,,0.011666,0.042630
approach_1.00m,17,131.672000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.391695,0.006169,,,,,,0.011782,0.045579
approach_1.00m,18,131.738000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.388653,0.003127,,,,,,0.012274,0.042128
