pose,k,stamp,observed,tru_lat_m,tru_range_m,tru_height_m,tru_yaw_rad,est_lat_m,est_range_m,est_yaw_rad,e_lat_m,e_range_m,e_2d_m,e_yaw_rad,tf,map_est_x,map_est_y,map_tru_x,map_tru_y,e_map_xy_m,pocket_u,pocket_v,face_a,face_b,inliers,valid,roi_u0,roi_u1,roi_v0,roi_v1,face_width_m,face_height_m,pocket_span_m,floor_found,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,face_frac_band_roi,depth_at_pocket_px_m,chain_check_m,plane_a,plane_b,plane_c_m,plane_n,plane_c_err_m,t_decode_s,t_observe_s
staging,0,104.348000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.461156,-0.002733,,,,,,0.072329,0.050561
staging,1,104.414000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.463892,0.000003,,,,,,0.013080,0.037864
staging,2,104.480000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.464854,0.000965,,,,,,0.011519,0.039807
staging,3,104.546000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.460391,-0.003499,,,,,,0.012948,0.042192
staging,4,104.612000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.465120,0.001231,,,,,,0.012072,0.037676
staging,5,104.678000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.468564,0.004674,,,,,,0.012753,0.040195
staging,6,104.744000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.466624,0.002734,,,,,,0.015420,0.044312
staging,7,104.810000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.463180,-0.000710,,,,,,0.013567,0.041671
staging,8,104.876000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.470609,0.006720,,,,,,0.014932,0.038704
staging,9,104.942000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.460792,-0.003098,,,,,,0.011568,0.040070
staging,10,105.008000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.470354,0.006465,,,,,,0.012227,0.039771
staging,11,105.074000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.467516,0.003626,,,,,,0.014900,0.038025
staging,12,105.140000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.464294,0.000405,,,,,,0.012162,0.037973
staging,13,105.206000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.465442,0.001553,,,,,,0.012172,0.038350
staging,14,105.272000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.465188,0.001299,,,,,,0.017327,0.043428
staging,15,105.338000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.461801,-0.002088,,,,,,0.012735,0.044374
staging,16,105.404000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.459843,-0.004046,,,,,,0.019486,0.038617
staging,17,105.470000,0,-0.400018,2.463889,-0.222798,0.000009,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,180.730915,347.850636,198.960934,217.012439,0.029438,0.029461,2.466245,0.002356,,,,,,0.012527,0.041527
