event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
read_rt,ForkliftTractionSpeedRef,monotonic,399740080968487,399740083058684,2090197,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740083058684,399740083261605,202921,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740083270655,399740085400976,2130321,0.0,
L5,cmd_steer_angle,monotonic,399740085400976,399740085609635,208659,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740085618014,399740088285829,2667815,0.0,
L5,cmd_fork_speed,monotonic,399740088285829,399740088591976,306147,0.0,
L1,ForkliftForkHeight,monotonic,399740059311665,399740088606080,29294415,0.18781002116891432,
L1cs,ForkliftForkHeight,monotonic,399740059311665,399740079299804,19988139,0.18781002116891432,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740088612038,399740090359612,1747574,0.18781002116891432,
L3,ForkliftForkHeight,monotonic,399740059311665,399740090359612,31047947,0.18781002116891432,
R2,ForkliftForkHeight,monotonic,399740035024768,399740088612038,53587270,,
L1,ForkliftLinearSpeed,monotonic,399740059361071,399740090378099,31017028,0.8000000186308848,
L1cs,ForkliftLinearSpeed,monotonic,399740059361071,399740079299804,19938733,0.8000000186308848,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740090382409,399740091911368,1528959,0.8000000186308848,
L3,ForkliftLinearSpeed,monotonic,399740059361071,399740091911368,32550297,0.8000000186308848,
R2,ForkliftLinearSpeed,monotonic,399740035876583,399740090382409,54505826,,
L1,ForkliftObstacleMinDistance,monotonic,399739998672139,399740091926661,93254522,4.7889251708984375,
L1cs,ForkliftObstacleMinDistance,monotonic,399739998672139,399740079299804,80627665,4.7889251708984375,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740091929624,399740093492139,1562515,4.7889251708984375,
L3,ForkliftObstacleMinDistance,monotonic,399739998672139,399740093492139,94820000,4.7889251708984375,
R2,ForkliftObstacleMinDistance,monotonic,399740036801609,399740091929624,55128015,,
L2,BridgeHeartbeat,monotonic,399740093515194,399740095634001,2118807,960,
R1,cycle,monotonic,399740079299804,399740129900117,50600313,,
read_rt,BridgeHeartbeat,monotonic,399740129911231,399740131392384,1481153,960,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740131399026,399740133229924,1830898,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740133229924,399740133434917,204993,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740133441871,399740134968871,1527000,0.0,
L5,cmd_steer_angle,monotonic,399740134968871,399740135069835,100964,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740135076410,399740136814900,1738490,0.0,
L5,cmd_fork_speed,monotonic,399740136814900,399740136913775,98875,0.0,
L1,ForkliftForkHeight,monotonic,399740059311665,399740136921030,77609365,0.18781002116891432,
L1cs,ForkliftForkHeight,monotonic,399740059311665,399740129900117,70588452,0.18781002116891432,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740136925995,399740137806066,880071,0.18781002116891432,
L3,ForkliftForkHeight,monotonic,399740059311665,399740137806066,78494401,0.18781002116891432,
R2,ForkliftForkHeight,monotonic,399740088612038,399740136925995,48313957,,
L1,ForkliftLinearSpeed,monotonic,399740059361071,399740137817600,78456529,0.8000000186308848,
L1cs,ForkliftLinearSpeed,monotonic,399740059361071,399740129900117,70539046,0.8000000186308848,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740137819652,399740138873848,1054196,0.8000000186308848,
L3,ForkliftLinearSpeed,monotonic,399740059361071,399740138873848,79512777,0.8000000186308848,
R2,ForkliftLinearSpeed,monotonic,399740090382409,399740137819652,47437243,,
L1,ForkliftObstacleMinDistance,monotonic,399740098570656,399740138887679,40317023,4.708926677703857,
L1cs,ForkliftObstacleMinDistance,monotonic,399740098570656,399740129900117,31329461,4.708926677703857,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740138891254,399740139851449,960195,4.708926677703857,
L3,ForkliftObstacleMinDistance,monotonic,399740098570656,399740139851449,41280793,4.708926677703857,
R2,ForkliftObstacleMinDistance,monotonic,399740091929624,399740138891254,46961630,,
L2,BridgeHeartbeat,monotonic,399740139877012,399740140802350,925338,961,
diagnostics,Status/*,-,,,,"{'ForkliftTeleopActive': True, 'ForkliftObstacleStopActive': False, 'ForkliftSpeedLimitActive': False, 'ForkliftResetRequired': False, 'HmiLinkOk': True}",
R1,cycle,monotonic,399740129900117,399740182874283,52974166,,
read_rt,BridgeHeartbeat,monotonic,399740182884420,399740184805122,1920702,961,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740184814547,399740186293812,1479265,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740186293812,399740186500948,207136,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740186509172,399740189484981,2975809,0.0,
L5,cmd_steer_angle,monotonic,399740189484981,399740189610268,125287,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740189618005,399740191165335,1547330,0.0,
L5,cmd_fork_speed,monotonic,399740191165335,399740191374427,209092,0.0,
L1,ForkliftForkHeight,monotonic,399740159716833,399740191425097,31708264,0.1878100211689167,
L1cs,ForkliftForkHeight,monotonic,399740159716833,399740182874283,23157450,0.1878100211689167,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740191433202,399740193629385,2196183,0.1878100211689167,
L3,ForkliftForkHeight,monotonic,399740159716833,399740193629385,33912552,0.1878100211689167,
R2,ForkliftForkHeight,monotonic,399740136925995,399740191433202,54507207,,
L1,ForkliftLinearSpeed,monotonic,399740159791429,399740193644808,33853379,0.8000000178736043,
L1cs,ForkliftLinearSpeed,monotonic,399740159791429,399740182874283,23082854,0.8000000178736043,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740193647809,399740195146387,1498578,0.8000000178736043,
L3,ForkliftLinearSpeed,monotonic,399740159791429,399740195146387,35354958,0.8000000178736043,
R2,ForkliftLinearSpeed,monotonic,399740137819652,399740193647809,55828157,,
L1,ForkliftObstacleMinDistance,monotonic,399740098570656,399740195161509,96590853,4.708926677703857,
L1cs,ForkliftObstacleMinDistance,monotonic,399740098570656,399740182874283,84303627,4.708926677703857,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740195165063,399740197242380,2077317,4.708926677703857,
L3,ForkliftObstacleMinDistance,monotonic,399740098570656,399740197242380,98671724,4.708926677703857,
R2,ForkliftObstacleMinDistance,monotonic,399740138891254,399740195165063,56273809,,
L2,BridgeHeartbeat,monotonic,399740197268603,399740199596515,2327912,962,
R1,cycle,monotonic,399740182874283,399740228892463,46018180,,
read_rt,BridgeHeartbeat,monotonic,399740228905693,399740231059161,2153468,962,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740231069030,399740232931195,1862165,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740232931195,399740233054229,123034,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740233059648,399740234623093,1563445,0.0,
L5,cmd_steer_angle,monotonic,399740234623093,399740234739595,116502,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740234746246,399740236048649,1302403,0.0,
L5,cmd_fork_speed,monotonic,399740236048649,399740236141349,92700,0.0,
L1,ForkliftForkHeight,monotonic,399740159716833,399740236147367,76430534,0.1878100211689167,
L1cs,ForkliftForkHeight,monotonic,399740159716833,399740228892463,69175630,0.1878100211689167,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740236152012,399740237327782,1175770,0.1878100211689167,
L3,ForkliftForkHeight,monotonic,399740159716833,399740237327782,77610949,0.1878100211689167,
R2,ForkliftForkHeight,monotonic,399740191433202,399740236152012,44718810,,
L1,ForkliftLinearSpeed,monotonic,399740159791429,399740237338124,77546695,0.8000000178736043,
L1cs,ForkliftLinearSpeed,monotonic,399740159791429,399740228892463,69101034,0.8000000178736043,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740237340661,399740239404317,2063656,0.8000000178736043,
L3,ForkliftLinearSpeed,monotonic,399740159791429,399740239404317,79612888,0.8000000178736043,
R2,ForkliftLinearSpeed,monotonic,399740193647809,399740237340661,43692852,,
L1,ForkliftObstacleMinDistance,monotonic,399740199965469,399740239417395,39451926,4.628928184509277,
L1cs,ForkliftObstacleMinDistance,monotonic,399740199965469,399740228892463,28926994,4.628928184509277,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740239420328,399740240831021,1410693,4.628928184509277,
L3,ForkliftObstacleMinDistance,monotonic,399740199965469,399740240831021,40865552,4.628928184509277,
R2,ForkliftObstacleMinDistance,monotonic,399740195165063,399740239420328,44255265,,
L2,BridgeHeartbeat,monotonic,399740240862992,399740241706992,844000,963,
R1,cycle,monotonic,399740228892463,399740279412171,50519708,,
read_rt,BridgeHeartbeat,monotonic,399740279421530,399740280792863,1371333,963,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740280802128,399740282070379,1268251,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740282070379,399740282303009,232630,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740282312572,399740284181197,1868625,0.0,
L5,cmd_steer_angle,monotonic,399740284181197,399740284320518,139321,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740284327464,399740285502461,1174997,0.0,
L5,cmd_fork_speed,monotonic,399740285502461,399740285604031,101570,0.0,
L1,ForkliftForkHeight,monotonic,399740259352380,399740285611957,26259577,0.1878100211689308,
L1cs,ForkliftForkHeight,monotonic,399740259352380,399740279412171,20059791,0.1878100211689308,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740285617008,399740286866991,1249983,0.1878100211689308,
L3,ForkliftForkHeight,monotonic,399740259352380,399740286866991,27514611,0.1878100211689308,
R2,ForkliftForkHeight,monotonic,399740236152012,399740285617008,49464996,,
L1,ForkliftLinearSpeed,monotonic,399740259433151,399740286881767,27448616,0.8000000171711472,
L1cs,ForkliftLinearSpeed,monotonic,399740259433151,399740279412171,19979020,0.8000000171711472,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740286884787,399740288486518,1601731,0.8000000171711472,
L3,ForkliftLinearSpeed,monotonic,399740259433151,399740288486518,29053367,0.8000000171711472,
R2,ForkliftLinearSpeed,monotonic,399740237340661,399740286884787,49544126,,
L1,ForkliftObstacleMinDistance,monotonic,399740199965469,399740288503904,88538435,4.628928184509277,
L1cs,ForkliftObstacleMinDistance,monotonic,399740199965469,399740279412171,79446702,4.628928184509277,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740288507189,399740289876053,1368864,4.628928184509277,
L3,ForkliftObstacleMinDistance,monotonic,399740199965469,399740289876053,89910584,4.628928184509277,
R2,ForkliftObstacleMinDistance,monotonic,399740239420328,399740288507189,49086861,,
L2,BridgeHeartbeat,monotonic,399740289913323,399740291452810,1539487,964,
R1,cycle,monotonic,399740279412171,399740328673295,49261124,,
read_rt,BridgeHeartbeat,monotonic,399740328683798,399740332800961,4117163,964,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740332811936,399740335806370,2994434,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740335806370,399740336070864,264494,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740336140455,399740337831097,1690642,0.0,
L5,cmd_steer_angle,monotonic,399740337831097,399740337970044,138947,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740337978467,399740342708267,4729800,0.0,
L5,cmd_fork_speed,monotonic,399740342708267,399740342858393,150126,0.0,
L1,ForkliftForkHeight,monotonic,399740259352380,399740342868663,83516283,0.1878100211689308,
L1cs,ForkliftForkHeight,monotonic,399740259352380,399740328673295,69320915,0.1878100211689308,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740342874849,399740346875976,4001127,0.1878100211689308,
L3,ForkliftForkHeight,monotonic,399740259352380,399740346875976,87523596,0.1878100211689308,
R2,ForkliftForkHeight,monotonic,399740285617008,399740342874849,57257841,,
L1,ForkliftLinearSpeed,monotonic,399740259433151,399740346891386,87458235,0.8000000171711472,
L1cs,ForkliftLinearSpeed,monotonic,399740259433151,399740328673295,69240144,0.8000000171711472,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740346894541,399740349076588,2182047,0.8000000171711472,
L3,ForkliftLinearSpeed,monotonic,399740259433151,399740349076588,89643437,0.8000000171711472,
R2,ForkliftLinearSpeed,monotonic,399740286884787,399740346894541,60009754,,
L1,ForkliftObstacleMinDistance,monotonic,399740298918755,399740349096082,50177327,4.548929214477539,
L1cs,ForkliftObstacleMinDistance,monotonic,399740298918755,399740328673295,29754540,4.548929214477539,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740349100046,399740350782459,1682413,4.548929214477539,
L3,ForkliftObstacleMinDistance,monotonic,399740298918755,399740350782459,51863704,4.548929214477539,
R2,ForkliftObstacleMinDistance,monotonic,399740288507189,399740349100046,60592857,,
L2,BridgeHeartbeat,monotonic,399740350815971,399740352953528,2137557,965,
R1,cycle,monotonic,399740328673295,399740378845467,50172172,,
read_rt,BridgeHeartbeat,monotonic,399740378858511,399740382245531,3387020,965,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740382262085,399740384509904,2247819,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740384509904,399740384681830,171926,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740384690643,399740386267731,1577088,0.0,
L5,cmd_steer_angle,monotonic,399740386267731,399740386420705,152974,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740386429854,399740388119591,1689737,0.0,
L5,cmd_fork_speed,monotonic,399740388119591,399740388449105,329514,0.0,
L1,ForkliftForkHeight,monotonic,399740362219272,399740388459603,26240331,0.18781002116895362,
L1cs,ForkliftForkHeight,monotonic,399740362219272,399740378845467,16626195,0.18781002116895362,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740388467690,399740389996243,1528553,0.18781002116895362,
L3,ForkliftForkHeight,monotonic,399740362219272,399740389996243,27776971,0.18781002116895362,
R2,ForkliftForkHeight,monotonic,399740342874849,399740388467690,45592841,,
L1,ForkliftLinearSpeed,monotonic,399740362582956,399740390057446,27474490,0.8000000168393282,
L1cs,ForkliftLinearSpeed,monotonic,399740362582956,399740378845467,16262511,0.8000000168393282,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740390061866,399740391743882,1682016,0.8000000168393282,
L3,ForkliftLinearSpeed,monotonic,399740362582956,399740391743882,29160926,0.8000000168393282,
R2,ForkliftLinearSpeed,monotonic,399740346894541,399740390061866,43167325,,
L1,ForkliftObstacleMinDistance,monotonic,399740298918755,399740391763862,92845107,4.548929214477539,
L1cs,ForkliftObstacleMinDistance,monotonic,399740298918755,399740378845467,79926712,4.548929214477539,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740391769023,399740393297105,1528082,4.548929214477539,
L3,ForkliftObstacleMinDistance,monotonic,399740298918755,399740393297105,94378350,4.548929214477539,
R2,ForkliftObstacleMinDistance,monotonic,399740349100046,399740391769023,42668977,,
L2,BridgeHeartbeat,monotonic,399740393333554,399740394757165,1423611,966,
R1,cycle,monotonic,399740378845467,399740429572143,50726676,,
read_rt,BridgeHeartbeat,monotonic,399740429581475,399740432161425,2579950,966,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740432170886,399740433781197,1610311,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740433781197,399740434293047,511850,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740434317868,399740436568907,2251039,0.0,
L5,cmd_steer_angle,monotonic,399740436568907,399740436717494,148587,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740436724133,399740438369743,1645610,0.0,
L5,cmd_fork_speed,monotonic,399740438369743,399740438497221,127478,0.0,
L1,ForkliftForkHeight,monotonic,399740362219272,399740438507113,76287841,0.18781002116895362,
L1cs,ForkliftForkHeight,monotonic,399740362219272,399740429572143,67352871,0.18781002116895362,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740438512791,399740439967162,1454371,0.18781002116895362,
L3,ForkliftForkHeight,monotonic,399740362219272,399740439967162,77747890,0.18781002116895362,
R2,ForkliftForkHeight,monotonic,399740388467690,399740438512791,50045101,,
L1,ForkliftLinearSpeed,monotonic,399740362582956,399740439981067,77398111,0.8000000168393282,
L1cs,ForkliftLinearSpeed,monotonic,399740362582956,399740429572143,66989187,0.8000000168393282,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740439984291,399740441601910,1617619,0.8000000168393282,
L3,ForkliftLinearSpeed,monotonic,399740362582956,399740441601910,79018954,0.8000000168393282,
R2,ForkliftLinearSpeed,monotonic,399740390061866,399740439984291,49922425,,
L1,ForkliftObstacleMinDistance,monotonic,399740398912347,399740441613781,42701434,4.548929214477539,
L1cs,ForkliftObstacleMinDistance,monotonic,399740398912347,399740429572143,30659796,4.548929214477539,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740441615965,399740442650152,1034187,4.548929214477539,
L3,ForkliftObstacleMinDistance,monotonic,399740398912347,399740442650152,43737805,4.548929214477539,
R2,ForkliftObstacleMinDistance,monotonic,399740391769023,399740441615965,49846942,,
L2,BridgeHeartbeat,monotonic,399740442674436,399740443816063,1141627,967,
R1,cycle,monotonic,399740429572143,399740479067318,49495175,,
read_rt,BridgeHeartbeat,monotonic,399740479077246,399740480342401,1265155,967,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740480350962,399740481309969,959007,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740481309969,399740481419278,109309,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740481423772,399740482213775,790003,0.0,
L5,cmd_steer_angle,monotonic,399740482213775,399740482423112,209337,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740482430362,399740483641709,1211347,0.0,
L5,cmd_fork_speed,monotonic,399740483641709,399740483809416,167707,0.0,
L1,ForkliftForkHeight,monotonic,399740459288356,399740483819593,24531237,0.1878100211689797,
L1cs,ForkliftForkHeight,monotonic,399740459288356,399740479067318,19778962,0.1878100211689797,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740483826847,399740485663373,1836526,0.1878100211689797,
L3,ForkliftForkHeight,monotonic,399740459288356,399740485663373,26375017,0.1878100211689797,
R2,ForkliftForkHeight,monotonic,399740438512791,399740483826847,45314056,,
L1,ForkliftLinearSpeed,monotonic,399740459371727,399740485683814,26312087,0.8000000162112059,
L1cs,ForkliftLinearSpeed,monotonic,399740459371727,399740479067318,19695591,0.8000000162112059,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740485688089,399740486772952,1084863,0.8000000162112059,
L3,ForkliftLinearSpeed,monotonic,399740459371727,399740486772952,27401225,0.8000000162112059,
R2,ForkliftLinearSpeed,monotonic,399740439984291,399740485688089,45703798,,
L1,ForkliftObstacleMinDistance,monotonic,399740398912347,399740486788209,87875862,4.548929214477539,
L1cs,ForkliftObstacleMinDistance,monotonic,399740398912347,399740479067318,80154971,4.548929214477539,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740486791300,399740487871327,1080027,4.548929214477539,
L3,ForkliftObstacleMinDistance,monotonic,399740398912347,399740487871327,88958980,4.548929214477539,
R2,ForkliftObstacleMinDistance,monotonic,399740441615965,399740486791300,45175335,,
L2,BridgeHeartbeat,monotonic,399740487890233,399740489235682,1345449,968,
R1,cycle,monotonic,399740479067318,399740529447157,50379839,,
read_rt,BridgeHeartbeat,monotonic,399740529456362,399740531546713,2090351,968,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740531606936,399740533712613,2105677,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740533712613,399740533814502,101889,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740533820313,399740535530141,1709828,0.0,
L5,cmd_steer_angle,monotonic,399740535530141,399740535631311,101170,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740535637782,399740536712017,1074235,0.0,
L5,cmd_fork_speed,monotonic,399740536712017,399740536915518,203501,0.0,
L1,ForkliftForkHeight,monotonic,399740459288356,399740536928562,77640206,0.1878100211689797,
L1cs,ForkliftForkHeight,monotonic,399740459288356,399740529447157,70158801,0.1878100211689797,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740536935501,399740538376004,1440503,0.1878100211689797,
L3,ForkliftForkHeight,monotonic,399740459288356,399740538376004,79087648,0.1878100211689797,
R2,ForkliftForkHeight,monotonic,399740483826847,399740536935501,53108654,,
L1,ForkliftLinearSpeed,monotonic,399740459371727,399740538393204,79021477,0.8000000162112059,
L1cs,ForkliftLinearSpeed,monotonic,399740459371727,399740529447157,70075430,0.8000000162112059,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740538396881,399740539824802,1427921,0.8000000162112059,
L3,ForkliftLinearSpeed,monotonic,399740459371727,399740539824802,80453075,0.8000000162112059,
R2,ForkliftLinearSpeed,monotonic,399740485688089,399740538396881,52708792,,
L1,ForkliftObstacleMinDistance,monotonic,399740498673818,399740539838278,41164460,4.468930721282959,
L1cs,ForkliftObstacleMinDistance,monotonic,399740498673818,399740529447157,30773339,4.468930721282959,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740539841468,399740541816311,1974843,4.468930721282959,
L3,ForkliftObstacleMinDistance,monotonic,399740498673818,399740541816311,43142493,4.468930721282959,
R2,ForkliftObstacleMinDistance,monotonic,399740486791300,399740539841468,53050168,,
L2,BridgeHeartbeat,monotonic,399740541854259,399740543282945,1428686,969,
R1,cycle,monotonic,399740529447157,399740580522408,51075251,,
read_rt,BridgeHeartbeat,monotonic,399740580536841,399740582548006,2011165,969,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740582561653,399740584078710,1517057,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740584078710,399740584234800,156090,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740584241861,399740585330737,1088876,0.0,
L5,cmd_steer_angle,monotonic,399740585330737,399740585419203,88466,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740585423085,399740586587689,1164604,0.0,
L5,cmd_fork_speed,monotonic,399740586587689,399740586790839,203150,0.0,
L1,ForkliftForkHeight,monotonic,399740559489402,399740586801883,27312481,0.18781002116902404,
L1cs,ForkliftForkHeight,monotonic,399740559489402,399740580522408,21033006,0.18781002116902404,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740586807495,399740588184959,1377464,0.18781002116902404,
L3,ForkliftForkHeight,monotonic,399740559489402,399740588184959,28695557,0.18781002116902404,
R2,ForkliftForkHeight,monotonic,399740536935501,399740586807495,49871994,,
L1,ForkliftLinearSpeed,monotonic,399740559871888,399740588199258,28327370,0.8000000156277396,
L1cs,ForkliftLinearSpeed,monotonic,399740559871888,399740580522408,20650520,0.8000000156277396,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740588202646,399740589587518,1384872,0.8000000156277396,
L3,ForkliftLinearSpeed,monotonic,399740559871888,399740589587518,29715630,0.8000000156277396,
R2,ForkliftLinearSpeed,monotonic,399740538396881,399740588202646,49805765,,
L1,ForkliftObstacleMinDistance,monotonic,399740498673818,399740589604649,90930831,4.468930721282959,
L1cs,ForkliftObstacleMinDistance,monotonic,399740498673818,399740580522408,81848590,4.468930721282959,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740589608718,399740590476618,867900,4.468930721282959,
L3,ForkliftObstacleMinDistance,monotonic,399740498673818,399740590476618,91802800,4.468930721282959,
R2,ForkliftObstacleMinDistance,monotonic,399740539841468,399740589608718,49767250,,
L2,BridgeHeartbeat,monotonic,399740590495588,399740592298000,1802412,970,
R1,cycle,monotonic,399740580522408,399740629765472,49243064,,
read_rt,BridgeHeartbeat,monotonic,399740629776539,399740631956133,2179594,970,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740631967144,399740633641178,1674034,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740633641178,399740633784083,142905,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740633793038,399740635919477,2126439,0.0,
L5,cmd_steer_angle,monotonic,399740635919477,399740636052046,132569,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740636058736,399740637393347,1334611,0.0,
L5,cmd_fork_speed,monotonic,399740637393347,399740637509965,116618,0.0,
L1,ForkliftForkHeight,monotonic,399740559489402,399740637520399,78030997,0.18781002116902404,
L1cs,ForkliftForkHeight,monotonic,399740559489402,399740629765472,70276070,0.18781002116902404,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399740637526882,399740638720693,1193811,0.18781002116902404,
L3,ForkliftForkHeight,monotonic,399740559489402,399740638720693,79231291,0.18781002116902404,
R2,ForkliftForkHeight,monotonic,399740586807495,399740637526882,50719387,,
L1,ForkliftLinearSpeed,monotonic,399740559871888,399740638738678,78866790,0.8000000156277396,
L1cs,ForkliftLinearSpeed,monotonic,399740559871888,399740629765472,69893584,0.8000000156277396,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399740638742855,399740640478448,1735593,0.8000000156277396,
L3,ForkliftLinearSpeed,monotonic,399740559871888,399740640478448,80606560,0.8000000156277396,
R2,ForkliftLinearSpeed,monotonic,399740588202646,399740638742855,50540209,,
L1,ForkliftObstacleMinDistance,monotonic,399740598874685,399740640491385,41616700,4.388930320739746,
L1cs,ForkliftObstacleMinDistance,monotonic,399740598874685,399740629765472,30890787,4.388930320739746,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399740640494034,399740642971300,2477266,4.388930320739746,
L3,ForkliftObstacleMinDistance,monotonic,399740598874685,399740642971300,44096615,4.388930320739746,
R2,ForkliftObstacleMinDistance,monotonic,399740589608718,399740640494034,50885316,,
L2,BridgeHeartbeat,monotonic,399740643107665,399740644966361,1858696,971,
R1,cycle,monotonic,399740629765472,399740679483774,49718302,,
read_rt,BridgeHeartbeat,monotonic,399740679496414,399740682735923,3239509,971,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399740682761633,399740685742320,2980687,0.800000011920929,
L5,cmd_traction_speed,monotonic,399740685742320,399740685866692,124372,0.800000011920929,
read_rt,ForkliftSteerAngleRef,monotonic,399740685876557,399740687792556,1915999,0.0,
L5,cmd_steer_angle,monotonic,399740687792556,399740687948151,155595,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399740687955813,399740692622001,4666188,0.0,
L5,cmd_fork_speed,monotonic,399740692622001,399740693292959,670958,0.0,
L1,ForkliftForkHeight,monotonic,399740659400790,399740693336604,33935814,0.1878100211690797,
