event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
startup,configured_signal_set,-,,,,forklift+warning,"configured signal set: forklift+warning — forklift 4in/3out/5diag (opcua-nodes.md §10), warning 1in/0out/0diag (opcua-nodes.md §13); 5 input slots, 3 output slots, 5 diagnostics, 14 nodes touched, write allowlist 6 keys; silence rule: ForkliftWarningFieldOccupied asserts True after 0.500s of silence (opcua-nodes.md §13.2 W1)"
session,session_timeout_ms,-,,,,10000.0,granted; requested 10000 (granted as requested)
session,secure_channel_lifetime_ms,-,,,,3600000.0,granted; requested 3600000
session,keepalive_period_s,-,,,,3.3333,derived from the granted timeout / 3 (§3.2 S3)
session,namespace_index:server_interfaces,-,,,,2,http://www.siemens.com/simatic-s7-opcua
session,namespace_index:interface,-,,,,3,http://DemoCell
session,connect,-,,,,,opc.tcp://172.19.176.1:4841
L2,BridgeHeartbeat,monotonic,399894317174893,399894318526341,1351448,1159,
R1,cycle,monotonic,399894304008318,399894353772264,49763946,,
read_rt,BridgeHeartbeat,monotonic,399894353782311,399894355467689,1685378,1159,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894355474529,399894357259365,1784836,0.30000001192092896,
L5,cmd_traction_speed,monotonic,399894357259365,399894357354491,95126,0.30000001192092896,
read_rt,ForkliftSteerAngleRef,monotonic,399894357358475,399894358309386,950911,0.0,
L5,cmd_steer_angle,monotonic,399894358309386,399894358394323,84937,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894358398598,399894359996131,1597533,0.0,
L5,cmd_fork_speed,monotonic,399894359996131,399894360132491,136360,0.0,
L1,ForkliftForkHeight,monotonic,399894309816893,399894360140996,50324103,0.21819601007979847,
L1cs,ForkliftForkHeight,monotonic,399894309816893,399894353772264,43955371,0.21819601007979847,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894360147764,399894361180348,1032584,0.21819601007979847,
L3,ForkliftForkHeight,monotonic,399894309816893,399894361180348,51363455,0.21819601007979847,
R2,ForkliftForkHeight,monotonic,399894311858858,399894360147764,48288906,,
L1,ForkliftLinearSpeed,monotonic,399894309864801,399894361190240,51325439,0.2999999990540654,
L1cs,ForkliftLinearSpeed,monotonic,399894309864801,399894353772264,43907463,0.2999999990540654,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894361192354,399894361927888,735534,0.2999999990540654,
L3,ForkliftLinearSpeed,monotonic,399894309864801,399894361927888,52063087,0.2999999990540654,
R2,ForkliftLinearSpeed,monotonic,399894313730035,399894361192354,47462319,,
L1,ForkliftObstacleMinDistance,monotonic,399894352128692,399894361937175,9808483,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894352128692,399894353772264,1643572,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894361939371,399894362760633,821262,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894352128692,399894362760633,10631941,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894315544486,399894361939371,46394885,,
L2,BridgeHeartbeat,monotonic,399894362779602,399894363655102,875500,1160,
R1,cycle,monotonic,399894353772264,399894404533951,50761687,,
read_rt,BridgeHeartbeat,monotonic,399894404541826,399894405730494,1188668,1160,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894405738126,399894407568173,1830047,0.30000001192092896,
L5,cmd_traction_speed,monotonic,399894407568173,399894407789803,221630,0.30000001192092896,
read_rt,ForkliftSteerAngleRef,monotonic,399894407797757,399894409402238,1604481,0.0,
L5,cmd_steer_angle,monotonic,399894409402238,399894409572651,170413,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894409581568,399894410785436,1203868,0.0,
L5,cmd_fork_speed,monotonic,399894410785436,399894410859903,74467,0.0,
L1,ForkliftForkHeight,monotonic,399894410237954,399894410864768,626814,0.2182462900681513,
L1cs,ForkliftForkHeight,monotonic,399894410237954,399894404533951,-5704003,0.2182462900681513,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894410868169,399894412028477,1160308,0.2182462900681513,
L3,ForkliftForkHeight,monotonic,399894410237954,399894412028477,1790523,0.2182462900681513,
R2,ForkliftForkHeight,monotonic,399894360147764,399894410868169,50720405,,
L1,ForkliftLinearSpeed,monotonic,399894410322003,399894412043395,1721392,0.2999999983860009,
L1cs,ForkliftLinearSpeed,monotonic,399894410322003,399894404533951,-5788052,0.2999999983860009,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894412046159,399894413290604,1244445,0.2999999983860009,
L3,ForkliftLinearSpeed,monotonic,399894410322003,399894413290604,2968601,0.2999999983860009,
R2,ForkliftLinearSpeed,monotonic,399894361192354,399894412046159,50853805,,
L1,ForkliftObstacleMinDistance,monotonic,399894352128692,399894413303921,61175229,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894352128692,399894404533951,52405259,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894413307550,399894414211134,903584,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894352128692,399894414211134,62082442,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894361939371,399894413307550,51368179,,
L2,BridgeHeartbeat,monotonic,399894414242299,399894415250630,1008331,1161,
R1,cycle,monotonic,399894404533951,399894453477852,48943901,,
read_rt,BridgeHeartbeat,monotonic,399894453488967,399894455407945,1918978,1161,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894455414635,399894456532880,1118245,0.30000001192092896,
L5,cmd_traction_speed,monotonic,399894456532880,399894456653248,120368,0.30000001192092896,
read_rt,ForkliftSteerAngleRef,monotonic,399894456658868,399894458265615,1606747,0.0,
L5,cmd_steer_angle,monotonic,399894458265615,399894458369827,104212,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894458376627,399894459416766,1040139,0.0,
L5,cmd_fork_speed,monotonic,399894459416766,399894459534453,117687,0.0,
L1,ForkliftForkHeight,monotonic,399894410237954,399894459542628,49304674,0.2182462900681513,
L1cs,ForkliftForkHeight,monotonic,399894410237954,399894453477852,43239898,0.2182462900681513,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894459547901,399894460482160,934259,0.2182462900681513,
L3,ForkliftForkHeight,monotonic,399894410237954,399894460482160,50244206,0.2182462900681513,
R2,ForkliftForkHeight,monotonic,399894410868169,399894459547901,48679732,,
L1,ForkliftLinearSpeed,monotonic,399894410322003,399894460498397,50176394,0.2999999983860009,
L1cs,ForkliftLinearSpeed,monotonic,399894410322003,399894453477852,43155849,0.2999999983860009,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894460502814,399894461642793,1139979,0.2999999983860009,
L3,ForkliftLinearSpeed,monotonic,399894410322003,399894461642793,51320790,0.2999999983860009,
R2,ForkliftLinearSpeed,monotonic,399894412046159,399894460502814,48456655,,
L1,ForkliftObstacleMinDistance,monotonic,399894451253803,399894461652792,10398989,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894451253803,399894453477852,2224049,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894461654872,399894462465509,810637,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894451253803,399894462465509,11211706,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894413307550,399894461654872,48347322,,
L2,BridgeHeartbeat,monotonic,399894462489358,399894463442808,953450,1162,
R1,cycle,monotonic,399894453477852,399894503784443,50306591,,
read_rt,BridgeHeartbeat,monotonic,399894503795673,399894505987029,2191356,1162,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894505994294,399894507630615,1636321,0.30000001192092896,
L5,cmd_traction_speed,monotonic,399894507630615,399894507785842,155227,0.30000001192092896,
read_rt,ForkliftSteerAngleRef,monotonic,399894507794099,399894509636072,1841973,0.0,
L5,cmd_steer_angle,monotonic,399894509636072,399894509769025,132953,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894509775528,399894511514798,1739270,0.0,
L5,cmd_fork_speed,monotonic,399894511514798,399894511635086,120288,0.0,
L1,ForkliftForkHeight,monotonic,399894510460757,399894511643486,1182729,0.2182963584578414,
L1cs,ForkliftForkHeight,monotonic,399894510460757,399894503784443,-6676314,0.2182963584578414,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894511648206,399894514143594,2495388,0.2182963584578414,
L3,ForkliftForkHeight,monotonic,399894510460757,399894514143594,3682837,0.2182963584578414,
R2,ForkliftForkHeight,monotonic,399894459547901,399894511648206,52100305,,
L1,ForkliftLinearSpeed,monotonic,399894510533590,399894514159693,3626103,0.29999999773620273,
L1cs,ForkliftLinearSpeed,monotonic,399894510533590,399894503784443,-6749147,0.29999999773620273,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894514164255,399894515874858,1710603,0.29999999773620273,
L3,ForkliftLinearSpeed,monotonic,399894510533590,399894515874858,5341268,0.29999999773620273,
R2,ForkliftLinearSpeed,monotonic,399894460502814,399894514164255,53661441,,
L1,ForkliftObstacleMinDistance,monotonic,399894451253803,399894515893226,64639423,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894451253803,399894503784443,52530640,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894515897405,399894517781434,1884029,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894451253803,399894517781434,66527631,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894461654872,399894515897405,54242533,,
L2,BridgeHeartbeat,monotonic,399894517805425,399894520138323,2332898,1163,
R1,cycle,monotonic,399894503784443,399894553814981,50030538,,
read_rt,BridgeHeartbeat,monotonic,399894553825696,399894555490631,1664935,1163,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894555498277,399894556257808,759531,0.0,
L5,cmd_traction_speed,monotonic,399894556257808,399894556369676,111868,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894556373703,399894557223132,849429,0.0,
L5,cmd_steer_angle,monotonic,399894557223132,399894557323687,100555,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894557328683,399894558094818,766135,0.0,
L5,cmd_fork_speed,monotonic,399894558094818,399894558204142,109324,0.0,
L1,ForkliftForkHeight,monotonic,399894510460757,399894558210923,47750166,0.2182963584578414,
L1cs,ForkliftForkHeight,monotonic,399894510460757,399894553814981,43354224,0.2182963584578414,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894558216444,399894559294699,1078255,0.2182963584578414,
L3,ForkliftForkHeight,monotonic,399894510460757,399894559294699,48833942,0.2182963584578414,
R2,ForkliftForkHeight,monotonic,399894511648206,399894558216444,46568238,,
L1,ForkliftLinearSpeed,monotonic,399894510533590,399894559309128,48775538,0.29999999773620273,
L1cs,ForkliftLinearSpeed,monotonic,399894510533590,399894553814981,43281391,0.29999999773620273,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894559312501,399894560086048,773547,0.29999999773620273,
L3,ForkliftLinearSpeed,monotonic,399894510533590,399894560086048,49552458,0.29999999773620273,
R2,ForkliftLinearSpeed,monotonic,399894514164255,399894559312501,45148246,,
L1,ForkliftObstacleMinDistance,monotonic,399894551300422,399894560095677,8795255,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894551300422,399894553814981,2514559,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894560097974,399894560704226,606252,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894551300422,399894560704226,9403804,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894515897405,399894560097974,44200569,,
L2,BridgeHeartbeat,monotonic,399894560724245,399894561665475,941230,1164,
R1,cycle,monotonic,399894553814981,399894603912706,50097725,,
read_rt,BridgeHeartbeat,monotonic,399894603920929,399894605257180,1336251,1164,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894605264587,399894606315658,1051071,0.0,
L5,cmd_traction_speed,monotonic,399894606315658,399894606500519,184861,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894606507172,399894607859836,1352664,0.0,
L5,cmd_steer_angle,monotonic,399894607859836,399894608016787,156951,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894608022432,399894608943784,921352,0.0,
L5,cmd_fork_speed,monotonic,399894608943784,399894609018814,75030,0.0,
L1,ForkliftForkHeight,monotonic,399894510460757,399894609023527,98562770,0.2182963584578414,
L1cs,ForkliftForkHeight,monotonic,399894510460757,399894603912706,93451949,0.2182963584578414,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894609027717,399894609875784,848067,0.2182963584578414,
L3,ForkliftForkHeight,monotonic,399894510460757,399894609875784,99415027,0.2182963584578414,
R2,ForkliftForkHeight,monotonic,399894558216444,399894609027717,50811273,,
L1,ForkliftLinearSpeed,monotonic,399894609575244,399894609883838,308594,0.2681937605676225,
L1cs,ForkliftLinearSpeed,monotonic,399894609575244,399894603912706,-5662538,0.2681937605676225,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894609885986,399894610548822,662836,0.2681937605676225,
L3,ForkliftLinearSpeed,monotonic,399894609575244,399894610548822,973578,0.2681937605676225,
R2,ForkliftLinearSpeed,monotonic,399894559312501,399894609885986,50573485,,
L1,ForkliftObstacleMinDistance,monotonic,399894551300422,399894610558063,59257641,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894551300422,399894603912706,52612284,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894610560168,399894611281863,721695,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894551300422,399894611281863,59981441,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894560097974,399894610560168,50462194,,
L2,BridgeHeartbeat,monotonic,399894611298864,399894611891914,593050,1165,
R1,cycle,monotonic,399894603912706,399894653198548,49285842,,
read_rt,BridgeHeartbeat,monotonic,399894653209042,399894654658479,1449437,1165,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894654665311,399894656499241,1833930,0.0,
L5,cmd_traction_speed,monotonic,399894656499241,399894656660469,161228,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894656671161,399894657611843,940682,0.0,
L5,cmd_steer_angle,monotonic,399894657611843,399894657693215,81372,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894657697510,399894659604709,1907199,0.0,
L5,cmd_fork_speed,monotonic,399894659604709,399894659752904,148195,0.0,
L1,ForkliftForkHeight,monotonic,399894609530926,399894659763009,50232083,0.2183462079318175,
L1cs,ForkliftForkHeight,monotonic,399894609530926,399894653198548,43667622,0.2183462079318175,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894659769007,399894661292685,1523678,0.2183462079318175,
L3,ForkliftForkHeight,monotonic,399894609530926,399894661292685,51761759,0.2183462079318175,
R2,ForkliftForkHeight,monotonic,399894609027717,399894659769007,50741290,,
L1,ForkliftLinearSpeed,monotonic,399894609575244,399894661303356,51728112,0.2681937605676225,
L1cs,ForkliftLinearSpeed,monotonic,399894609575244,399894653198548,43623304,0.2681937605676225,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894661305395,399894662208020,902625,0.2681937605676225,
L3,ForkliftLinearSpeed,monotonic,399894609575244,399894662208020,52632776,0.2681937605676225,
R2,ForkliftLinearSpeed,monotonic,399894609885986,399894661305395,51419409,,
L1,ForkliftObstacleMinDistance,monotonic,399894651528838,399894662222823,10693985,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894651528838,399894653198548,1669710,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894662226242,399894663592516,1366274,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894651528838,399894663592516,12063678,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894610560168,399894662226242,51666074,,
L2,BridgeHeartbeat,monotonic,399894663623414,399894664553094,929680,1166,
R1,cycle,monotonic,399894653198548,399894704352270,51153722,,
read_rt,BridgeHeartbeat,monotonic,399894704359367,399894706088886,1729519,1166,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894706100347,399894707786951,1686604,0.0,
L5,cmd_traction_speed,monotonic,399894707786951,399894707908346,121395,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894707914228,399894709017534,1103306,0.0,
L5,cmd_steer_angle,monotonic,399894709017534,399894709173589,156055,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894709180929,399894710238103,1057174,0.0,
L5,cmd_fork_speed,monotonic,399894710238103,399894710318801,80698,0.0,
L1,ForkliftForkHeight,monotonic,399894609530926,399894710324949,100794023,0.2183462079318175,
L1cs,ForkliftForkHeight,monotonic,399894609530926,399894704352270,94821344,0.2183462079318175,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894710329394,399894711628995,1299601,0.2183462079318175,
L3,ForkliftForkHeight,monotonic,399894609530926,399894711628995,102098069,0.2183462079318175,
R2,ForkliftForkHeight,monotonic,399894659769007,399894710329394,50560387,,
L1,ForkliftLinearSpeed,monotonic,399894710832664,399894711642581,809917,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399894710832664,399894704352270,-6480394,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894711646123,399894712499690,853567,0.0,
L3,ForkliftLinearSpeed,monotonic,399894710832664,399894712499690,1667026,0.0,
R2,ForkliftLinearSpeed,monotonic,399894661305395,399894711646123,50340728,,
L1,ForkliftObstacleMinDistance,monotonic,399894651528838,399894712509527,60980689,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894651528838,399894704352270,52823432,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894712511887,399894713647670,1135783,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894651528838,399894713647670,62118832,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894662226242,399894712511887,50285645,,
L2,BridgeHeartbeat,monotonic,399894713675193,399894714573983,898790,1167,
R1,cycle,monotonic,399894704352270,399894753753541,49401271,,
read_rt,BridgeHeartbeat,monotonic,399894753763642,399894755521015,1757373,1167,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894755531584,399894756678761,1147177,0.0,
L5,cmd_traction_speed,monotonic,399894756678761,399894756894729,215968,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894756902479,399894758258962,1356483,0.0,
L5,cmd_steer_angle,monotonic,399894758258962,399894758360717,101755,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894758365974,399894759415452,1049478,0.0,
L5,cmd_fork_speed,monotonic,399894759415452,399894759519304,103852,0.0,
L1,ForkliftForkHeight,monotonic,399894710719411,399894759527451,48808040,0.21839580363082353,
L1cs,ForkliftForkHeight,monotonic,399894710719411,399894753753541,43034130,0.21839580363082353,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894759532428,399894760464301,931873,0.21839580363082353,
L3,ForkliftForkHeight,monotonic,399894710719411,399894760464301,49744890,0.21839580363082353,
R2,ForkliftForkHeight,monotonic,399894710329394,399894759532428,49203034,,
L1,ForkliftLinearSpeed,monotonic,399894710832664,399894760474003,49641339,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399894710832664,399894753753541,42920877,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894760476490,399894761252525,776035,0.0,
L3,ForkliftLinearSpeed,monotonic,399894710832664,399894761252525,50419861,0.0,
R2,ForkliftLinearSpeed,monotonic,399894711646123,399894760476490,48830367,,
L1,ForkliftObstacleMinDistance,monotonic,399894751603637,399894761261175,9657538,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894751603637,399894753753541,2149904,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894761263263,399894762140537,877274,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894751603637,399894762140537,10536900,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894712511887,399894761263263,48751376,,
L2,BridgeHeartbeat,monotonic,399894762159715,399894763533654,1373939,1168,
R1,cycle,monotonic,399894753753541,399894803804158,50050617,,
read_rt,BridgeHeartbeat,monotonic,399894803816982,399894805981260,2164278,1168,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894805988208,399894807250779,1262571,0.0,
L5,cmd_traction_speed,monotonic,399894807250779,399894807392391,141612,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894807400529,399894808417251,1016722,0.0,
L5,cmd_steer_angle,monotonic,399894808417251,399894808546162,128911,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894808553157,399894810048358,1495201,0.0,
L5,cmd_fork_speed,monotonic,399894810048358,399894810158323,109965,0.0,
L1,ForkliftForkHeight,monotonic,399894809421348,399894810165134,743786,0.21844520080371477,
L1cs,ForkliftForkHeight,monotonic,399894809421348,399894803804158,-5617190,0.21844520080371477,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894810169687,399894811737642,1567955,0.21844520080371477,
L3,ForkliftForkHeight,monotonic,399894809421348,399894811737642,2316294,0.21844520080371477,
R2,ForkliftForkHeight,monotonic,399894759532428,399894810169687,50637259,,
L1,ForkliftLinearSpeed,monotonic,399894809466808,399894811757806,2290998,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399894809466808,399894803804158,-5662650,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894811762640,399894813476929,1714289,0.0,
L3,ForkliftLinearSpeed,monotonic,399894809466808,399894813476929,4010121,0.0,
R2,ForkliftLinearSpeed,monotonic,399894760476490,399894811762640,51286150,,
L1,ForkliftObstacleMinDistance,monotonic,399894751603637,399894813492762,61889125,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894751603637,399894803804158,52200521,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894813495739,399894815309218,1813479,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894751603637,399894815309218,63705581,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894761263263,399894813495739,52232476,,
L2,BridgeHeartbeat,monotonic,399894815336594,399894816771962,1435368,1169,
R1,cycle,monotonic,399894803804158,399894854181386,50377228,,
read_rt,BridgeHeartbeat,monotonic,399894854191546,399894856122892,1931346,1169,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894856132217,399894857247730,1115513,0.0,
L5,cmd_traction_speed,monotonic,399894857247730,399894857459733,212003,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894857467918,399894858935217,1467299,0.0,
L5,cmd_steer_angle,monotonic,399894858935217,399894859030577,95360,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894859035068,399894860121878,1086810,0.0,
L5,cmd_fork_speed,monotonic,399894860121878,399894860193609,71731,0.0,
L1,ForkliftForkHeight,monotonic,399894809421348,399894860199067,50777719,0.21844520080371477,
L1cs,ForkliftForkHeight,monotonic,399894809421348,399894854181386,44760038,0.21844520080371477,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894860203342,399894861116565,913223,0.21844520080371477,
L3,ForkliftForkHeight,monotonic,399894809421348,399894861116565,51695217,0.21844520080371477,
R2,ForkliftForkHeight,monotonic,399894810169687,399894860203342,50033655,,
L1,ForkliftLinearSpeed,monotonic,399894809466808,399894861129234,51662426,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399894809466808,399894854181386,44714578,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894861132918,399894862178509,1045591,0.0,
L3,ForkliftLinearSpeed,monotonic,399894809466808,399894862178509,52711701,0.0,
R2,ForkliftLinearSpeed,monotonic,399894811762640,399894861132918,49370278,,
L1,ForkliftObstacleMinDistance,monotonic,399894851649033,399894862191713,10542680,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894851649033,399894854181386,2532353,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894862194979,399894863212437,1017458,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894851649033,399894863212437,11563404,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894813495739,399894862194979,48699240,,
L2,BridgeHeartbeat,monotonic,399894863245759,399894864298953,1053194,1170,
R1,cycle,monotonic,399894854181386,399894903100745,48919359,,
read_rt,BridgeHeartbeat,monotonic,399894903108624,399894904542667,1434043,1170,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894904550569,399894906299277,1748708,0.0,
L5,cmd_traction_speed,monotonic,399894906299277,399894906504924,205647,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894906513271,399894908256877,1743606,0.0,
L5,cmd_steer_angle,monotonic,399894908256877,399894908408053,151176,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894908417563,399894910541344,2123781,0.0,
L5,cmd_fork_speed,monotonic,399894910541344,399894910771171,229827,0.0,
L1,ForkliftForkHeight,monotonic,399894809421348,399894910783230,101361882,0.21844520080371477,
L1cs,ForkliftForkHeight,monotonic,399894809421348,399894903100745,93679397,0.21844520080371477,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399894910791387,399894912949328,2157941,0.21844520080371477,
L3,ForkliftForkHeight,monotonic,399894809421348,399894912949328,103527980,0.21844520080371477,
R2,ForkliftForkHeight,monotonic,399894860203342,399894910791387,50588045,,
L1,ForkliftLinearSpeed,monotonic,399894911253707,399894912964264,1710557,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399894911253707,399894903100745,-8152962,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399894912969099,399894914278176,1309077,0.0,
L3,ForkliftLinearSpeed,monotonic,399894911253707,399894914278176,3024469,0.0,
R2,ForkliftLinearSpeed,monotonic,399894861132918,399894912969099,51836181,,
L1,ForkliftObstacleMinDistance,monotonic,399894851649033,399894914292840,62643807,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399894851649033,399894903100745,51451712,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399894914295420,399894916517562,2222142,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399894851649033,399894916517562,64868529,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399894862194979,399894914295420,52100441,,
L2,BridgeHeartbeat,monotonic,399894916573893,399894920976670,4402777,1171,
R1,cycle,monotonic,399894903100745,399894954643865,51543120,,
read_rt,BridgeHeartbeat,monotonic,399894954657925,399894957624729,2966804,1171,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399894957636578,399894959606559,1969981,0.0,
L5,cmd_traction_speed,monotonic,399894959606559,399894959831316,224757,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399894959840039,399894962173581,2333542,0.0,
L5,cmd_steer_angle,monotonic,399894962173581,399894962587135,413554,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399894962595744,399894964791659,2195915,0.0,
