event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
startup,configured_signal_set,-,,,,forklift+warning,"configured signal set: forklift+warning — forklift 4in/3out/5diag (opcua-nodes.md §10), warning 1in/0out/0diag (opcua-nodes.md §13); 5 input slots, 3 output slots, 5 diagnostics, 14 nodes touched, write allowlist 6 keys; silence rule: ForkliftWarningFieldOccupied asserts True after 0.500s of silence (opcua-nodes.md §13.2 W1)"
session,session_timeout_ms,-,,,,10000.0,granted; requested 10000 (granted as requested)
session,secure_channel_lifetime_ms,-,,,,3600000.0,granted; requested 3600000
session,keepalive_period_s,-,,,,3.3333,derived from the granted timeout / 3 (§3.2 S3)
session,namespace_index:server_interfaces,-,,,,2,http://www.siemens.com/simatic-s7-opcua
session,namespace_index:interface,-,,,,3,http://DemoCell
session,connect,-,,,,,opc.tcp://172.19.176.1:4841
L3,ForkliftObstacleMinDistance,monotonic,399848249620764,399848281424286,31803522,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848232439365,399848280169591,47730226,,
L2,BridgeHeartbeat,monotonic,399848281453038,399848282611052,1158014,242,
R1,cycle,monotonic,399848270463737,399848319860409,49396672,,
read_rt,BridgeHeartbeat,monotonic,399848319867906,399848321420998,1553092,242,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848321429669,399848322719626,1289957,0.0,
L5,cmd_traction_speed,monotonic,399848322719626,399848322869224,149598,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848322876824,399848324701873,1825049,0.0,
L5,cmd_steer_angle,monotonic,399848324701873,399848324892518,190645,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848324900203,399848326315700,1415497,0.0,
L5,cmd_fork_speed,monotonic,399848326315700,399848326409714,94014,0.0,
L1,ForkliftForkHeight,monotonic,399848308230114,399848326416178,18186064,-5.013904334634889e-14,
L1cs,ForkliftForkHeight,monotonic,399848308230114,399848319860409,11630295,-5.013904334634889e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848326420647,399848328468063,2047416,-5.013904334634889e-14,
L3,ForkliftForkHeight,monotonic,399848308230114,399848328468063,20237949,-5.013904334634889e-14,
R2,ForkliftForkHeight,monotonic,399848276689600,399848326420647,49731047,,
L1,ForkliftLinearSpeed,monotonic,399848308568204,399848328487170,19918966,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848308568204,399848319860409,11292205,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848328493014,399848330214771,1721757,0.0,
L3,ForkliftLinearSpeed,monotonic,399848308568204,399848330214771,21646567,0.0,
R2,ForkliftLinearSpeed,monotonic,399848278604198,399848328493014,49888816,,
L1,ForkliftObstacleMinDistance,monotonic,399848249620764,399848330232314,80611550,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848249620764,399848319860409,70239645,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848330236978,399848331126084,889106,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848249620764,399848331126084,81505320,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848280169591,399848330236978,50067387,,
L2,BridgeHeartbeat,monotonic,399848331152332,399848332016449,864117,243,
R1,cycle,monotonic,399848319860409,399848370199948,50339539,,
read_rt,BridgeHeartbeat,monotonic,399848370208731,399848371441932,1233201,243,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848371452535,399848372443973,991438,0.0,
L5,cmd_traction_speed,monotonic,399848372443973,399848372553455,109482,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848372557188,399848374335474,1778286,0.0,
L5,cmd_steer_angle,monotonic,399848374335474,399848374433737,98263,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848374438586,399848376293071,1854485,0.0,
L5,cmd_fork_speed,monotonic,399848376293071,399848376504409,211338,0.0,
L1,ForkliftForkHeight,monotonic,399848308230114,399848376513835,68283721,-5.013904334634889e-14,
L1cs,ForkliftForkHeight,monotonic,399848308230114,399848370199948,61969834,-5.013904334634889e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848376552290,399848378343052,1790762,-5.013904334634889e-14,
L3,ForkliftForkHeight,monotonic,399848308230114,399848378343052,70112938,-5.013904334634889e-14,
R2,ForkliftForkHeight,monotonic,399848326420647,399848376552290,50131643,,
L1,ForkliftLinearSpeed,monotonic,399848308568204,399848378363303,69795099,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848308568204,399848370199948,61631744,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848378368113,399848380539480,2171367,0.0,
L3,ForkliftLinearSpeed,monotonic,399848308568204,399848380539480,71971276,0.0,
R2,ForkliftLinearSpeed,monotonic,399848328493014,399848378368113,49875099,,
L1,ForkliftObstacleMinDistance,monotonic,399848349977328,399848380552506,30575178,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848349977328,399848370199948,20222620,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848380554915,399848382419732,1864817,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848349977328,399848382419732,32442404,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848330236978,399848380554915,50317937,,
L2,BridgeHeartbeat,monotonic,399848382456356,399848383607912,1151556,244,
R1,cycle,monotonic,399848370199948,399848420820709,50620761,,
read_rt,BridgeHeartbeat,monotonic,399848420828558,399848422185894,1357336,244,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848422196763,399848423161340,964577,0.0,
L5,cmd_traction_speed,monotonic,399848423161340,399848423297770,136430,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848423305517,399848424361960,1056443,0.0,
L5,cmd_steer_angle,monotonic,399848424361960,399848424475720,113760,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848424482100,399848425236111,754011,0.0,
L5,cmd_fork_speed,monotonic,399848425236111,399848425338871,102760,0.0,
L1,ForkliftForkHeight,monotonic,399848408216509,399848425345197,17128688,-5.0139058179134055e-14,
L1cs,ForkliftForkHeight,monotonic,399848408216509,399848420820709,12604200,-5.0139058179134055e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848425350711,399848426588283,1237572,-5.0139058179134055e-14,
L3,ForkliftForkHeight,monotonic,399848408216509,399848426588283,18371774,-5.0139058179134055e-14,
R2,ForkliftForkHeight,monotonic,399848376552290,399848425350711,48798421,,
L1,ForkliftLinearSpeed,monotonic,399848408263788,399848426599700,18335912,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848408263788,399848420820709,12556921,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848426602548,399848427555567,953019,0.0,
L3,ForkliftLinearSpeed,monotonic,399848408263788,399848427555567,19291779,0.0,
R2,ForkliftLinearSpeed,monotonic,399848378368113,399848426602548,48234435,,
L1,ForkliftObstacleMinDistance,monotonic,399848349977328,399848427567234,77589906,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848349977328,399848420820709,70843381,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848427570730,399848428603968,1033238,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848349977328,399848428603968,78626640,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848380554915,399848427570730,47015815,,
L2,BridgeHeartbeat,monotonic,399848428626057,399848429399199,773142,245,
R1,cycle,monotonic,399848420820709,399848469929183,49108474,,
read_rt,BridgeHeartbeat,monotonic,399848469938017,399848471205105,1267088,245,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848471213042,399848473342958,2129916,0.0,
L5,cmd_traction_speed,monotonic,399848473342958,399848473595458,252500,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848473610387,399848475014567,1404180,0.0,
L5,cmd_steer_angle,monotonic,399848475014567,399848475154178,139611,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848475162909,399848477140407,1977498,0.0,
L5,cmd_fork_speed,monotonic,399848477140407,399848477270989,130582,0.0,
L1,ForkliftForkHeight,monotonic,399848408216509,399848477302304,69085795,-5.0139058179134055e-14,
L1cs,ForkliftForkHeight,monotonic,399848408216509,399848469929183,61712674,-5.0139058179134055e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848477309560,399848479562214,2252654,-5.0139058179134055e-14,
L3,ForkliftForkHeight,monotonic,399848408216509,399848479562214,71345705,-5.0139058179134055e-14,
R2,ForkliftForkHeight,monotonic,399848425350711,399848477309560,51958849,,
L1,ForkliftLinearSpeed,monotonic,399848408263788,399848479582901,71319113,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848408263788,399848469929183,61665395,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848479586616,399848481116843,1530227,0.0,
L3,ForkliftLinearSpeed,monotonic,399848408263788,399848481116843,72853055,0.0,
R2,ForkliftLinearSpeed,monotonic,399848426602548,399848479586616,52984068,,
L1,ForkliftObstacleMinDistance,monotonic,399848449532521,399848481134904,31602383,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848449532521,399848469929183,20396662,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848481138758,399848482857408,1718650,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848449532521,399848482857408,33324887,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848427570730,399848481138758,53568028,,
L2,BridgeHeartbeat,monotonic,399848482889070,399848484525539,1636469,246,
R1,cycle,monotonic,399848469929183,399848520322888,50393705,,
read_rt,BridgeHeartbeat,monotonic,399848520332082,399848521701741,1369659,246,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848521709781,399848522953765,1243984,0.0,
L5,cmd_traction_speed,monotonic,399848522953765,399848523100436,146671,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848523109157,399848524517752,1408595,0.0,
L5,cmd_steer_angle,monotonic,399848524517752,399848524657001,139249,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848524664482,399848526652381,1987899,0.0,
L5,cmd_fork_speed,monotonic,399848526652381,399848526798872,146491,0.0,
L1,ForkliftForkHeight,monotonic,399848508346493,399848526808714,18462221,-5.013903461728815e-14,
L1cs,ForkliftForkHeight,monotonic,399848508346493,399848520322888,11976395,-5.013903461728815e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848526814353,399848528533249,1718896,-5.013903461728815e-14,
L3,ForkliftForkHeight,monotonic,399848508346493,399848528533249,20186756,-5.013903461728815e-14,
R2,ForkliftForkHeight,monotonic,399848477309560,399848526814353,49504793,,
L1,ForkliftLinearSpeed,monotonic,399848508443558,399848528550429,20106871,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848508443558,399848520322888,11879330,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848528554892,399848531681598,3126706,0.0,
L3,ForkliftLinearSpeed,monotonic,399848508443558,399848531681598,23238040,0.0,
R2,ForkliftLinearSpeed,monotonic,399848479586616,399848528554892,48968276,,
L1,ForkliftObstacleMinDistance,monotonic,399848449532521,399848531700251,82167730,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848449532521,399848520322888,70790367,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848531705060,399848533453925,1748865,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848449532521,399848533453925,83921404,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848481138758,399848531705060,50566302,,
L2,BridgeHeartbeat,monotonic,399848533487580,399848534733882,1246302,247,
R1,cycle,monotonic,399848520322888,399848570187206,49864318,,
read_rt,BridgeHeartbeat,monotonic,399848570199198,399848571444507,1245309,247,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848571452189,399848573155972,1703783,0.0,
L5,cmd_traction_speed,monotonic,399848573155972,399848573308039,152067,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848573315121,399848574626849,1311728,0.0,
L5,cmd_steer_angle,monotonic,399848574626849,399848574759464,132615,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848574765349,399848576050495,1285146,0.0,
L5,cmd_fork_speed,monotonic,399848576050495,399848576145140,94645,0.0,
L1,ForkliftForkHeight,monotonic,399848508346493,399848576151787,67805294,-5.013903461728815e-14,
L1cs,ForkliftForkHeight,monotonic,399848508346493,399848570187206,61840713,-5.013903461728815e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848576156602,399848577186140,1029538,-5.013903461728815e-14,
L3,ForkliftForkHeight,monotonic,399848508346493,399848577186140,68839647,-5.013903461728815e-14,
R2,ForkliftForkHeight,monotonic,399848526814353,399848576156602,49342249,,
L1,ForkliftLinearSpeed,monotonic,399848508443558,399848577196591,68753033,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848508443558,399848570187206,61743648,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848577199123,399848578838535,1639412,0.0,
L3,ForkliftLinearSpeed,monotonic,399848508443558,399848578838535,70394977,0.0,
R2,ForkliftLinearSpeed,monotonic,399848528554892,399848577199123,48644231,,
L1,ForkliftObstacleMinDistance,monotonic,399848549802457,399848578858160,29055703,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848549802457,399848570187206,20384749,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848578862359,399848580153321,1290962,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848549802457,399848580153321,30350864,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848531705060,399848578862359,47157299,,
L2,BridgeHeartbeat,monotonic,399848580189951,399848581085309,895358,248,
R1,cycle,monotonic,399848570187206,399848620261755,50074549,,
read_rt,BridgeHeartbeat,monotonic,399848620271431,399848622362942,2091511,248,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848622368965,399848623463923,1094958,0.0,
L5,cmd_traction_speed,monotonic,399848623463923,399848623606571,142648,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848623614412,399848624962511,1348099,0.0,
L5,cmd_steer_angle,monotonic,399848624962511,399848625076557,114046,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848625084200,399848626675785,1591585,0.0,
L5,cmd_fork_speed,monotonic,399848626675785,399848626847282,171497,0.0,
L1,ForkliftForkHeight,monotonic,399848608332292,399848626857181,18524889,-5.0139048366383944e-14,
L1cs,ForkliftForkHeight,monotonic,399848608332292,399848620261755,11929463,-5.0139048366383944e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848626862515,399848628983835,2121320,-5.0139048366383944e-14,
L3,ForkliftForkHeight,monotonic,399848608332292,399848628983835,20651543,-5.0139048366383944e-14,
R2,ForkliftForkHeight,monotonic,399848576156602,399848626862515,50705913,,
L1,ForkliftLinearSpeed,monotonic,399848608428741,399848629000802,20572061,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848608428741,399848620261755,11833014,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848629004895,399848631061494,2056599,0.0,
L3,ForkliftLinearSpeed,monotonic,399848608428741,399848631061494,22632753,0.0,
R2,ForkliftLinearSpeed,monotonic,399848577199123,399848629004895,51805772,,
L1,ForkliftObstacleMinDistance,monotonic,399848549802457,399848631080864,81278407,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848549802457,399848620261755,70459298,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848631086132,399848632520211,1434079,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848549802457,399848632520211,82717754,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848578862359,399848631086132,52223773,,
L2,BridgeHeartbeat,monotonic,399848632551127,399848633338502,787375,249,
R1,cycle,monotonic,399848620261755,399848670520827,50259072,,
read_rt,BridgeHeartbeat,monotonic,399848670528498,399848672141469,1612971,249,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848672149882,399848673182290,1032408,0.0,
L5,cmd_traction_speed,monotonic,399848673182290,399848673281897,99607,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848673289319,399848674281285,991966,0.0,
L5,cmd_steer_angle,monotonic,399848674281285,399848674399778,118493,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848674405396,399848675315104,909708,0.0,
L5,cmd_fork_speed,monotonic,399848675315104,399848675385733,70629,0.0,
L1,ForkliftForkHeight,monotonic,399848608332292,399848675392632,67060340,-5.0139048366383944e-14,
L1cs,ForkliftForkHeight,monotonic,399848608332292,399848670520827,62188535,-5.0139048366383944e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848675398075,399848676487539,1089464,-5.0139048366383944e-14,
L3,ForkliftForkHeight,monotonic,399848608332292,399848676487539,68155247,-5.0139048366383944e-14,
R2,ForkliftForkHeight,monotonic,399848626862515,399848675398075,48535560,,
L1,ForkliftLinearSpeed,monotonic,399848608428741,399848676509551,68080810,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848608428741,399848670520827,62092086,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848676514577,399848679531381,3016804,0.0,
L3,ForkliftLinearSpeed,monotonic,399848608428741,399848679531381,71102640,0.0,
R2,ForkliftLinearSpeed,monotonic,399848629004895,399848676514577,47509682,,
L1,ForkliftObstacleMinDistance,monotonic,399848649978228,399848679556181,29577953,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848649978228,399848670520827,20542599,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848679562881,399848681810725,2247844,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848649978228,399848681810725,31832497,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848631086132,399848679562881,48476749,,
L2,BridgeHeartbeat,monotonic,399848681843716,399848683163346,1319630,250,
R1,cycle,monotonic,399848670520827,399848720074906,49554079,,
read_rt,BridgeHeartbeat,monotonic,399848720083127,399848721228455,1145328,250,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848721236671,399848722397401,1160730,0.0,
L5,cmd_traction_speed,monotonic,399848722397401,399848722532873,135472,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848722539774,399848723616759,1076985,0.0,
L5,cmd_steer_angle,monotonic,399848723616759,399848723813623,196864,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848723820735,399848725691038,1870303,0.0,
L5,cmd_fork_speed,monotonic,399848725691038,399848725830241,139203,0.0,
L1,ForkliftForkHeight,monotonic,399848708186073,399848725840363,17654290,-5.0139025426449206e-14,
L1cs,ForkliftForkHeight,monotonic,399848708186073,399848720074906,11888833,-5.0139025426449206e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848725846420,399848727112123,1265703,-5.0139025426449206e-14,
L3,ForkliftForkHeight,monotonic,399848708186073,399848727112123,18926050,-5.0139025426449206e-14,
R2,ForkliftForkHeight,monotonic,399848675398075,399848725846420,50448345,,
L1,ForkliftLinearSpeed,monotonic,399848708287684,399848727126248,18838564,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848708287684,399848720074906,11787222,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848727129283,399848729843702,2714419,0.0,
L3,ForkliftLinearSpeed,monotonic,399848708287684,399848729843702,21556018,0.0,
R2,ForkliftLinearSpeed,monotonic,399848676514577,399848727129283,50614706,,
L1,ForkliftObstacleMinDistance,monotonic,399848649978228,399848729862486,79884258,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848649978228,399848720074906,70096678,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848729867079,399848732406221,2539142,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848649978228,399848732406221,82427993,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848679562881,399848729867079,50304198,,
L2,BridgeHeartbeat,monotonic,399848732438235,399848734443189,2004954,251,
R1,cycle,monotonic,399848720074906,399848770250527,50175621,,
read_rt,BridgeHeartbeat,monotonic,399848770263008,399848772437299,2174291,251,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848772446253,399848774423894,1977641,0.0,
L5,cmd_traction_speed,monotonic,399848774423894,399848774853317,429423,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848774863913,399848777187855,2323942,0.0,
L5,cmd_steer_angle,monotonic,399848777187855,399848777319486,131631,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848777327002,399848779596397,2269395,0.0,
L5,cmd_fork_speed,monotonic,399848779596397,399848779738769,142372,0.0,
L1,ForkliftForkHeight,monotonic,399848708186073,399848779751062,71564989,-5.0139025426449206e-14,
L1cs,ForkliftForkHeight,monotonic,399848708186073,399848770250527,62064454,-5.0139025426449206e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848779757381,399848781328809,1571428,-5.0139025426449206e-14,
L3,ForkliftForkHeight,monotonic,399848708186073,399848781328809,73142736,-5.0139025426449206e-14,
R2,ForkliftForkHeight,monotonic,399848725846420,399848779757381,53910961,,
L1,ForkliftLinearSpeed,monotonic,399848708287684,399848781343264,73055580,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848708287684,399848770250527,61962843,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848781348510,399848782705316,1356806,0.0,
L3,ForkliftLinearSpeed,monotonic,399848708287684,399848782705316,74417632,0.0,
R2,ForkliftLinearSpeed,monotonic,399848727129283,399848781348510,54219227,,
L1,ForkliftObstacleMinDistance,monotonic,399848749913948,399848782724097,32810149,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848749913948,399848770250527,20336579,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848782728319,399848784497716,1769397,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848749913948,399848784497716,34583768,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848729867079,399848782728319,52861240,,
L2,BridgeHeartbeat,monotonic,399848784533083,399848786549684,2016601,252,
R1,cycle,monotonic,399848770250527,399848820325769,50075242,,
read_rt,BridgeHeartbeat,monotonic,399848820335216,399848822710888,2375672,252,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848822718680,399848824586573,1867893,0.0,
L5,cmd_traction_speed,monotonic,399848824586573,399848824733439,146866,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848824739484,399848827024756,2285272,0.0,
L5,cmd_steer_angle,monotonic,399848827024756,399848827125402,100646,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848827131423,399848828758969,1627546,0.0,
L5,cmd_fork_speed,monotonic,399848828758969,399848828904086,145117,0.0,
L1,ForkliftForkHeight,monotonic,399848809978498,399848828915818,18937320,-5.013904128706316e-14,
L1cs,ForkliftForkHeight,monotonic,399848809978498,399848820325769,10347271,-5.013904128706316e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848828924021,399848831493987,2569966,-5.013904128706316e-14,
L3,ForkliftForkHeight,monotonic,399848809978498,399848831493987,21515489,-5.013904128706316e-14,
R2,ForkliftForkHeight,monotonic,399848779757381,399848828924021,49166640,,
L1,ForkliftLinearSpeed,monotonic,399848810110976,399848831512930,21401954,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848810110976,399848820325769,10214793,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848831517883,399848833495951,1978068,0.0,
L3,ForkliftLinearSpeed,monotonic,399848810110976,399848833495951,23384975,0.0,
R2,ForkliftLinearSpeed,monotonic,399848781348510,399848831517883,50169373,,
L1,ForkliftObstacleMinDistance,monotonic,399848749913948,399848833516539,83602591,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848749913948,399848820325769,70411821,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848833520820,399848835671897,2151077,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848749913948,399848835671897,85757949,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848782728319,399848833520820,50792501,,
L2,BridgeHeartbeat,monotonic,399848835705536,399848837165507,1459971,253,
R1,cycle,monotonic,399848820325769,399848871105660,50779891,,
read_rt,BridgeHeartbeat,monotonic,399848871115800,399848872975215,1859415,253,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848872984238,399848874323581,1339343,0.0,
L5,cmd_traction_speed,monotonic,399848874323581,399848874451872,128291,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848874461074,399848876233897,1772823,0.0,
L5,cmd_steer_angle,monotonic,399848876233897,399848876446424,212527,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399848876456037,399848878225799,1769762,0.0,
L5,cmd_fork_speed,monotonic,399848878225799,399848878476091,250292,0.0,
L1,ForkliftForkHeight,monotonic,399848809978498,399848878512758,68534260,-5.013904128706316e-14,
L1cs,ForkliftForkHeight,monotonic,399848809978498,399848871105660,61127162,-5.013904128706316e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399848878591542,399848883156406,4564864,-5.013904128706316e-14,
L3,ForkliftForkHeight,monotonic,399848809978498,399848883156406,73177908,-5.013904128706316e-14,
R2,ForkliftForkHeight,monotonic,399848828924021,399848878591542,49667521,,
L1,ForkliftLinearSpeed,monotonic,399848810110976,399848883172113,73061137,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399848810110976,399848871105660,60994684,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399848883175917,399848884880223,1704306,0.0,
L3,ForkliftLinearSpeed,monotonic,399848810110976,399848884880223,74769247,0.0,
R2,ForkliftLinearSpeed,monotonic,399848831517883,399848883175917,51658034,,
L1,ForkliftObstacleMinDistance,monotonic,399848850436906,399848884900444,34463538,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399848850436906,399848871105660,20668754,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399848884905579,399848888207372,3301793,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399848850436906,399848888207372,37770466,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399848833520820,399848884905579,51384759,,
L2,BridgeHeartbeat,monotonic,399848888237533,399848890487378,2249845,254,
R1,cycle,monotonic,399848871105660,399848919725690,48620030,,
read_rt,BridgeHeartbeat,monotonic,399848919732895,399848921524912,1792017,254,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399848921533819,399848922686772,1152953,0.0,
L5,cmd_traction_speed,monotonic,399848922686772,399848922810577,123805,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399848922816114,399848924025886,1209772,0.0,
L5,cmd_steer_angle,monotonic,399848924025886,399848924225765,199879,0.0,
