pose,regime,condition,k,stamp,reason,abort,exact,cam_range_m,tru_lat_m,tru_range_m,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,valid_frac,seg_ok,refused,candidates,in_window,inlier_frac,roi_u0,roi_u1,roi_v0,roi_v1,seg_width_m,seg_height_m,seg_yaw_rad,t_decode_s,t_classify_s,mast_q_m,mast_stamp,mask_stale,tag_u,tag_v,tag_range_m,tag_face_range_m,tag_lateral_m,tag_z_m,tag_stale,reason_wired,abort_wired,seg_ok_wired,refused_wired,seg_width_wired_m,seg_yaw_wired_rad,t_classify_wired_s
staging,staging,pallet_rotated,16,150.152000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1743,0.973134,198,359,190,225,1.179070,0.256320,0.350836,0.013099,0.059584,-0.000000,150.180000,0,271.891916,87.009081,3.105307,2.285307,-0.401824,2.817781,0,pallet_rotated,1,1,,1.179044,0.351159,0.051739
staging,staging,pallet_rotated,17,150.218000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1744,0.973054,198,359,190,225,1.178764,0.256253,0.351053,0.012524,0.059469,-0.000000,150.246000,0,271.891919,87.006460,3.105664,2.285664,-0.401868,2.818095,0,pallet_rotated,1,1,,1.178748,0.351003,0.052214
staging,staging,pallet_rotated,18,150.284000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1744,0.969880,198,359,190,223,1.176915,0.241231,0.350210,0.013552,0.059314,-0.000000,150.300000,0,,,,,,,,pallet_rotated,1,1,,1.176915,0.350210,0.061948
staging,staging,pallet_rotated,19,150.350000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1747,0.970060,198,359,190,223,1.177333,0.241317,0.351439,0.013115,0.058818,-0.000000,150.366000,0,,,,,,,,pallet_rotated,1,1,,1.177333,0.351439,0.061804
staging,staging,pallet_rotated,20,150.416000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1740,0.972727,198,357,192,223,1.163103,0.226768,0.351166,0.013460,0.061994,-0.000000,150.434000,0,,,,,,,,pallet_rotated,1,1,,1.163103,0.351166,0.058227
staging,staging,pallet_rotated,21,150.482000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1754,0.973529,198,357,192,225,1.164580,0.241705,0.352064,0.013753,0.058513,-0.000000,150.498000,0,,,,,,,,pallet_rotated,1,1,,1.164580,0.352064,0.057545
staging,staging,pallet_rotated,22,150.548000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1747,0.970238,198,357,192,223,1.162607,0.226672,0.352310,0.012896,0.056947,-0.000000,150.576000,0,,,,,,,,pallet_rotated,1,1,,1.162607,0.352310,0.059247
staging,staging,pallet_rotated,23,150.614000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1749,0.970588,198,359,190,225,1.178699,0.256239,0.351098,0.011950,0.059414,-0.000000,150.632000,0,,,,,,,,pallet_rotated,1,1,,1.178699,0.351098,0.063399
staging,staging,pallet_rotated,24,150.680000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1745,0.973373,198,359,190,225,1.178973,0.256298,0.350443,0.016588,0.059557,-0.000000,150.708000,0,,,,,,,,pallet_rotated,1,1,,1.178973,0.350443,0.059090
staging,staging,pallet_rotated,25,150.746000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1740,0.972727,198,357,192,225,1.164225,0.241632,0.349784,0.012343,0.058491,-0.000000,150.774000,0,,,,,,,,pallet_rotated,1,1,,1.164225,0.349784,0.063374
staging,staging,pallet_rotated,26,150.812000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1746,0.970149,198,359,190,223,1.177242,0.241298,0.351177,0.012622,0.061604,-0.000000,150.828000,0,,,,,,,,pallet_rotated,1,1,,1.177242,0.351177,0.062997
staging,staging,pallet_rotated,27,150.878000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1743,0.972973,198,359,190,223,1.177069,0.241262,0.351264,0.011878,0.061530,-0.000000,150.906000,0,271.893605,87.008949,3.105440,2.285440,-0.401827,2.817902,0,pallet_rotated,1,1,,1.177059,0.351236,0.051195
staging,staging,pallet_rotated,28,150.944000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1747,0.973529,198,359,190,225,1.179049,0.256315,0.352466,0.012808,0.057914,-0.000000,150.962000,0,,,,,,,,pallet_rotated,1,1,,1.179049,0.352466,0.061796
staging,staging,pallet_rotated,29,151.010000,pallet_rotated,1,1,2.245190,-0.262859,2.484893,196.912579,358.703580,187.280736,228.564602,0.065177,0.775446,1,,6,1749,0.967164,198,357,190,223,1.160932,0.240948,0.352614,0.011696,0.059759,-0.000000,151.038000,0,,,,,,,,pallet_rotated,1,1,,1.160932,0.352614,0.062969
staging,staging,pallet_shifted,0,170.150000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.971671,224,389,202,215,1.203574,0.094827,0.000309,0.012957,0.061337,-0.000000,165.514000,1,,,,,,,,none,0,1,,1.203574,0.000309,0.000002
staging,staging,pallet_shifted,1,170.216000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.974432,224,389,202,215,1.204206,0.094877,-0.001551,0.015023,0.061830,-0.000000,170.434000,0,,,,,,,,none,0,1,,1.204206,-0.001551,0.063955
staging,staging,pallet_shifted,2,170.282000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1724,0.971429,224,389,202,213,1.202280,0.080152,-0.000382,0.012784,0.061845,-0.000000,170.436000,0,,,,,,,,none,0,1,,1.202280,-0.000382,0.069692
staging,staging,pallet_shifted,3,170.348000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.971264,224,389,202,215,1.204275,0.094882,-0.001285,0.011969,0.066503,-0.000000,170.438000,0,,,,,,,,none,0,1,,1.204275,-0.001285,0.064396
staging,staging,pallet_shifted,4,170.414000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.970760,224,389,202,213,1.202138,0.080143,-0.000008,0.011117,0.062306,-0.000000,170.440000,0,,,,,,,,none,0,1,,1.202138,-0.000008,0.062998
staging,staging,pallet_shifted,5,170.480000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1726,0.971751,224,389,202,213,1.202067,0.080138,-0.000082,0.012381,0.061936,-0.000000,170.496000,0,,,,,,,,none,0,1,,1.202067,-0.000082,0.063917
staging,staging,pallet_shifted,6,170.546000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1724,0.970674,224,389,202,213,1.202384,0.080159,0.000566,0.013354,0.060004,-0.000000,170.574000,0,271.891419,87.008341,3.105554,2.285554,-0.401859,2.818002,0,none,0,1,,1.202379,0.000597,0.053450
staging,staging,pallet_shifted,7,170.612000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1726,0.971591,224,389,202,213,1.201736,0.080116,0.001273,0.011792,0.061454,-0.000000,170.630000,0,,,,,,,,none,0,1,,1.201736,0.001273,0.065473
staging,staging,pallet_shifted,8,170.678000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1719,0.970501,224,389,202,213,1.201861,0.080124,0.000394,0.015453,0.062002,-0.000000,170.694000,0,,,,,,,,none,0,1,,1.201861,0.000394,0.061104
staging,staging,pallet_shifted,9,170.744000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.971429,224,389,202,213,1.202681,0.080179,0.001527,0.012732,0.063143,-0.000000,170.762000,0,,,,,,,,none,0,1,,1.202681,0.001527,0.062809
staging,staging,pallet_shifted,10,170.810000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1722,0.970674,224,389,202,213,1.202039,0.080136,-0.000720,0.013233,0.066249,-0.000000,170.828000,0,,,,,,,,none,0,1,,1.202039,-0.000720,0.064586
staging,staging,pallet_shifted,11,170.876000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1723,0.973684,224,389,202,213,1.202637,0.080176,-0.001209,0.012095,0.069684,-0.000000,170.892000,0,,,,,,,,none,0,1,,1.202637,-0.001209,0.066988
staging,staging,pallet_shifted,12,170.942000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1723,0.976812,224,389,202,213,1.202220,0.080148,-0.001260,0.012539,0.064485,-0.000000,170.970000,0,271.892694,87.007673,3.105524,2.285524,-0.401845,2.817974,0,none,0,1,,1.202215,-0.001248,0.053556
staging,staging,pallet_shifted,13,171.008000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.971910,224,389,202,213,1.201981,0.080132,-0.000536,0.014298,0.061302,-0.000000,171.024000,0,,,,,,,,none,0,1,,1.201981,-0.000536,0.064128
staging,staging,pallet_shifted,14,171.074000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1722,0.974063,224,389,202,213,1.202807,0.080187,-0.001597,0.013315,0.061238,-0.000000,171.102000,0,,,,,,,,none,0,1,,1.202807,-0.001597,0.063415
staging,staging,pallet_shifted,15,171.140000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.971098,224,389,202,213,1.202367,0.080158,-0.002360,0.011309,0.062103,-0.000000,171.156000,0,,,,,,,,none,0,1,,1.202367,-0.002360,0.064566
staging,staging,pallet_shifted,16,171.206000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1723,0.971347,224,389,202,213,1.202443,0.080163,0.000278,0.011310,0.066218,-0.000000,171.222000,0,,,,,,,,none,0,1,,1.202443,0.000278,0.064056
staging,staging,pallet_shifted,17,171.272000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1727,0.971510,224,389,202,213,1.202465,0.080164,-0.000896,0.013634,0.062338,-0.000000,171.300000,0,271.892612,87.007096,3.105532,2.285532,-0.401846,2.817978,0,none,0,1,,1.202457,-0.000957,0.056024
staging,staging,pallet_shifted,18,171.338000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.974359,224,389,202,213,1.202668,0.080178,0.000508,0.011059,0.064197,-0.000000,171.366000,0,,,,,,,,none,0,1,,1.202668,0.000508,0.065346
staging,staging,pallet_shifted,19,171.404000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1727,0.971510,224,389,202,213,1.202410,0.080161,-0.002569,0.011213,0.064545,-0.000000,171.434000,0,,,,,,,,none,0,1,,1.202410,-0.002569,0.064688
staging,staging,pallet_shifted,20,171.470000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1724,0.970845,224,389,202,213,1.202487,0.080166,0.000353,0.012117,0.061991,-0.000000,171.498000,0,271.892252,87.008574,3.105281,2.285281,-0.401817,2.817756,0,none,0,1,,1.202487,0.000353,0.050960
staging,staging,pallet_shifted,21,171.536000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1723,0.971264,224,389,202,213,1.202199,0.080147,-0.000341,0.012806,0.060090,-0.000000,171.554000,0,,,,,,,,none,0,1,,1.202199,-0.000341,0.067254
staging,staging,pallet_shifted,22,171.602000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1728,0.969188,224,389,202,215,1.204092,0.094868,0.000346,0.011890,0.060202,-0.000000,171.628000,0,271.892864,87.006617,3.105514,2.285514,-0.401841,2.817960,0,none,0,1,,1.204081,0.000351,0.053741
staging,staging,pallet_shifted,23,171.668000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1723,0.971591,224,389,202,213,1.202152,0.080143,0.002005,0.017041,0.065202,-0.000000,171.686000,0,,,,,,,,none,0,1,,1.202152,0.002005,0.063014
staging,staging,pallet_shifted,24,171.734000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.971014,224,389,202,215,1.204152,0.094873,-0.000076,0.012793,0.062528,-0.000000,171.752000,0,,,,,,,,none,0,1,,1.204152,-0.000076,0.065086
staging,staging,pallet_shifted,25,171.800000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1726,0.972145,224,389,202,213,1.202319,0.080155,-0.001762,0.012743,0.061389,-0.000000,171.816000,0,,,,,,,,none,0,1,,1.202319,-0.001762,0.069826
staging,staging,pallet_shifted,26,171.866000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1721,0.973451,224,389,202,213,1.202484,0.080166,-0.001227,0.012200,0.064371,-0.000000,171.884000,0,,,,,,,,none,0,1,,1.202484,-0.001227,0.069193
staging,staging,pallet_shifted,27,171.932000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1723,0.971429,224,389,202,213,1.202758,0.080184,0.000536,0.011350,0.064169,-0.000000,171.948000,0,,,,,,,,none,0,1,,1.202758,0.000536,0.068657
staging,staging,pallet_shifted,28,171.998000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.971510,224,389,202,213,1.202301,0.080153,-0.000826,0.012411,0.062916,-0.000000,172.016000,0,,,,,,,,none,0,1,,1.202301,-0.000826,0.066999
staging,staging,pallet_shifted,29,172.064000,none,0,0,2.245190,-0.100018,2.463891,222.510941,389.630370,198.960831,217.012327,0.029438,0.775446,1,,6,1725,0.971510,224,389,202,213,1.202092,0.080139,0.000279,0.011707,0.065997,-0.000000,172.080000,0,,,,,,,,none,0,1,,1.202092,0.000279,0.064512
staging,staging,pocket_blocked,0,191.534000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,170,1.000000,,,,,,,,0.013932,0.069416,-0.000000,186.834000,1,,,,,,,,none,0,0,face_width_not_pallet_sized,,,0.000002
staging,staging,pocket_blocked,1,191.600000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,170,1.000000,,,,,,,,0.011840,0.071350,-0.000000,191.844000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.066862
staging,staging,pocket_blocked,2,191.666000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,170,1.000000,,,,,,,,0.012105,0.072021,-0.000000,191.846000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.064906
staging,staging,pocket_blocked,3,191.732000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,169,1.000000,,,,,,,,0.012295,0.069733,-0.000000,191.848000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.066078
staging,staging,pocket_blocked,4,191.798000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,168,1.000000,,,,,,,,0.013468,0.068303,-0.000000,191.850000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.062728
staging,staging,pocket_blocked,5,191.864000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,170,1.000000,,,,,,,,0.014469,0.066642,-0.000000,191.894000,0,271.891777,87.005985,3.105647,2.285647,-0.401867,2.818078,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.055125
staging,staging,pocket_blocked,6,191.930000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,167,1.000000,,,,,,,,0.012325,0.070582,-0.000000,191.958000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.064701
staging,staging,pocket_blocked,7,191.996000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,167,1.000000,,,,,,,,0.015674,0.067870,-0.000000,192.012000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.065130
staging,staging,pocket_blocked,8,192.062000,pocket_blocked,1,1,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,6,1985,0.627677,212,329,204,221,0.821634,0.119383,0.000983,0.013426,0.061025,-0.000000,192.078000,0,,,,,,,,pocket_blocked,1,1,,0.821634,0.000983,0.066350
staging,staging,pocket_blocked,9,192.128000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,169,1.000000,,,,,,,,0.012951,0.069238,-0.000000,192.144000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.065948
staging,staging,pocket_blocked,10,192.194000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,171,1.000000,,,,,,,,0.014818,0.066615,-0.000000,192.224000,0,271.891468,87.006991,3.105655,2.285655,-0.401871,2.818088,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.049093
staging,staging,pocket_blocked,11,192.260000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,169,1.000000,,,,,,,,0.011723,0.067678,-0.000000,192.278000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.067836
staging,staging,pocket_blocked,12,192.326000,pocket_blocked,1,1,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,6,1990,0.648515,212,313,204,221,0.709387,0.119402,-0.003794,0.013117,0.064998,-0.000000,192.342000,0,,,,,,,,pocket_blocked,1,1,,0.709387,-0.003794,0.075417
staging,staging,pocket_blocked,13,192.392000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,171,1.000000,,,,,,,,0.013183,0.072924,-0.000000,192.410000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.068136
staging,staging,pocket_blocked,14,192.458000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,167,1.000000,,,,,,,,0.016281,0.072383,-0.000000,192.486000,0,271.891119,87.007401,3.105644,2.285644,-0.401873,2.818080,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.056909
staging,staging,pocket_blocked,15,192.524000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,170,1.000000,,,,,,,,0.015302,0.068327,-0.000000,192.542000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.064396
staging,staging,pocket_blocked,16,192.590000,pocket_blocked,1,1,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,6,1984,0.623746,212,313,204,221,0.708678,0.119282,0.002943,0.012990,0.061407,-0.000000,192.606000,0,,,,,,,,pocket_blocked,1,1,,0.708678,0.002943,0.060880
staging,staging,pocket_blocked,17,192.656000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,167,1.000000,,,,,,,,0.015029,0.068319,-0.000000,192.672000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.061501
staging,staging,pocket_blocked,18,192.722000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,167,1.000000,,,,,,,,0.016228,0.069762,-0.000000,192.738000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.065564
staging,staging,pocket_blocked,19,192.788000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,167,1.000000,,,,,,,,0.015795,0.069027,-0.000000,192.806000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.063487
staging,staging,pocket_blocked,20,192.854000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,169,1.000000,,,,,,,,0.015671,0.067145,-0.000000,192.872000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.066015
staging,staging,pocket_blocked,21,192.920000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,170,1.000000,,,,,,,,0.012494,0.067089,-0.000000,192.936000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.070338
staging,staging,pocket_blocked,22,192.986000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,170,1.000000,,,,,,,,0.012302,0.065530,-0.000000,193.004000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.063115
staging,staging,pocket_blocked,23,193.052000,pocket_blocked,1,1,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,6,1983,0.619048,212,313,204,221,0.708819,0.119306,0.003824,0.012346,0.061003,-0.000000,193.080000,0,,,,,,,,pocket_blocked,1,1,,0.708819,0.003824,0.066551
staging,staging,pocket_blocked,24,193.118000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,169,1.000000,,,,,,,,0.015541,0.068042,-0.000000,193.146000,0,271.891225,87.008779,3.105402,2.285402,-0.401841,2.817865,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.050167
staging,staging,pocket_blocked,25,193.184000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,169,1.000000,,,,,,,,0.013809,0.065263,-0.000000,193.200000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.064158
staging,staging,pocket_blocked,26,193.250000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,169,1.000000,,,,,,,,0.012945,0.075553,-0.000000,193.268000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.068048
staging,staging,pocket_blocked,27,193.316000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,169,1.000000,,,,,,,,0.015612,0.067586,-0.000000,193.332000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.066276
staging,staging,pocket_blocked,28,193.382000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,168,1.000000,,,,,,,,0.015546,0.071159,-0.000000,193.398000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.063008
staging,staging,pocket_blocked,29,193.448000,pallet_absent,1,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,0,face_width_not_pallet_sized,6,170,1.000000,,,,,,,,0.013814,0.068479,-0.000000,193.476000,0,271.891335,87.007523,3.105489,2.285489,-0.401851,2.817939,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.050303
staging,staging,stringer_in_path,0,213.644000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1730,0.980447,182,347,202,213,1.201950,0.080130,0.000492,0.013279,0.062020,-0.000000,208.924000,1,,,,,,,,none,0,1,,1.201950,0.000492,0.000002
staging,staging,stringer_in_path,1,213.710000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1729,0.974860,182,347,202,213,1.202536,0.080169,-0.000390,0.012427,0.059697,-0.000000,213.972000,0,,,,,,,,none,0,1,,1.202536,-0.000390,0.064364
staging,staging,stringer_in_path,2,213.776000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1730,0.974576,182,347,202,213,1.202245,0.080150,-0.000437,0.012035,0.061462,-0.000000,213.974000,0,,,,,,,,none,0,1,,1.202245,-0.000437,0.064534
staging,staging,stringer_in_path,3,213.842000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1729,0.976879,182,347,202,213,1.202021,0.080135,-0.001143,0.011389,0.066154,-0.000000,213.976000,0,,,,,,,,none,0,1,,1.202021,-0.001143,0.065425
staging,staging,stringer_in_path,4,213.908000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1730,0.974648,182,347,202,213,1.202443,0.080163,-0.001044,0.011247,0.063230,-0.000000,213.978000,0,,,,,,,,none,0,1,,1.202443,-0.001044,0.067664
