pose,regime,condition,k,stamp,reason,abort,exact,cam_range_m,tru_lat_m,tru_range_m,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,valid_frac,seg_ok,refused,candidates,in_window,inlier_frac,roi_u0,roi_u1,roi_v0,roi_v1,seg_width_m,seg_height_m,seg_yaw_rad,t_decode_s,t_classify_s,mast_q_m,mast_stamp,mask_stale,tag_u,tag_v,tag_range_m,tag_face_range_m,tag_lateral_m,tag_z_m,tag_stale,reason_wired,abort_wired,seg_ok_wired,refused_wired,seg_width_wired_m,seg_yaw_wired_rad,t_classify_wired_s
staging,staging,stringer_in_path,5,213.974000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1729,0.977716,182,347,202,213,1.202220,0.080148,-0.000662,0.015471,0.065911,-0.000000,214.002000,0,,,,,,,,none,0,1,,1.202220,-0.000662,0.063373
staging,staging,stringer_in_path,6,214.040000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1728,0.977401,182,347,202,213,1.202631,0.080175,-0.002435,0.014135,0.064985,-0.000000,214.058000,0,,,,,,,,none,0,1,,1.202631,-0.002435,0.064545
staging,staging,stringer_in_path,7,214.106000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1730,0.976812,182,347,202,213,1.202463,0.080164,-0.001198,0.011820,0.061885,-0.000000,214.134000,0,,,,,,,,none,0,1,,1.202463,-0.001198,0.066582
staging,staging,stringer_in_path,8,214.172000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1729,0.977716,182,347,202,213,1.202505,0.080167,-0.001191,0.011070,0.065403,-0.000000,214.190000,0,,,,,,,,none,0,1,,1.202505,-0.001191,0.065260
staging,staging,stringer_in_path,9,214.238000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1730,0.977465,182,347,202,213,1.202480,0.080165,0.000124,0.011564,0.061793,-0.000000,214.256000,0,,,,,,,,none,0,1,,1.202480,0.000124,0.065528
staging,staging,stringer_in_path,10,214.304000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1728,0.974860,182,347,202,213,1.202378,0.080159,-0.001548,0.012819,0.063940,-0.000000,214.320000,0,,,,,,,,none,0,1,,1.202378,-0.001548,0.065569
staging,staging,stringer_in_path,11,214.370000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1724,0.977077,182,347,202,213,1.202848,0.080190,-0.002462,0.014275,0.057319,-0.000000,214.398000,0,271.891163,87.007850,3.105462,2.285462,-0.401849,2.817916,0,none,0,1,,1.202840,-0.002447,0.065219
staging,staging,stringer_in_path,12,214.436000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1727,0.974286,182,347,202,213,1.202575,0.080172,0.000807,0.012344,0.067161,-0.000000,214.464000,0,271.892665,87.007961,3.105745,2.285745,-0.401874,2.818175,0,none,0,1,,1.202575,0.000807,0.053727
staging,staging,stringer_in_path,13,214.502000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1727,0.974432,182,347,202,213,1.202230,0.080149,-0.000443,0.016292,0.059437,-0.000000,214.518000,0,,,,,,,,none,0,1,,1.202230,-0.000443,0.064257
staging,staging,stringer_in_path,14,214.568000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1729,0.977077,182,347,202,213,1.202122,0.080141,-0.001060,0.014594,0.063176,-0.000000,214.584000,0,,,,,,,,none,0,1,,1.202122,-0.001060,0.067812
staging,staging,stringer_in_path,15,214.634000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1728,0.976744,182,347,202,213,1.202252,0.080150,-0.001213,0.012087,0.060176,-0.000000,214.664000,0,,,,,,,,none,0,1,,1.202252,-0.001213,0.064066
staging,staging,stringer_in_path,16,214.700000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1730,0.974719,182,347,202,213,1.202519,0.080168,-0.000550,0.012045,0.066410,-0.000000,214.728000,0,271.892612,87.008393,3.105442,2.285442,-0.401835,2.817902,0,none,0,1,,1.202504,-0.000592,0.056357
staging,staging,stringer_in_path,17,214.766000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1726,0.977273,182,347,202,213,1.202385,0.080159,-0.000470,0.013517,0.060918,-0.000000,214.784000,0,,,,,,,,none,0,1,,1.202385,-0.000470,0.062141
staging,staging,stringer_in_path,18,214.832000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1726,0.974648,182,347,202,213,1.202435,0.080162,0.000918,0.013466,0.060491,-0.000000,214.850000,0,,,,,,,,none,0,1,,1.202435,0.000918,0.066990
staging,staging,stringer_in_path,19,214.898000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1724,0.977011,182,347,202,213,1.202556,0.080170,-0.001078,0.012654,0.060632,-0.000000,214.928000,0,271.891850,87.007372,3.105698,2.285698,-0.401874,2.818129,0,none,0,1,,1.202546,-0.001082,0.055170
staging,staging,stringer_in_path,20,214.964000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1729,0.977591,182,347,202,213,1.202338,0.080156,-0.001729,0.013377,0.062459,-0.000000,214.994000,0,271.891585,87.008413,3.105543,2.285543,-0.401856,2.817992,0,none,0,1,,1.202324,-0.001648,0.053204
staging,staging,stringer_in_path,21,215.030000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1728,0.977143,182,347,202,213,1.202259,0.080151,-0.000720,0.011236,0.064527,-0.000000,215.048000,0,,,,,,,,none,0,1,,1.202259,-0.000720,0.068578
staging,staging,stringer_in_path,22,215.096000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1728,0.974432,182,347,202,213,1.202461,0.080164,-0.001283,0.011580,0.061390,-0.000000,215.126000,0,271.892382,87.007646,3.105589,2.285589,-0.401856,2.818032,0,none,0,1,,1.202447,-0.001337,0.056750
staging,staging,stringer_in_path,23,215.162000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1728,0.974212,182,347,202,213,1.202459,0.080164,-0.001521,0.017567,0.063384,-0.000000,215.190000,0,271.891966,87.007590,3.105542,2.285542,-0.401853,2.817989,0,none,0,1,,1.202452,-0.001570,0.051292
staging,staging,stringer_in_path,24,215.228000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1726,0.977208,182,347,202,213,1.201933,0.080129,-0.001524,0.011245,0.063304,-0.000000,215.248000,0,,,,,,,,none,0,1,,1.201933,-0.001524,0.063782
staging,staging,stringer_in_path,25,215.294000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1728,0.977839,182,347,202,213,1.202667,0.080178,0.000481,0.011007,0.061853,-0.000000,215.310000,0,,,,,,,,none,0,1,,1.202667,0.000481,0.070679
staging,staging,stringer_in_path,26,215.360000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1726,0.977401,182,347,202,213,1.202586,0.080172,-0.000588,0.012436,0.068309,-0.000000,215.388000,0,271.890820,87.006808,3.105685,2.285685,-0.401880,2.818115,0,none,0,1,,1.202580,-0.000590,0.052810
staging,staging,stringer_in_path,27,215.426000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1731,0.977337,182,347,202,213,1.202449,0.080163,-0.001902,0.012587,0.061668,-0.000000,215.454000,0,271.890991,87.007372,3.105305,2.285305,-0.401830,2.817771,0,none,0,1,,1.202449,-0.001902,0.054652
staging,staging,stringer_in_path,28,215.492000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1726,0.977077,182,347,202,213,1.202416,0.080161,-0.002222,0.013942,0.068597,-0.000000,215.520000,0,271.891977,87.007827,3.105394,2.285394,-0.401834,2.817855,0,none,0,1,,1.202412,-0.002260,0.060621
staging,staging,stringer_in_path,29,215.558000,none,0,0,2.245190,-0.400018,2.463889,180.730915,347.850636,198.960934,217.012439,0.029438,0.775446,1,,7,1730,0.974286,182,347,202,213,1.202383,0.080159,0.000987,0.012641,0.060060,-0.000000,215.574000,0,,,,,,,,none,0,1,,1.202383,0.000987,0.067168
approach_1.50m,approach,clean,0,239.648000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3655,0.976577,132,357,258,273,1.208745,0.080583,-0.001291,0.014477,0.061840,-0.000000,235.090000,1,,,,,,,,none,0,1,,1.208745,-0.001291,0.000002
approach_1.50m,approach,clean,1,239.714000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3656,0.978182,132,357,258,273,1.208852,0.080590,-0.000723,0.014168,0.055349,-0.000000,239.950000,0,,,,,,,,none,0,1,,1.208852,-0.000723,0.061427
approach_1.50m,approach,clean,2,239.780000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3649,0.985348,132,357,258,273,1.209228,0.080615,-0.000800,0.012404,0.057331,-0.000000,239.952000,0,,,,,,,,none,0,1,,1.209228,-0.000800,0.057550
approach_1.50m,approach,clean,3,239.846000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3655,0.976868,132,357,256,273,1.206934,0.091191,-0.002180,0.013834,0.056278,-0.000000,239.954000,0,,,,,,,,none,0,1,,1.206934,-0.002180,0.062549
approach_1.50m,approach,clean,4,239.912000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3655,0.981917,132,357,258,273,1.208593,0.080573,-0.002334,0.012908,0.060897,-0.000000,239.956000,0,,,,,,,,none,0,1,,1.208593,-0.002334,0.059279
approach_1.50m,approach,clean,5,239.978000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3656,0.980144,132,357,258,273,1.208805,0.080587,-0.000552,0.015080,0.058731,-0.000000,239.996000,0,,,,,,,,none,0,1,,1.208805,-0.000552,0.062770
approach_1.50m,approach,clean,6,240.044000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3653,0.982047,132,357,258,273,1.209283,0.080619,-0.001889,0.011773,0.059486,-0.000000,240.060000,0,,,,,,,,none,0,1,,1.209283,-0.001889,0.058131
approach_1.50m,approach,clean,7,240.110000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3649,0.979853,132,357,258,273,1.208550,0.080570,-0.001624,0.015430,0.057214,-0.000000,240.138000,0,257.397387,99.514743,2.337459,1.517459,-0.397888,2.144163,0,none,0,1,,1.208550,-0.001624,0.052176
approach_1.50m,approach,clean,8,240.176000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3662,0.982270,132,357,258,273,1.209045,0.080603,-0.001848,0.014841,0.054679,-0.000000,240.204000,0,257.396854,99.514065,2.337324,1.517324,-0.397868,2.144036,0,none,0,1,,1.209045,-0.001848,0.051697
approach_1.50m,approach,clean,9,240.242000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3653,0.980251,132,357,258,273,1.208604,0.080574,-0.001080,0.013419,0.062340,-0.000000,240.272000,0,257.397772,99.514812,2.337345,1.517345,-0.397866,2.144059,0,none,0,1,,1.208604,-0.001080,0.051497
approach_1.50m,approach,clean,10,240.308000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3655,0.980287,132,357,258,273,1.209017,0.080601,-0.002322,0.012783,0.056641,-0.000000,240.326000,0,,,,,,,,none,0,1,,1.209017,-0.002322,0.061226
approach_1.50m,approach,clean,11,240.374000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3654,0.974684,132,357,258,273,1.208781,0.080585,-0.001715,0.013083,0.056429,-0.000000,240.402000,0,257.396468,99.515204,2.337246,1.517246,-0.397857,2.143968,0,none,0,1,,1.208781,-0.001715,0.052548
approach_1.50m,approach,clean,12,240.440000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3649,0.981685,132,357,258,273,1.208986,0.080599,-0.002694,0.012595,0.059903,-0.000000,240.468000,0,,,,,,,,none,0,1,,1.208986,-0.002694,0.059970
approach_1.50m,approach,clean,13,240.506000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3649,0.978102,132,357,258,273,1.209234,0.080616,-0.001075,0.013707,0.057225,-0.000000,240.534000,0,,,,,,,,none,0,1,,1.209234,-0.001075,0.061379
approach_1.50m,approach,clean,14,240.572000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3658,0.978571,132,357,258,273,1.209223,0.080615,-0.001048,0.011718,0.057212,-0.000000,240.590000,0,,,,,,,,none,0,1,,1.209223,-0.001048,0.061911
approach_1.50m,approach,clean,15,240.638000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3656,0.978339,132,357,258,273,1.208854,0.080590,-0.001316,0.014331,0.055500,-0.000000,240.666000,0,257.396674,99.514713,2.337312,1.517312,-0.397867,2.144027,0,none,0,1,,1.208854,-0.001319,0.052463
approach_1.50m,approach,clean,16,240.704000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3651,0.978261,132,357,258,273,1.209112,0.080607,-0.002964,0.016099,0.058503,-0.000000,240.734000,0,257.397759,99.515400,2.337322,1.517322,-0.397862,2.144040,0,none,0,1,,1.209112,-0.002964,0.051251
approach_1.50m,approach,clean,17,240.770000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3653,0.978221,132,357,256,273,1.206941,0.091191,-0.000975,0.011622,0.056167,-0.000000,240.788000,0,,,,,,,,none,0,1,,1.206941,-0.000975,0.060086
approach_1.50m,approach,clean,18,240.836000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3659,0.980531,132,357,256,273,1.207253,0.091215,-0.001478,0.014039,0.055341,-0.000000,240.854000,0,,,,,,,,none,0,1,,1.207253,-0.001478,0.062832
approach_1.50m,approach,clean,19,240.902000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3654,0.976321,132,357,258,273,1.209027,0.080602,-0.000531,0.012012,0.057047,-0.000000,240.930000,0,257.397842,99.515639,2.337365,1.517365,-0.397869,2.144080,0,none,0,1,,1.209027,-0.000531,0.052151
approach_1.50m,approach,clean,20,240.968000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3653,0.985560,132,357,258,273,1.208949,0.080597,-0.000732,0.012050,0.061837,-0.000000,240.986000,0,,,,,,,,none,0,1,,1.208949,-0.000732,0.060076
approach_1.50m,approach,clean,21,241.034000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3651,0.981785,132,357,258,273,1.209028,0.080602,-0.002835,0.017732,0.059652,-0.000000,241.064000,0,,,,,,,,none,0,1,,1.209028,-0.002835,0.058435
approach_1.50m,approach,clean,22,241.100000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3648,0.979853,132,357,258,273,1.208545,0.080570,-0.002362,0.011659,0.058511,-0.000000,241.118000,0,,,,,,,,none,0,1,,1.208545,-0.002362,0.058555
approach_1.50m,approach,clean,23,241.166000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3655,0.974865,132,357,256,273,1.207322,0.091220,-0.000355,0.013721,0.057171,-0.000000,241.186000,0,,,,,,,,none,0,1,,1.207322,-0.000355,0.063016
approach_1.50m,approach,clean,24,241.232000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3653,0.978339,132,357,258,273,1.208518,0.080568,-0.000805,0.012145,0.059787,-0.000000,241.250000,0,,,,,,,,none,0,1,,1.208518,-0.000805,0.060081
approach_1.50m,approach,clean,25,241.298000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3652,0.980322,132,357,258,273,1.209319,0.080621,-0.001370,0.013893,0.059234,-0.000000,241.314000,0,,,,,,,,none,0,1,,1.209319,-0.001370,0.062171
approach_1.50m,approach,clean,26,241.364000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3650,0.981618,132,357,258,273,1.208934,0.080596,-0.001333,0.012797,0.061483,-0.000000,241.392000,0,257.397472,99.515264,2.337378,1.517378,-0.397874,2.144090,0,none,0,1,,1.208934,-0.001333,0.050584
approach_1.50m,approach,clean,27,241.430000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3651,0.977860,132,357,258,273,1.209141,0.080609,0.000052,0.011923,0.062258,-0.000000,241.458000,0,257.398056,99.516164,2.337337,1.517337,-0.397863,2.144056,0,none,0,1,,1.209141,0.000052,0.053384
approach_1.50m,approach,clean,28,241.496000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3655,0.980287,132,357,258,273,1.208894,0.080593,-0.000406,0.012806,0.056755,-0.000000,241.514000,0,,,,,,,,none,0,1,,1.208894,-0.000406,0.061671
approach_1.50m,approach,clean,29,241.562000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,1,,5,3651,0.982014,132,357,258,273,1.209233,0.080616,-0.002770,0.013123,0.064981,-0.000000,241.590000,0,257.397633,99.514850,2.337270,1.517270,-0.397854,2.143990,0,none,0,1,,1.209233,-0.002772,0.069504
approach_1.50m,approach,pallet_absent,0,260.372000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,961,1.000000,,,,,,,,0.012751,0.064339,-0.000000,255.682000,1,,,,,,,,none,0,0,face_width_not_pallet_sized,,,0.000003
approach_1.50m,approach,pallet_absent,1,260.438000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,958,1.000000,,,,,,,,0.018390,0.058312,-0.000000,260.700000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.054434
approach_1.50m,approach,pallet_absent,2,260.504000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,956,1.000000,,,,,,,,0.013663,0.070846,-0.000000,260.702000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.057387
approach_1.50m,approach,pallet_absent,3,260.570000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,953,1.000000,,,,,,,,0.011886,0.062226,-0.000000,260.704000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.053154
approach_1.50m,approach,pallet_absent,4,260.636000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,957,1.000000,,,,,,,,0.015836,0.060332,-0.000000,260.706000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.052184
approach_1.50m,approach,pallet_absent,5,260.702000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,957,1.000000,,,,,,,,0.012334,0.062926,-0.000000,260.734000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.061462
approach_1.50m,approach,pallet_absent,6,260.768000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,963,1.000000,,,,,,,,0.013193,0.060577,-0.000000,260.786000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.053249
approach_1.50m,approach,pallet_absent,7,260.834000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,958,1.000000,,,,,,,,0.013894,0.060905,-0.000000,260.852000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.057603
approach_1.50m,approach,pallet_absent,8,260.900000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,961,1.000000,,,,,,,,0.011823,0.064470,-0.000000,260.930000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.058126
approach_1.50m,approach,pallet_absent,9,260.966000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,963,1.000000,,,,,,,,0.014960,0.063482,-0.000000,260.984000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.055233
approach_1.50m,approach,pallet_absent,10,261.032000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,960,1.000000,,,,,,,,0.013238,0.062264,-0.000000,261.050000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.055362
approach_1.50m,approach,pallet_absent,11,261.098000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,959,1.000000,,,,,,,,0.012507,0.062621,-0.000000,261.114000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.058408
approach_1.50m,approach,pallet_absent,12,261.164000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,959,1.000000,,,,,,,,0.014189,0.059695,-0.000000,261.180000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.056537
approach_1.50m,approach,pallet_absent,13,261.230000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,961,1.000000,,,,,,,,0.013167,0.061113,-0.000000,261.260000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.056306
approach_1.50m,approach,pallet_absent,14,261.296000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,960,1.000000,,,,,,,,0.015420,0.063303,-0.000000,261.314000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.055593
approach_1.50m,approach,pallet_absent,15,261.362000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,960,1.000000,,,,,,,,0.017699,0.058746,-0.000000,261.380000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.054530
approach_1.50m,approach,pallet_absent,16,261.428000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,955,1.000000,,,,,,,,0.012611,0.063508,-0.000000,261.456000,0,257.397139,99.514185,2.337279,1.517279,-0.397858,2.143996,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.110512
approach_1.50m,approach,pallet_absent,17,261.494000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,963,1.000000,,,,,,,,0.013315,0.060474,-0.000000,261.522000,0,257.397022,99.515238,2.337248,1.517248,-0.397854,2.143970,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.110466
approach_1.50m,approach,pallet_absent,18,261.560000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,958,1.000000,,,,,,,,0.016822,0.057468,-0.000000,261.578000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.052965
approach_1.50m,approach,pallet_absent,19,261.626000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,957,1.000000,,,,,,,,0.012323,0.066415,-0.000000,261.642000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.054670
approach_1.50m,approach,pallet_absent,20,261.692000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,961,1.000000,,,,,,,,0.012919,0.062745,-0.000000,261.710000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.053895
approach_1.50m,approach,pallet_absent,21,261.758000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,962,1.000000,,,,,,,,0.014005,0.060598,-0.000000,261.776000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.058794
approach_1.50m,approach,pallet_absent,22,261.824000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,961,1.000000,,,,,,,,0.011581,0.067252,-0.000000,261.854000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.056567
approach_1.50m,approach,pallet_absent,23,261.890000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,959,1.000000,,,,,,,,0.013096,0.061726,-0.000000,261.918000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.056773
approach_1.50m,approach,pallet_absent,24,261.956000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,963,1.000000,,,,,,,,0.013390,0.061007,-0.000000,261.974000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.060522
approach_1.50m,approach,pallet_absent,25,262.022000,pallet_absent,1,1,1.499620,23.599984,-4.218068,,,,,0.000000,0.749919,0,face_width_not_pallet_sized,4,962,1.000000,,,,,,,,0.012207,0.066464,-0.000000,262.040000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.058804
