case,range_m,yaw_rad,seed,observed,tru_lat_m,tru_range_m,est_lat_m,est_range_m,e_lat_m,e_range_m,e_2d_m,est_yaw_rad,e_yaw_rad,a1_proxy_yaw_rad,roi_u0,roi_u1,roi_v0,roi_v1,face_width_m,face_height_m,pocket_span_m,inliers,floor_found,t_observe_s
staging,2.245,0.05,7,1,-0.4,2.463726758820443,-0.40058613065804227,2.4571006414619125,-0.0005861306580422498,-0.006626117358530248,0.006651990709352571,0.04940760941703003,-0.000592390582969976,0.1295904099565179,182,347,202,215,1.2025769699332347,0.09474848854019424,0.561246734925881,343,1,0.07933200000115903
staging,2.245,0.05,8,1,-0.4,2.463726758820443,-0.40070748457459787,2.4578449977024115,-0.0007074845745978497,-0.005881761118031292,0.0059241580222744415,0.048095120134238646,-0.0019048798657613566,0.1249510068410807,182,347,202,215,1.2028974249527418,0.09477373651142813,0.5613946799408096,351,1,0.05145310000079917
staging,2.245,0.05,9,1,-0.4,2.463726758820443,-0.4006475647244527,2.4574774635044947,-0.0006475647244526539,-0.006249295315948089,0.006282756721239982,0.04913355518467867,-0.0008664448153213322,0.12906149280959758,182,347,202,215,1.2027673465494337,0.09476348790995537,0.561335395554253,353,1,0.0559995000003255
staging,2.245,0.1,0,1,-0.4,2.463726758820443,-0.4026696174092641,2.4587043279699023,-0.00266961740926408,-0.005022430850540438,0.005687852737220453,0.10056284213612789,0.0005628421361278807,0.25950184155995604,180,347,200,217,1.2175794779053077,0.12394521631371395,0.5652706139540083,356,1,0.05733740000141552
staging,2.245,0.1,1,1,-0.4,2.463726758820443,-0.4024834386967572,2.45756751906646,-0.0024834386967571564,-0.006159239753982693,0.0066410618207927916,0.10035441290972733,0.00035441290972731965,0.2568737229285301,180,347,200,217,1.2169834515220284,0.12388454296930827,0.5649916059696714,358,1,0.05131669999900623
staging,2.245,0.1,2,1,-0.4,2.463726758820443,-0.40253268418060817,2.4578682124365145,-0.002532684180608147,-0.0058585463839282426,0.006382558647700893,0.09967446178352178,-0.00032553821647822445,0.2576694464429585,180,347,200,219,1.2190915548517869,0.1386990391747542,0.565971366349276,357,1,0.06350270000257296
staging,2.245,0.1,3,1,-0.4,2.463726758820443,-0.4025513703270789,2.45798231021597,-0.0025513703270788612,-0.005744448604472652,0.006285553302242078,0.09885750700986375,-0.0011424929901362596,0.2545770862618079,180,347,200,217,1.2172185670191131,0.12390847688218516,0.5650986356216625,361,1,0.06647810000140453
staging,2.245,0.1,4,1,-0.4,2.463726758820443,-0.40251249190523175,2.457744918220331,-0.0025124919052317285,-0.005981840600111976,0.006488068475209164,0.10078972712308883,0.0007897271230888209,0.256631063999499,180,347,200,217,1.2170469362998204,0.1238910054915985,0.5650208373881731,354,1,0.05161650000081863
staging,2.245,0.1,5,1,-0.4,2.463726758820443,-0.4024968611578232,2.4576494767351993,-0.0024968611578231603,-0.006077282085243496,0.006570211045702227,0.10033323880273186,0.0003332388027318528,0.2560313523098364,180,347,200,217,1.2170106046356988,0.12388730705872382,0.5650034345606785,360,1,0.07752009999967413
staging,2.245,0.1,6,1,-0.4,2.463726758820443,-0.4011006849503601,2.4602567958690664,-0.0011006849503600868,-0.0034699629513763597,0.0036403502913694616,0.0999841560342267,-1.5843965773310043e-05,0.2560574648550068,180,347,200,219,1.2182117592716653,0.1385989426716266,0.5619564118492694,361,1,0.05365239999810001
