cycle,k,stamp,wall,reason,abort,truth_x,truth_y,truth_yaw,cam_range_m,valid_frac,t_classify_s
0,0,1245.026000,0.017487,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.091286
0,1,1245.092000,0.137225,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.099477
0,2,1245.158000,0.263266,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.087084
0,3,1245.224000,0.373764,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.083487
0,4,1245.290000,0.483707,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.112459
0,5,1245.356000,0.626533,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.084318
0,6,1245.422000,0.736872,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.083572
0,7,1245.554000,0.845769,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.082919
0,8,1245.620000,0.951659,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.087606
0,9,1245.752000,1.064589,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.083648
0,10,1245.884000,1.172004,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.080611
0,11,1245.950000,1.277095,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.080974
0,12,1246.082000,1.383630,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.083321
0,13,1246.214000,1.491508,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.082931
0,14,1246.280000,1.598040,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.081704
0,15,1246.412000,1.702732,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.078674
0,16,1246.478000,1.803694,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.081666
0,17,1246.610000,1.908064,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.081518
0,18,1246.676000,2.013299,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.086043
0,19,1246.808000,2.122921,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.084751
0,20,1246.940000,2.230949,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.084095
0,21,1247.006000,2.340473,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.082805
0,22,1247.138000,2.449028,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.085746
0,23,1247.270000,2.558246,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.077928
0,24,1247.336000,2.662394,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.084811
0,25,1247.468000,2.772056,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.080729
0,26,1247.600000,2.877754,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.082811
0,27,1247.666000,2.984242,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.084916
0,28,1247.798000,3.093801,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.080840
0,29,1247.864000,3.198777,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.083455
0,30,1247.996000,3.308565,stringer_in_path,1,7.000000,6.575000,1.570796,2.245000,0.775436,0.089240
