pose,condition,k,stamp,reason,abort,exact,cam_range_m,tru_lat_m,tru_range_m,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,valid_frac,t_decode_s,t_classify_s
staging,stringer_in_path,14,1007.492000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011575,0.082484
staging,stringer_in_path,15,1007.558000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011665,0.087459
staging,stringer_in_path,16,1007.624000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011769,0.082727
staging,stringer_in_path,17,1007.690000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011781,0.083079
staging,stringer_in_path,18,1007.756000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011221,0.077027
staging,stringer_in_path,19,1007.822000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011600,0.079982
staging,stringer_in_path,20,1007.888000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011917,0.079100
staging,stringer_in_path,21,1007.954000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011454,0.082740
staging,stringer_in_path,22,1008.020000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.010928,0.079076
staging,stringer_in_path,23,1008.086000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.012057,0.079098
staging,stringer_in_path,24,1008.152000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011168,0.077983
staging,stringer_in_path,25,1008.218000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.013629,0.078875
staging,stringer_in_path,26,1008.284000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011256,0.086479
staging,stringer_in_path,27,1008.350000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011664,0.077766
staging,stringer_in_path,28,1008.416000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.010824,0.079420
staging,stringer_in_path,29,1008.482000,stringer_in_path,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,0.011350,0.079298
approach_1.50m,clean,0,1028.414000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011708,0.077805
approach_1.50m,clean,1,1028.480000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010177,0.081418
approach_1.50m,clean,2,1028.546000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010815,0.076977
approach_1.50m,clean,3,1028.612000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010172,0.078851
approach_1.50m,clean,4,1028.678000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011499,0.081024
approach_1.50m,clean,5,1028.744000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011625,0.078859
approach_1.50m,clean,6,1028.810000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010388,0.079221
approach_1.50m,clean,7,1028.876000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010261,0.077077
approach_1.50m,clean,8,1028.942000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010394,0.077942
approach_1.50m,clean,9,1029.008000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010241,0.083188
approach_1.50m,clean,10,1029.074000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010908,0.079885
approach_1.50m,clean,11,1029.140000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010287,0.083474
approach_1.50m,clean,12,1029.206000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010856,0.079978
approach_1.50m,clean,13,1029.272000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010711,0.086062
approach_1.50m,clean,14,1029.338000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010650,0.077646
approach_1.50m,clean,15,1029.404000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011854,0.079282
approach_1.50m,clean,16,1029.470000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.009772,0.081239
approach_1.50m,clean,17,1029.536000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011781,0.081668
approach_1.50m,clean,18,1029.602000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010397,0.078653
approach_1.50m,clean,19,1029.668000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.012173,0.078964
approach_1.50m,clean,20,1029.734000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.013119,0.083222
approach_1.50m,clean,21,1029.800000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010613,0.076706
approach_1.50m,clean,22,1029.866000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010841,0.077378
approach_1.50m,clean,23,1029.932000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011291,0.081339
approach_1.50m,clean,24,1029.998000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010389,0.081781
approach_1.50m,clean,25,1030.064000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010423,0.077981
approach_1.50m,clean,26,1030.130000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011573,0.082745
approach_1.50m,clean,27,1030.196000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010706,0.077368
approach_1.50m,clean,28,1030.262000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010989,0.080778
approach_1.50m,clean,29,1030.328000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011487,0.079684
approach_1.50m,pallet_absent,0,1045.310000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011289,0.077585
approach_1.50m,pallet_absent,1,1045.376000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.012773,0.081309
approach_1.50m,pallet_absent,2,1045.442000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011102,0.080164
approach_1.50m,pallet_absent,3,1045.508000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011238,0.081147
approach_1.50m,pallet_absent,4,1045.574000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.010787,0.078889
approach_1.50m,pallet_absent,5,1045.640000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011470,0.081140
approach_1.50m,pallet_absent,6,1045.706000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011420,0.083566
approach_1.50m,pallet_absent,7,1045.772000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.013899,0.081010
approach_1.50m,pallet_absent,8,1045.838000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.010392,0.077719
approach_1.50m,pallet_absent,9,1045.904000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.012208,0.082110
approach_1.50m,pallet_absent,10,1045.970000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011355,0.081990
approach_1.50m,pallet_absent,11,1046.036000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011143,0.080160
approach_1.50m,pallet_absent,12,1046.102000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.012208,0.083965
approach_1.50m,pallet_absent,13,1046.168000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011627,0.077946
approach_1.50m,pallet_absent,14,1046.234000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011851,0.078342
approach_1.50m,pallet_absent,15,1046.300000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011035,0.079168
approach_1.50m,pallet_absent,16,1046.366000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.012521,0.079445
approach_1.50m,pallet_absent,17,1046.432000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011011,0.090665
approach_1.50m,pallet_absent,18,1046.498000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011056,0.081111
approach_1.50m,pallet_absent,19,1046.564000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011372,0.079856
approach_1.50m,pallet_absent,20,1046.630000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.010485,0.081406
approach_1.50m,pallet_absent,21,1046.696000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.013029,0.083882
approach_1.50m,pallet_absent,22,1046.762000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011026,0.079520
approach_1.50m,pallet_absent,23,1046.828000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.012941,0.081932
approach_1.50m,pallet_absent,24,1046.894000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011644,0.078016
approach_1.50m,pallet_absent,25,1046.960000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.013778,0.079920
approach_1.50m,pallet_absent,26,1047.026000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.011138,0.083241
approach_1.50m,pallet_absent,27,1047.092000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.010826,0.080641
approach_1.50m,pallet_absent,28,1047.158000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.013163,0.080988
approach_1.50m,pallet_absent,29,1047.224000,stringer_in_path,1,0,1.499060,23.599984,-4.218555,,,,,0.000000,0.749912,0.010690,0.083066
approach_1.50m,pallet_rotated,0,1062.272000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010645,0.077332
approach_1.50m,pallet_rotated,1,1062.338000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011320,0.084193
approach_1.50m,pallet_rotated,2,1062.404000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010215,0.081336
approach_1.50m,pallet_rotated,3,1062.470000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011091,0.088139
approach_1.50m,pallet_rotated,4,1062.536000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010133,0.083729
approach_1.50m,pallet_rotated,5,1062.602000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.014592,0.078149
approach_1.50m,pallet_rotated,6,1062.668000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.013875,0.090333
approach_1.50m,pallet_rotated,7,1062.734000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010643,0.078294
approach_1.50m,pallet_rotated,8,1062.800000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011235,0.081853
approach_1.50m,pallet_rotated,9,1062.866000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011037,0.077339
approach_1.50m,pallet_rotated,10,1062.932000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011933,0.080450
approach_1.50m,pallet_rotated,11,1062.998000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010449,0.080517
approach_1.50m,pallet_rotated,12,1063.064000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.013333,0.080301
approach_1.50m,pallet_rotated,13,1063.130000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010205,0.082721
approach_1.50m,pallet_rotated,14,1063.196000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011584,0.079991
approach_1.50m,pallet_rotated,15,1063.262000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011039,0.076968
approach_1.50m,pallet_rotated,16,1063.328000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010579,0.080983
approach_1.50m,pallet_rotated,17,1063.394000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.009567,0.079543
approach_1.50m,pallet_rotated,18,1063.460000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011715,0.080849
approach_1.50m,pallet_rotated,19,1063.526000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011456,0.083420
approach_1.50m,pallet_rotated,20,1063.592000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010399,0.079420
approach_1.50m,pallet_rotated,21,1063.658000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010010,0.082308
approach_1.50m,pallet_rotated,22,1063.724000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010181,0.076891
approach_1.50m,pallet_rotated,23,1063.790000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011791,0.082384
approach_1.50m,pallet_rotated,24,1063.856000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010482,0.079579
approach_1.50m,pallet_rotated,25,1063.922000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.012282,0.086947
approach_1.50m,pallet_rotated,26,1063.988000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010704,0.079839
approach_1.50m,pallet_rotated,27,1064.054000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.011850,0.080740
approach_1.50m,pallet_rotated,28,1064.120000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010225,0.079448
approach_1.50m,pallet_rotated,29,1064.186000,stringer_in_path,1,0,1.499060,-0.262831,1.838728,147.794313,371.369095,233.749322,298.620640,0.141526,0.749912,0.010597,0.081081
approach_1.50m,pallet_shifted,0,1079.168000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011794,0.079017
approach_1.50m,pallet_shifted,1,1079.234000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.010245,0.078812
approach_1.50m,pallet_shifted,2,1079.300000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.012942,0.078250
approach_1.50m,pallet_shifted,3,1079.366000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011094,0.081371
approach_1.50m,pallet_shifted,4,1079.432000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011095,0.076998
approach_1.50m,pallet_shifted,5,1079.498000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011349,0.082516
approach_1.50m,pallet_shifted,6,1079.564000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011436,0.080667
approach_1.50m,pallet_shifted,7,1079.630000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.013281,0.080935
approach_1.50m,pallet_shifted,8,1079.696000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011839,0.078547
approach_1.50m,pallet_shifted,9,1079.762000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.013023,0.079205
approach_1.50m,pallet_shifted,10,1079.828000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.010340,0.077072
approach_1.50m,pallet_shifted,11,1079.894000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.012824,0.087693
approach_1.50m,pallet_shifted,12,1079.960000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011932,0.081547
approach_1.50m,pallet_shifted,13,1080.026000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.012236,0.080238
approach_1.50m,pallet_shifted,14,1080.092000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011333,0.077510
approach_1.50m,pallet_shifted,15,1080.158000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.010935,0.076402
approach_1.50m,pallet_shifted,16,1080.224000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.010565,0.078583
approach_1.50m,pallet_shifted,17,1080.290000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011274,0.076595
approach_1.50m,pallet_shifted,18,1080.356000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011606,0.085764
approach_1.50m,pallet_shifted,19,1080.422000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.010183,0.078262
approach_1.50m,pallet_shifted,20,1080.488000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.012277,0.084343
approach_1.50m,pallet_shifted,21,1080.554000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.010869,0.080759
approach_1.50m,pallet_shifted,22,1080.620000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.013686,0.083434
approach_1.50m,pallet_shifted,23,1080.686000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.010594,0.080328
approach_1.50m,pallet_shifted,24,1080.752000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011799,0.078189
approach_1.50m,pallet_shifted,25,1080.818000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011203,0.082158
approach_1.50m,pallet_shifted,26,1080.884000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011394,0.081035
approach_1.50m,pallet_shifted,27,1080.950000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.011481,0.085751
approach_1.50m,pallet_shifted,28,1081.016000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.010613,0.077293
approach_1.50m,pallet_shifted,29,1081.082000,stringer_in_path,1,0,1.499060,-0.099990,1.817725,187.051523,414.966571,254.889295,277.072223,0.049335,0.749912,0.012394,0.083357
approach_1.50m,pocket_blocked,0,1096.064000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011759,0.079521
approach_1.50m,pocket_blocked,1,1096.130000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011596,0.078720
approach_1.50m,pocket_blocked,2,1096.196000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011058,0.079914
approach_1.50m,pocket_blocked,3,1096.262000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011816,0.082301
approach_1.50m,pocket_blocked,4,1096.328000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010001,0.081403
approach_1.50m,pocket_blocked,5,1096.394000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011433,0.083170
approach_1.50m,pocket_blocked,6,1096.460000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010194,0.081781
approach_1.50m,pocket_blocked,7,1096.526000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.014033,0.079823
approach_1.50m,pocket_blocked,8,1096.592000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010313,0.080074
approach_1.50m,pocket_blocked,9,1096.658000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.013071,0.081530
approach_1.50m,pocket_blocked,10,1096.724000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010843,0.086455
approach_1.50m,pocket_blocked,11,1096.790000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010235,0.077939
approach_1.50m,pocket_blocked,12,1096.856000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011247,0.081822
approach_1.50m,pocket_blocked,13,1096.922000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010524,0.081441
approach_1.50m,pocket_blocked,14,1096.988000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011806,0.081067
approach_1.50m,pocket_blocked,15,1097.054000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010484,0.076278
approach_1.50m,pocket_blocked,16,1097.120000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011377,0.081420
approach_1.50m,pocket_blocked,17,1097.186000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010587,0.079085
approach_1.50m,pocket_blocked,18,1097.252000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.011596,0.080306
approach_1.50m,pocket_blocked,19,1097.318000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.009964,0.079523
approach_1.50m,pocket_blocked,20,1097.384000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.012875,0.083216
approach_1.50m,pocket_blocked,21,1097.450000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.010131,0.077138
approach_1.50m,pocket_blocked,22,1097.516000,stringer_in_path,1,0,1.499060,-0.399990,1.817726,130.072865,357.987787,254.889181,277.072101,0.049335,0.749912,0.012755,0.078844
