t,v,w
1.5559163093566895,0.0,0.0
1.5562939643859863,0.0,0.0
1.556560754776001,0.0,0.0
1.5569701194763184,0.0,0.0
1.557300090789795,0.0,0.0
1.59431791305542,0.0,0.0
1.5961720943450928,0.0,0.0
1.6438984870910645,0.0,0.0
1.6460490226745605,0.0,0.0
1.6950619220733643,0.0,0.0
1.6959383487701416,0.0,0.0
1.7442479133605957,0.0,0.0
1.7456612586975098,0.0,0.0
1.7947382926940918,0.0,0.0
1.796539068222046,0.0,0.0
1.844151496887207,0.0,0.0
1.8457107543945312,0.0,0.0
1.8940236568450928,0.0,0.0
1.895693302154541,0.0,0.0
1.944411039352417,0.0,0.0
1.945788860321045,0.0,0.0
1.9943761825561523,0.0,0.0
1.9956178665161133,0.0,0.0
2.043328046798706,0.0,0.0
2.045562982559204,0.025,0.0
2.0944018363952637,0.025,0.0
2.0957579612731934,0.03029815092540994,-0.0003996527284957328
2.1440141201019287,0.03029815092540994,-0.0003996527284957328
2.145554542541504,0.04683778423889289,-0.002328015856977523
2.1945290565490723,0.04683778423889289,-0.002328015856977523
2.1958019733428955,0.05544615095042739,-0.0027325027019584327
2.2440807819366455,0.05544615095042739,-0.0027325027019584327
2.2454946041107178,0.06946085496636258,-0.002708321504354211
2.2935149669647217,0.06946085496636258,-0.002708321504354211
2.2956953048706055,0.08026601268116686,-0.002216037709815268
2.343799114227295,0.08026601268116686,-0.002216037709815268
2.3456878662109375,0.0941732871616342,-0.0032732769212711742
2.39408016204834,0.0941732871616342,-0.0032732769212711742
2.3957369327545166,0.10487908157709361,-0.003059338629923111
2.4434146881103516,0.10487908157709361,-0.003059338629923111
2.445727825164795,0.11888305436992169,-0.003073549940222103
2.4939701557159424,0.11888305436992169,-0.003073549940222103
2.4957070350646973,0.12958785551458007,-0.002364671918466603
2.543828248977661,0.12958785551458007,-0.002364671918466603
2.5459651947021484,0.1435835598756043,-0.0022007365944535133
2.5939249992370605,0.1435835598756043,-0.0022007365944535133
2.595693349838257,0.1542939960038573,-0.0027297014147428795
2.643826961517334,0.1542939960038573,-0.0027297014147428795
2.645955801010132,0.1682943677719219,-0.0029336366516310277
2.6942954063415527,0.1682943677719219,-0.0029336366516310277
2.6957197189331055,0.17899658787119224,-0.003343759420069963
2.743931531906128,0.17899658787119224,-0.003343759420069963
2.74572491645813,0.19299534968468945,-0.003531168181117779
2.793883800506592,0.19299534968468945,-0.003531168181117779
2.7955121994018555,0.20369711419258174,-0.0038079564575776094
2.8445770740509033,0.20369711419258174,-0.0038079564575776094
2.8456053733825684,0.2176950916316623,-0.004341959512382463
2.895237684249878,0.2176950916316623,-0.004341959512382463
2.8959028720855713,0.22993373553824814,-0.004097119170849755
2.9445552825927734,0.22993373553824814,-0.004097119170849755
2.946307420730591,0.24393087849984238,-0.003953075748273021
2.9941248893737793,0.24393087849984238,-0.003953075748273021
2.9967284202575684,0.254637581273267,-0.0044209693536047204
3.0448763370513916,0.254637581273267,-0.0044209693536047204
3.045771360397339,0.26872460060442155,-0.004425496560947286
3.0943191051483154,0.26872460060442155,-0.004425496560947286
3.096207857131958,0.28087050529199936,-0.0039999082150086
3.144125461578369,0.28087050529199936,-0.0039999082150086
3.145460844039917,0.2948648548923753,-0.0030457643641587234
3.1936914920806885,0.2948648548923753,-0.0030457643641587234
3.196085214614868,0.30566822420624024,-0.003497715875051596
3.244581699371338,0.30566822420624024,-0.003497715875051596
3.245922565460205,0.32110101539849895,-0.004358851681371064
3.2943453788757324,0.32110101539849895,-0.004358851681371064
3.295989513397217,0.33026817846902734,-0.0041831926242446365
3.3442349433898926,0.33026817846902734,-0.0041831926242446365
3.345414161682129,0.3457910404768612,-0.003905671861292457
3.3936636447906494,0.3457910404768612,-0.003905671861292457
3.3957371711730957,0.35793488842681903,-0.003806236442404321
3.444457530975342,0.35793488842681903,-0.003806236442404321
3.445719003677368,0.37202481386594993,-0.002987941679027254
3.494385242462158,0.37202481386594993,-0.002987941679027254
3.495925188064575,0.3827280220624028,-0.002252015352188146
3.5437631607055664,0.3827280220624028,-0.002252015352188146
3.5455965995788574,0.3982574252549867,-0.0003186244698401
3.593903064727783,0.3982574252549867,-0.0003186244698401
3.5957839488983154,0.4,0.0
3.643749952316284,0.4,0.0
3.645622968673706,0.4,0.0
3.693894624710083,0.4,0.0
3.6957366466522217,0.4,0.0
3.743812322616577,0.4,0.0
3.7454044818878174,0.4,0.0
3.7943227291107178,0.4,0.0
3.7957136631011963,0.4,0.0
3.8436477184295654,0.4,0.0
3.8456146717071533,0.4,0.0
3.893789529800415,0.4,0.0
3.895799160003662,0.4,0.0
3.9440383911132812,0.4,0.0
3.945629835128784,0.4,0.0
3.9938268661499023,0.4,0.0
