utc,load1,mem_available_mb,n_processes,total_rss_mb
2026-08-07T08:57:01Z,2.48,14170.3,0,0.0
2026-08-07T08:57:03Z,2.48,13977.1,9,679.5
2026-08-07T08:57:04Z,2.48,13714.2,8,693.2
2026-08-07T08:57:06Z,2.36,13468.6,8,985.5
2026-08-07T08:57:07Z,2.36,13468.1,8,987.0
2026-08-07T08:57:09Z,2.36,13381.4,10,1084.6
2026-08-07T08:57:11Z,2.36,13375.4,10,1086.3
2026-08-07T08:57:12Z,2.42,13356.6,10,1087.2
2026-08-07T08:57:14Z,2.42,13354.1,10,1088.6
2026-08-07T08:57:15Z,2.42,13341.3,10,1088.6
2026-08-07T08:57:17Z,2.38,13378.3,10,1088.6
2026-08-07T08:57:18Z,2.38,13143.0,17,1474.5
2026-08-07T08:57:20Z,2.38,13116.6,17,1498.5
2026-08-07T08:57:21Z,2.51,13115.2,17,1502.1
2026-08-07T08:57:23Z,2.51,13114.6,17,1502.1
2026-08-07T08:57:24Z,2.51,13122.9,17,1502.1
2026-08-07T08:57:26Z,2.71,13106.1,17,1502.1
2026-08-07T08:57:27Z,2.71,13126.1,17,1502.1
2026-08-07T08:57:29Z,2.71,13108.0,17,1502.1
2026-08-07T08:57:30Z,2.71,13093.2,17,1562.0
2026-08-07T08:57:32Z,2.65,13067.1,17,1562.0
2026-08-07T08:57:33Z,2.65,13095.1,17,1562.0
2026-08-07T08:57:35Z,2.65,13096.4,17,1562.0
2026-08-07T08:57:37Z,3.0,13095.8,17,1562.0
2026-08-07T08:57:38Z,3.0,13085.2,17,1562.0
2026-08-07T08:57:40Z,3.0,13084.3,17,1562.0
2026-08-07T08:57:41Z,3.0,13081.8,17,1562.0
2026-08-07T08:57:43Z,3.0,13081.7,17,1562.0
2026-08-07T08:57:44Z,3.0,13083.5,17,1562.0
2026-08-07T08:57:46Z,3.0,13085.3,17,1562.0
2026-08-07T08:57:47Z,2.92,13085.8,17,1562.0
2026-08-07T08:57:49Z,2.92,13086.7,17,1562.0
2026-08-07T08:57:50Z,2.92,13082.6,17,1562.0
2026-08-07T08:57:52Z,2.69,13080.1,17,1562.0
2026-08-07T08:57:53Z,2.69,13079.8,17,1562.0
2026-08-07T08:57:55Z,2.69,13079.9,17,1562.0
2026-08-07T08:57:56Z,2.47,13084.4,17,1562.0
2026-08-07T08:57:58Z,2.47,13082.1,19,1618.5
2026-08-07T08:57:59Z,2.47,13029.2,19,1659.9
2026-08-07T08:58:01Z,2.47,13025.0,19,1669.5
2026-08-07T08:58:02Z,2.75,13020.8,19,1679.9
2026-08-07T08:58:04Z,2.75,13013.7,19,1679.8
2026-08-07T08:58:05Z,2.75,13014.5,19,1677.5
2026-08-07T08:58:07Z,2.69,13010.9,19,1677.5
2026-08-07T08:58:08Z,2.69,13013.7,19,1677.9
2026-08-07T08:58:10Z,2.69,13014.1,19,1674.4
2026-08-07T08:58:11Z,2.72,13008.2,19,1674.4
2026-08-07T08:58:13Z,2.72,13054.2,17,1571.5
