t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
28.388,-3.796189,7.032667,-0.060791,2.361653,12.592934,-0.062397,0.024986,0.001869,0.078386,0.025063,1,approach0
28.488,-3.795209,7.031806,-0.062389,2.364418,12.592419,-0.064344,0.042212,-0.011789,-0.285247,0.043990,1,approach0
28.590,-3.792723,7.031200,-0.063285,2.369483,12.591501,-0.064869,0.065087,-0.009355,-0.149793,0.065824,1,approach0
28.692,-3.786318,7.029870,-0.065117,2.376686,12.590568,-0.066313,0.086815,-0.012401,-0.148879,0.087786,1,approach0
28.792,-3.778017,7.028798,-0.066166,2.386108,12.589467,-0.067201,0.110431,-0.007041,-0.066850,0.110678,1,approach0
28.892,-3.767056,7.027676,-0.066946,2.397930,12.588342,-0.067648,0.133891,-0.003874,-0.030374,0.133953,1,approach0
28.994,-3.753869,7.026523,-0.067474,2.412024,12.587271,-0.067780,0.155818,0.000237,0.001600,0.155818,1,approach0
29.096,-3.738342,7.025459,-0.067504,2.428342,12.586248,-0.067475,0.179075,0.004322,0.025335,0.179132,1,approach0
29.196,-3.720502,7.024444,-0.067131,2.447164,12.585285,-0.066738,0.202085,0.009104,0.047269,0.202311,1,approach0
29.296,-3.700259,7.023532,-0.066263,2.468273,12.584425,-0.065525,0.226629,0.013566,0.062768,0.227076,1,approach0
29.398,-3.677612,7.022715,-0.064931,2.491727,12.583663,-0.063870,0.249561,0.018185,0.076364,0.250291,1,approach0
29.500,-3.652650,7.021991,-0.063180,2.517611,12.582989,-0.061810,0.273894,0.021470,0.082123,0.274820,1,approach0
29.602,-3.610735,7.021078,-0.059842,2.545834,12.582434,-0.059297,0.298469,0.026314,0.092309,0.299746,1,approach0
29.702,-3.579722,7.020655,-0.057062,2.576617,12.582039,-0.056394,0.321286,0.029656,0.096618,0.322791,1,approach0
29.802,-3.546166,7.020301,-0.054039,2.609656,12.581738,-0.053200,0.345735,0.031703,0.095988,0.347334,1,approach0
29.904,-3.510388,7.020055,-0.050780,2.645226,12.581540,-0.049683,0.370312,0.034682,0.098023,0.372098,1,approach0
30.006,-3.472075,7.019937,-0.047259,2.674581,12.587841,-0.048218,0.393399,0.036695,0.097629,0.395282,1,approach0
30.106,-3.431232,7.019931,-0.043561,2.715491,12.587822,-0.044373,0.417979,0.037804,0.094684,0.419859,1,approach0
30.206,-3.387921,7.020028,-0.039755,2.758675,12.587910,-0.040333,0.442521,0.037706,0.089230,0.444289,1,approach0
30.308,-3.342223,7.020236,-0.035882,2.804391,12.588117,-0.036209,0.467235,0.038403,0.086089,0.468972,1,approach0
30.410,-3.294055,7.020559,-0.031967,2.852698,12.588453,-0.032060,0.491945,0.038054,0.081044,0.493565,1,approach0
30.510,-3.243386,7.020990,-0.028064,2.903290,12.588911,-0.027960,0.516702,0.035820,0.072662,0.518069,1,approach0
30.610,-3.190361,7.021512,-0.024254,2.956602,12.589472,-0.023911,0.541494,0.032873,0.063658,0.542593,1,approach0
30.712,-3.135006,7.021986,-0.020814,3.012169,12.590002,-0.020163,0.566367,0.026536,0.049156,0.567052,1,approach0
30.814,-3.077377,7.022110,-0.018323,3.070364,12.590195,-0.017287,0.600000,0.005164,0.022150,0.593059,1,approach0
30.916,-3.017671,7.021679,-0.017079,3.130444,12.589879,-0.015768,0.600000,0.003544,0.007077,0.600015,1,approach0
31.016,-2.957677,7.021202,-0.016046,3.169679,12.586470,-0.035922,0.600000,0.016287,0.016913,0.600086,1,approach0
31.116,-2.897682,7.020988,-0.014623,3.229942,12.585095,-0.034312,0.600000,0.018939,0.033878,0.600344,1,approach0
31.218,-2.837707,7.021020,-0.012908,3.290204,12.583990,-0.032219,0.600000,0.017402,0.031536,0.600298,1,approach0
31.320,-2.777699,7.021110,-0.011274,3.350472,12.582970,-0.030304,0.600000,0.015966,0.027933,0.600234,1,approach0
31.420,-2.717693,7.021251,-0.009731,3.410744,12.582019,-0.028425,0.600000,0.014569,0.026503,0.600211,1,approach0
31.520,-2.657688,7.021439,-0.008274,3.471021,12.581132,-0.026821,0.600000,0.014715,0.026664,0.600213,1,approach0
31.622,-2.597685,7.021641,-0.006957,3.510371,12.589272,0.000164,0.600000,-0.004948,-0.008659,0.600022,1,approach0
31.724,-2.537690,7.021382,-0.006674,3.570667,12.589488,0.000677,0.600000,-0.010845,-0.018976,0.600108,1,approach0
31.826,-2.477756,7.020782,-0.007054,3.643114,12.589340,0.000446,0.600000,-0.011157,-0.019522,0.600114,1,approach0
31.926,-2.417813,7.020129,-0.007488,3.703417,12.589188,0.000312,0.600000,-0.011457,-0.020047,0.600121,1,approach0
32.026,-2.357858,7.019429,-0.007962,3.758550,12.586813,-0.004247,0.600000,-0.011760,-0.020576,0.600127,1,approach0
32.126,-2.297867,7.018705,-0.008425,3.797741,12.576552,-0.021510,0.600000,0.005457,0.009549,0.600027,1,approach0
32.228,-2.237833,7.018345,-0.008138,3.858036,12.575581,-0.020725,0.600000,0.009641,0.016870,0.600085,1,approach0
32.328,-2.177829,7.018267,-0.007364,3.918331,12.574794,-0.019758,0.600000,0.008732,0.015280,0.600070,1,approach0
32.428,-2.117826,7.018213,-0.006632,3.978629,12.574027,-0.018803,0.600000,0.007878,0.013786,0.600057,1,approach0
32.530,-2.057824,7.018181,-0.005940,4.034253,12.570520,-0.018266,0.600000,0.003555,0.006221,0.600012,1,approach0
32.630,-1.997824,7.018171,-0.005286,4.075851,12.558519,-0.019061,0.600000,0.009504,0.016630,0.600083,1,approach0
32.730,-1.937941,7.018268,-0.004503,4.136149,12.557868,-0.018054,0.600000,0.010422,0.018236,0.600100,1,approach0
32.830,-1.877938,7.018477,-0.003597,4.196447,12.557299,-0.016963,0.600000,0.009548,0.016707,0.600084,1,approach0
32.932,-1.817936,7.018715,-0.002741,4.256746,12.556777,-0.015866,0.600000,0.008621,0.015086,0.600068,1,approach0
33.032,-1.757934,7.018979,-0.001932,4.315196,12.557450,-0.015890,0.600000,0.007700,0.013475,0.600054,1,approach0
33.132,-1.697934,7.019268,-0.001167,4.368533,12.561331,-0.019060,0.600000,0.007876,0.013782,0.600057,1,approach0
33.234,-1.637933,7.019581,-0.000445,4.428833,12.560605,-0.018118,0.600000,0.007369,0.012895,0.600050,1,approach0
33.334,-1.577932,7.019916,0.000239,4.489133,12.559933,-0.017096,0.600000,0.006580,0.011515,0.600040,1,approach0
33.434,-1.517932,7.020273,0.000884,4.549435,12.559279,-0.016186,0.600000,0.005851,0.010240,0.600031,1,approach0
33.536,-1.457933,7.020649,0.001495,4.602627,12.560346,-0.013367,0.600000,0.005145,0.009003,0.600024,1,approach0
33.636,-1.397934,7.021038,0.002058,4.634362,12.567053,-0.004525,0.600000,-0.005710,-0.009993,0.600030,1,approach0
33.736,-1.337900,7.021229,0.002180,4.694670,12.566829,-0.004187,0.600000,-0.008679,-0.015187,0.600069,1,approach0
33.836,-1.277847,7.021256,0.001983,4.754978,12.566517,-0.004240,0.600000,-0.008868,-0.015517,0.600072,1,approach0
33.938,-1.217830,7.021259,0.001763,4.815286,12.566172,-0.004252,0.600000,-0.008945,-0.015653,0.600074,1,approach0
34.038,-1.157808,7.021248,0.001542,4.878767,12.566078,-0.002932,0.600000,-0.009143,-0.015999,0.600077,1,approach0
34.138,-1.097797,7.021190,0.001255,4.951712,12.567041,0.002074,0.600000,-0.013694,-0.023961,0.600172,1,approach0
34.240,-1.037788,7.020921,0.000602,5.012018,12.566836,0.001706,0.600000,-0.014807,-0.025906,0.600201,1,approach0
34.340,-0.977829,7.020542,-0.000182,5.072323,12.566572,0.001153,0.600000,-0.014588,-0.025524,0.600195,1,approach0
34.440,-0.917849,7.020113,-0.000972,5.132628,12.566272,0.000556,0.600000,-0.014341,-0.025092,0.600189,1,approach0
34.542,-0.857857,7.019644,-0.001747,5.191450,12.561927,-0.002212,0.600000,-0.014056,-0.024593,0.600181,1,approach0
34.642,-0.797852,7.019158,-0.002466,5.245624,12.544890,-0.011751,0.600000,0.001537,0.002690,0.600002,1,approach0
