t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
21.732,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
21.834,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
21.934,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.034,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.136,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.238,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.340,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.440,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.540,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.642,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.744,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.844,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
22.944,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
23.046,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
23.148,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
23.248,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
23.348,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
23.450,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.007822,0.000000,0.000000,nan,nan,0,stage
23.552,-4.499978,7.000000,0.000001,1.584770,12.576859,-0.007822,-0.025000,-0.019537,0.687144,-0.032339,0,stage
23.654,-4.498018,7.000004,0.000008,1.581547,12.576691,-0.007700,-0.050270,-0.020328,0.401521,-0.054613,0,stage
23.754,-4.498068,6.999683,-0.000635,1.576136,12.575964,-0.007944,-0.067503,-0.023836,0.355047,-0.071993,0,stage
23.854,-4.504403,6.998698,-0.002626,1.569020,12.574838,-0.009708,-0.079757,-0.039637,0.480950,-0.089963,0,stage
23.956,-4.511188,6.997380,-0.005314,1.560536,12.573219,-0.011987,-0.057831,-0.030444,0.504956,-0.066077,0,stage
24.058,-4.516896,6.996564,-0.007019,1.554090,12.571860,-0.014199,-0.047043,-0.035696,0.672740,-0.060148,0,stage
24.158,-4.519662,6.996060,-0.008067,1.549471,12.570557,-0.014957,-0.026040,-0.017463,0.613521,-0.031848,0,stage
24.258,-4.521647,6.995595,-0.009032,1.546803,12.569737,-0.016077,-0.004804,-0.023911,1.091018,0.000000,0,stage
24.360,-4.520536,6.995586,-0.009029,1.546920,12.569795,-0.015877,0.016944,-0.010266,-0.566583,0.020082,0,stage
24.462,-4.523056,6.995604,-0.009039,1.548996,12.570428,-0.015509,0.042082,-0.009200,-0.225638,0.043177,0,stage
24.564,-4.527725,6.995636,-0.009059,1.553131,12.571249,-0.015061,0.061771,-0.009767,-0.164521,0.062617,0,stage
24.664,-4.530660,6.995661,-0.009062,1.558205,12.571837,-0.014675,0.026803,0.025050,0.775960,0.037553,0,stage
24.764,-4.529566,6.995656,-0.009052,1.561476,12.572453,-0.014358,0.010021,0.025334,1.210540,0.028426,0,stage
24.866,-4.523769,6.995610,-0.009038,1.563330,12.572979,-0.013947,0.000022,0.027108,1.210540,0.000000,1,stage
24.968,-4.518163,6.995568,-0.009022,1.562047,12.572466,-0.013871,-0.023570,0.026873,-0.874877,-0.036766,1,stage
25.068,-4.518514,6.995483,-0.009199,1.558488,12.571373,-0.014070,-0.047498,0.023801,-0.484351,-0.053671,1,stage
25.168,-4.523732,6.995524,-0.009212,1.553162,12.570282,-0.014155,-0.064358,0.024220,-0.376324,-0.069200,1,stage
25.270,-4.533366,6.995609,-0.009220,1.545903,12.569549,-0.014169,-0.082521,0.024836,-0.306083,-0.086544,1,stage
25.372,-4.546850,6.995744,-0.009199,1.536612,12.569509,-0.013896,-0.099833,0.025677,-0.263771,-0.103410,1,stage
25.472,-4.563562,6.997219,-0.006523,1.525810,12.570485,-0.011020,-0.114692,0.040450,-0.354658,-0.122304,1,stage
25.572,-4.582794,7.000508,-0.000083,1.513390,12.572823,-0.004497,-0.128568,0.077957,-0.566944,-0.152413,1,stage
25.674,-4.603632,7.005102,0.009287,1.499489,12.576833,0.004942,-0.146415,0.108792,-0.662545,-0.185705,1,stage
25.776,-4.622105,7.010274,0.020156,1.484357,12.582503,0.016219,-0.155050,0.131643,-0.728091,-0.207718,1,stage
25.878,-4.637993,7.016310,0.033058,1.468350,12.588937,0.029471,-0.162072,0.148092,-0.764696,-0.224602,1,stage
25.978,-4.653792,7.022669,0.047026,1.452470,12.595860,0.043787,-0.136595,0.160499,-0.889664,-0.216929,1,stage
26.078,-4.668033,7.028914,0.061020,1.438765,12.603103,0.058328,-0.118243,0.156443,-0.946884,-0.202397,1,stage
26.180,-4.679615,7.035215,0.075161,1.426903,12.610236,0.072959,-0.097202,0.159696,-1.045451,-0.193817,1,stage
26.282,-4.688331,7.041131,0.088371,1.417270,12.617237,0.086798,-0.075944,0.147713,-1.115464,-0.172694,1,stage
26.382,-4.694933,7.046564,0.100428,1.409687,12.623889,0.099344,-0.053759,0.138871,-1.217578,-0.155409,1,stage
26.482,-4.699131,7.051229,0.110587,1.404395,12.629997,0.110133,-0.031058,0.118695,-1.310000,-0.120450,1,stage
