t,enable,ceiling,permit,mode
0.3396482467651367,0,0.6,1,2
0.6757907867431641,0,0.6,1,2
0.6800079345703125,0,0.6,1,2
0.730036735534668,0,0.6,1,2
0.7799825668334961,0,0.6,1,2
0.8300397396087646,0,0.6,1,2
0.8800075054168701,0,0.6,1,2
0.9300177097320557,0,0.6,1,2
0.9799513816833496,0,0.6,1,2
1.029994010925293,0,0.6,1,2
1.0800018310546875,0,0.6,1,2
1.1300299167633057,0,0.6,1,2
1.1799571514129639,0,0.6,1,2
1.2300190925598145,0,0.6,1,2
1.2799499034881592,0,0.6,1,2
1.3300747871398926,0,0.6,1,2
1.379944086074829,0,0.6,1,2
1.4301509857177734,0,0.6,1,2
1.4799420833587646,0,0.6,1,2
1.5303716659545898,0,0.6,1,2
1.5800275802612305,0,0.6,1,2
1.6301522254943848,0,0.6,1,2
1.6799561977386475,0,0.6,1,2
1.7300899028778076,0,0.6,1,2
1.7799887657165527,0,0.6,1,2
1.8300087451934814,0,0.6,1,2
1.8799817562103271,0,0.6,1,2
1.9299941062927246,0,0.6,1,2
1.979980707168579,0,0.6,1,2
2.0300188064575195,0,0.6,1,2
2.079965114593506,0,0.6,1,2
2.130124092102051,0,0.6,1,2
2.1799683570861816,0,0.6,1,2
2.230074405670166,0,0.6,1,2
2.2799463272094727,0,0.6,1,2
2.3300955295562744,0,0.6,1,2
2.380066394805908,0,0.6,1,2
2.4300568103790283,0,0.6,1,2
2.479973554611206,0,0.6,1,2
2.530027389526367,0,0.6,1,2
2.5799753665924072,0,0.6,1,2
2.6302661895751953,0,0.6,1,2
2.6799824237823486,0,0.6,1,2
2.7299811840057373,0,0.6,1,2
2.7799932956695557,0,0.6,1,2
2.8301291465759277,0,0.6,1,2
2.8800549507141113,0,0.6,1,2
2.9300148487091064,0,0.6,1,2
2.979959011077881,0,0.6,1,2
3.030022382736206,0,0.6,1,2
3.0799503326416016,0,0.6,1,2
3.1300876140594482,0,0.6,1,2
3.18000864982605,0,0.6,1,2
3.23007869720459,0,0.6,1,2
3.27994704246521,0,0.6,1,2
3.329998016357422,0,0.6,1,2
3.3799681663513184,0,0.6,1,2
3.430018186569214,0,0.6,1,2
3.4799399375915527,0,0.6,1,2
3.5299816131591797,0,0.6,1,2
3.5799548625946045,0,0.6,1,2
3.6300418376922607,0,0.6,1,2
3.6800479888916016,0,0.6,1,2
3.7301383018493652,0,0.6,1,2
3.77996826171875,0,0.6,1,2
3.8300044536590576,0,0.6,1,2
3.8799877166748047,0,0.6,1,2
3.9300496578216553,0,0.6,1,2
3.980034828186035,0,0.6,1,2
4.030047416687012,0,0.6,1,2
4.080014228820801,0,0.6,1,2
4.130035638809204,0,0.6,1,2
4.17999267578125,0,0.6,1,2
4.230025291442871,0,0.6,1,2
4.279991865158081,0,0.6,1,2
4.3300580978393555,0,0.6,1,2
4.379971742630005,0,0.6,1,2
4.430066347122192,0,0.6,1,2
4.479953289031982,0,0.6,1,2
4.530054569244385,0,0.6,1,2
4.579996347427368,0,0.6,1,2
4.630050182342529,0,0.6,1,2
4.679950475692749,0,0.6,1,2
4.729998826980591,0,0.6,1,2
4.7799906730651855,0,0.6,1,2
4.830181121826172,0,0.6,1,2
4.880060911178589,0,0.6,1,2
4.930058717727661,0,0.6,1,2
4.9799559116363525,0,0.6,1,2
5.030011415481567,0,0.6,1,2
5.079987049102783,0,0.6,1,2
5.130008935928345,0,0.6,1,2
5.179986000061035,0,0.6,1,2
5.2299957275390625,0,0.6,1,2
5.28003454208374,0,0.6,1,2
5.330038547515869,0,0.6,1,2
5.38008975982666,0,0.6,1,2
5.4300758838653564,0,0.6,1,2
5.479992389678955,0,0.6,1,2
5.530076026916504,0,0.6,1,2
5.579967260360718,0,0.6,1,2
5.6300506591796875,0,0.6,1,2
5.679970741271973,0,0.6,1,2
5.730029344558716,0,0.6,1,2
5.780118942260742,0,0.6,1,2
5.830034971237183,0,0.6,1,2
5.8799567222595215,0,0.6,1,2
5.9300572872161865,0,0.6,1,2
5.98002028465271,0,0.6,1,2
6.0300209522247314,0,0.6,1,2
6.0799760818481445,0,0.6,1,2
6.1301093101501465,0,0.6,1,2
6.179997205734253,0,0.6,1,2
6.230062007904053,0,0.6,1,2
6.279958009719849,0,0.6,1,2
6.3299946784973145,0,0.6,1,2
6.379947662353516,0,0.6,1,2
6.430023431777954,0,0.6,1,2
6.479956150054932,0,0.6,1,2
6.530092239379883,0,0.6,1,2
6.580021381378174,0,0.6,1,2
6.630115747451782,0,0.6,1,2
6.680041790008545,0,0.6,1,2
6.730007171630859,0,0.6,1,2
6.779975175857544,0,0.6,1,2
6.8301074504852295,0,0.6,1,2
6.879987001419067,0,0.6,1,2
6.930105447769165,0,0.6,1,2
6.979936122894287,0,0.6,1,2
7.030012130737305,0,0.6,1,2
7.080004453659058,0,0.6,1,2
7.130067825317383,0,0.6,1,2
7.179960012435913,0,0.6,1,2
7.230165481567383,0,0.6,1,2
7.279959678649902,0,0.6,1,2
7.330083608627319,0,0.6,1,2
7.379962682723999,0,0.6,1,2
7.430014371871948,0,0.6,1,2
7.480008125305176,0,0.6,1,2
7.530113697052002,0,0.6,1,2
7.580000162124634,0,0.6,1,2
7.630167007446289,0,0.6,1,2
7.679968357086182,0,0.6,1,2
7.730038166046143,0,0.6,1,2
7.780032396316528,0,0.6,1,2
7.830026626586914,0,0.6,1,2
7.880017042160034,0,0.6,1,2
7.930146217346191,0,0.6,1,2
7.979992866516113,0,0.6,1,2
8.030195474624634,0,0.6,1,2
8.079957723617554,0,0.6,1,2
8.129993438720703,0,0.6,1,2
8.180001497268677,0,0.6,1,2
8.230153799057007,0,0.6,1,2
8.28012990951538,0,0.6,1,2
8.33006739616394,0,0.6,1,2
8.379988670349121,0,0.6,1,2
8.430044174194336,0,0.6,1,2
8.47999906539917,0,0.6,1,2
8.530022859573364,0,0.6,1,2
8.57995080947876,0,0.6,1,2
