t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals
59.216,-3.000000,-5.500000,-0.000000,2.985783,0.065378,-0.007690,0.000000,0.000000,nan,nan,0
59.316,-2.999994,-5.499957,0.000086,2.986541,0.065353,-0.007629,0.033856,-0.005603,-0.281236,0.026022,0
59.416,-2.999290,-5.500013,-0.000026,2.989781,0.065116,-0.007453,0.056824,-0.006580,-0.057464,0.044956,0
59.516,-2.994166,-5.500272,-0.000542,2.995403,0.064762,-0.007754,0.079783,-0.010790,-0.150124,0.065251,0
59.616,-2.986314,-5.500822,-0.001623,3.003357,0.064177,-0.008575,0.102703,-0.015057,-0.121414,0.089542,0
59.718,-2.976347,-5.501498,-0.002932,3.013487,0.063395,-0.009605,0.125507,-0.017746,-0.144025,0.112971,0
59.818,-2.963876,-5.502425,-0.004689,3.026004,0.062387,-0.011051,0.149858,-0.023163,-0.157966,0.137748,0
59.918,-2.949233,-5.503592,-0.006852,3.040869,0.061088,-0.013076,0.172744,-0.028958,-0.173617,0.161409,0
60.020,-2.932026,-5.505119,-0.009621,3.058036,0.059474,-0.015578,0.195265,-0.033037,-0.175818,0.198323,0
60.120,-2.912580,-5.506909,-0.012760,3.077594,0.057579,-0.018434,0.219610,-0.035538,-0.168309,0.222757,0
60.220,-2.890636,-5.508981,-0.016267,3.099477,0.055415,-0.021617,0.242509,-0.039631,-0.169935,0.246053,0
60.322,-2.866501,-5.511327,-0.020083,3.123722,0.052952,-0.025173,0.266934,-0.040479,-0.157901,0.270296,0
60.422,-2.839901,-5.513995,-0.024241,3.150327,0.050177,-0.029005,0.291276,-0.042229,-0.151068,0.294632,0
60.522,-2.810932,-5.516940,-0.028600,3.179357,0.047115,-0.033088,0.316018,-0.045730,-0.150790,0.319645,0
60.622,-2.779462,-5.520203,-0.033180,3.210725,0.043755,-0.037472,0.339153,-0.048476,-0.148967,0.342951,0
60.724,-2.745657,-5.523788,-0.037944,3.244516,0.040064,-0.041962,0.363809,-0.049090,-0.140743,0.367442,0
60.824,-2.709418,-5.527715,-0.042866,3.280690,0.036041,-0.046621,0.387085,-0.051093,-0.137717,0.390785,0
