t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
46.310,-1.932613,6.903516,-0.039903,4.170117,12.399521,-0.076066,0.000000,0.000000,-0.049136,0.000000,0,approach0
46.410,-1.933034,6.903530,-0.039909,4.171215,12.399451,-0.076175,0.032090,0.002957,0.096442,0.032240,0,approach0
46.510,-1.929358,6.903444,-0.039786,4.175024,12.399227,-0.076202,0.056987,0.003203,0.058940,0.057086,0,approach0
46.612,-1.923165,6.903299,-0.039585,4.181190,12.398860,-0.076236,0.080149,0.004262,0.055782,0.080274,0,approach0
46.712,-1.914680,6.903098,-0.039318,4.189592,12.398356,-0.076175,0.103315,0.003455,0.035096,0.103379,0,approach0
46.812,-1.903817,6.902839,-0.038985,4.200350,12.397710,-0.076009,0.126474,0.005927,0.049165,0.126627,0,approach0
46.912,-1.890653,6.902527,-0.038587,4.213354,12.396930,-0.075822,0.149725,0.005781,0.040518,0.149848,0,approach0
47.014,-1.875200,6.902161,-0.038134,4.228747,12.396000,-0.075636,0.172783,0.006619,0.040202,0.172923,0,approach0
47.114,-1.857340,6.901737,-0.037629,4.246496,12.394920,-0.075356,0.197477,0.008080,0.042933,0.197659,0,approach0
47.214,-1.837082,6.901260,-0.037068,4.266638,12.393699,-0.074942,0.220734,0.009537,0.045333,0.220961,0,approach0
47.316,-1.814420,6.900731,-0.036460,4.289214,12.392323,-0.074532,0.245234,0.010782,0.046132,0.245496,0,approach0
47.416,-1.789349,6.900148,-0.035813,4.314145,12.390812,-0.074107,0.269920,0.010923,0.042465,0.270163,0,approach0
47.516,-1.761803,6.899509,-0.035136,4.341656,12.389134,-0.073719,0.294722,0.010431,0.037146,0.294925,0,approach0
47.618,-1.731741,6.898813,-0.034436,4.371607,12.387302,-0.073223,0.319322,0.012060,0.039634,0.319573,0,approach0
47.718,-1.699229,6.898064,-0.033718,4.403963,12.385317,-0.072800,0.345549,0.012181,0.036997,0.345785,0,approach0
47.818,-1.664193,6.897259,-0.032995,4.438981,12.383158,-0.072311,0.368905,0.013315,0.037880,0.369170,0,approach0
47.918,-1.626654,6.896398,-0.032266,4.476445,12.380845,-0.071760,0.393607,0.015464,0.041230,0.393941,0,approach0
48.020,-1.586688,6.895488,-0.031536,4.516361,12.378379,-0.071282,0.419739,0.016158,0.040397,0.420082,0,approach0
48.120,-1.544212,6.894523,-0.030816,4.558677,12.375761,-0.070771,0.444439,0.018415,0.043478,0.444859,0,approach0
48.220,-1.499144,6.893510,-0.030097,4.603706,12.372978,-0.070145,0.470571,0.022102,0.049276,0.471143,0,approach0
48.322,-1.451462,6.892456,-0.029369,4.651319,12.370042,-0.069656,0.496794,0.024301,0.051317,0.497449,0,approach0
48.422,-1.401148,6.891365,-0.028633,4.701519,12.366956,-0.069117,0.521306,0.028527,0.057394,0.522166,0,approach0
48.522,-1.348436,6.890254,-0.027876,4.754301,12.363741,-0.068590,0.541075,0.028499,0.055249,0.541901,0,approach0
48.624,-1.293857,6.889131,-0.027119,4.793225,12.374079,-0.059447,0.557407,0.027549,0.051848,0.558157,0,approach0
48.724,-1.237737,6.888002,-0.026375,4.849478,12.371157,-0.058924,0.570112,0.028092,0.051692,0.570874,0,approach0
48.824,-1.180400,6.886871,-0.025653,4.906849,12.368191,-0.058476,0.580217,0.027589,0.049885,0.580940,0,approach0
48.924,-1.122187,6.885744,-0.024959,4.965149,12.365176,-0.057996,0.587200,0.028806,0.051464,0.587979,0,approach0
49.026,-1.063274,6.884625,-0.024294,5.036188,12.361530,-0.057541,0.591853,0.027816,0.049307,0.592573,0,approach0
49.126,-1.003841,6.883517,-0.023661,5.095789,12.358458,-0.057133,0.597672,0.027321,0.047960,0.598360,0,approach0
49.226,-0.944006,6.882421,-0.023058,5.154921,12.354915,-0.057413,0.600134,0.027305,0.047737,0.600818,0,approach0
49.328,-0.883807,6.881336,-0.022486,5.210993,12.349767,-0.059637,0.603797,0.027505,0.047795,0.604487,0,approach0
49.428,-0.823360,6.880265,-0.021942,5.271693,12.346465,-0.059263,0.605128,0.028090,0.048702,0.605846,0,approach0
49.528,-0.762717,6.879207,-0.021428,5.332583,12.343174,-0.058907,0.607600,0.027684,0.047804,0.608295,0,approach0
49.630,-0.701835,6.878161,-0.020940,5.393593,12.339865,-0.058623,0.608881,0.027130,0.046751,0.609547,0,approach0
49.730,-0.640825,6.877128,-0.020479,5.450042,12.341434,-0.055234,0.610159,0.027263,0.046881,0.610830,0,approach0
49.830,-0.579690,6.876108,-0.020042,5.491569,12.358638,-0.042674,0.611062,0.025988,0.044625,0.611671,0,approach0
49.932,-0.518532,6.875101,-0.019629,5.553061,12.356273,-0.042466,0.612280,0.026331,0.045124,0.612904,0,approach0
50.032,-0.457244,6.874105,-0.019239,5.614613,12.353888,-0.042329,0.613687,0.025816,0.044142,0.614285,0,approach0
50.132,-0.395819,6.873118,-0.018870,5.676347,12.351504,-0.042161,0.614020,0.025316,0.043264,0.614595,0,approach0
50.232,-0.334301,6.872143,-0.018521,5.736233,12.351219,-0.041088,0.615446,0.025699,0.043816,0.616038,0,approach0
50.334,-0.272695,6.871176,-0.018192,5.790728,12.357463,-0.037604,0.616900,0.025283,0.043006,0.617471,0,approach0
50.434,-0.210953,6.870219,-0.017880,5.852662,12.355320,-0.037522,0.617136,0.024579,0.041794,0.617675,0,approach0
50.534,-0.149184,6.869271,-0.017586,5.914781,12.353171,-0.037471,0.618274,0.024239,0.041141,0.618798,0,approach0
50.636,-0.087305,6.868330,-0.017307,5.976900,12.351023,-0.037457,0.618663,0.023645,0.040109,0.619161,0,approach0
50.736,-0.025394,6.867398,-0.017044,6.033354,12.349976,-0.038315,0.618932,0.024173,0.040986,0.619453,0,approach0
50.836,0.036614,6.866473,-0.016796,6.072466,12.351925,-0.042212,0.620289,0.024399,0.041278,0.620818,0,approach0
50.938,0.098767,6.865554,-0.016561,6.134941,12.349464,-0.042175,0.622012,0.023347,0.039390,0.622495,0,approach0
51.038,0.161086,6.864640,-0.016338,6.197485,12.346961,-0.042200,0.623685,0.023751,0.039965,0.624184,0,approach0
51.138,0.223497,6.863732,-0.016128,6.260147,12.344451,-0.042249,0.616395,0.023177,0.039461,0.616876,0,approach0
51.238,0.284869,6.862848,-0.015929,6.320662,12.339114,-0.043699,0.600561,0.022446,0.039223,0.601023,0,approach0
51.340,0.344358,6.862004,-0.015732,6.376364,12.324800,-0.049571,0.572049,0.016672,0.033794,0.581443,0,approach0
51.440,0.402008,6.861195,-0.015547,6.433978,12.322068,-0.049597,0.551960,0.014072,0.027215,0.561327,0,approach0
51.540,0.457654,6.860424,-0.015367,6.489559,12.319421,-0.049626,0.531867,-0.006354,-0.012925,0.539643,0,approach0
51.642,0.511176,6.859613,-0.015346,6.543109,12.316798,-0.049771,0.511794,0.011372,-0.011300,0.520989,0,approach0
51.742,0.562780,6.858857,-0.015277,6.601103,12.314331,-0.050939,0.491703,0.013411,0.026836,0.499614,0,approach0
51.842,0.612338,6.858166,-0.015150,6.676187,12.311799,-0.055217,0.470181,0.015618,0.031495,0.479484,0,approach0
51.944,0.659795,6.857524,-0.015004,6.723625,12.309279,-0.055321,0.450007,0.017941,0.038773,0.459611,0,approach0
52.044,0.705269,6.856929,-0.014836,6.769033,12.306887,-0.055336,0.429923,0.021513,0.047483,0.438145,0,approach0
52.144,0.748714,6.856392,-0.014630,6.812292,12.304620,-0.055377,0.409523,0.022661,0.058932,0.418197,0,approach0
52.246,0.790202,6.855919,-0.014373,6.862897,12.305726,-0.048915,0.393342,0.023831,0.063530,0.394138,0,approach0
52.346,0.829950,6.855494,-0.014091,6.903516,12.309859,-0.039229,0.378138,0.024459,0.066428,0.384324,0,approach0
52.446,0.868137,6.855116,-0.013784,6.941427,12.308564,-0.039177,0.363273,0.024328,0.069109,0.370913,0,approach0
52.546,0.904912,6.854774,-0.013465,6.977875,12.307324,-0.039060,0.343355,0.012728,0.038904,0.343615,0,approach0
52.648,0.939955,6.854466,-0.013149,7.012231,12.306158,-0.038986,0.323508,0.000101,0.000327,0.323508,0,approach0
52.748,0.972675,6.854171,-0.012886,7.037866,12.314752,-0.035078,0.301805,0.000110,0.000382,0.301805,0,approach0
52.848,1.003271,6.853900,-0.012648,7.057675,12.328578,-0.029286,0.280200,-0.000938,-0.003514,0.280202,0,approach0
52.950,1.031708,6.853647,-0.012440,7.085568,12.327882,-0.029355,0.258595,-0.000910,-0.003695,0.258596,0,approach0
53.050,1.057977,6.853412,-0.012260,7.111421,12.327237,-0.029353,0.236991,0.000114,0.000504,0.236991,0,approach0
53.150,1.082072,6.853199,-0.012100,7.134875,12.326645,-0.029394,0.213943,0.000060,0.000296,0.213943,0,approach0
53.252,1.113927,6.852919,-0.011894,7.156174,12.326097,-0.029416,0.192343,-0.000223,-0.001215,0.192343,0,approach0
53.352,1.132487,6.852758,-0.011779,7.171716,12.324808,-0.030436,0.169205,-0.000363,-0.002254,0.169206,0,approach0
53.452,1.148721,6.852615,-0.011683,7.183356,12.323134,-0.031993,0.147600,-0.000386,-0.002749,0.147600,0,approach0
53.552,1.162717,6.852491,-0.011605,7.197812,12.322724,-0.032080,0.124457,-0.000129,-0.001085,0.124457,0,approach0
53.654,1.174444,6.852385,-0.011545,7.209984,12.322375,-0.032304,0.101315,-0.002286,-0.023683,0.101344,0,approach0
53.754,1.183846,6.852297,-0.011505,7.219816,12.322085,-0.032503,0.078176,-0.002310,-0.031021,0.078213,0,approach0
53.854,1.191012,6.852228,-0.011479,7.227482,12.321856,-0.032722,0.055043,-0.001742,-0.033227,0.055073,0,approach0
53.956,1.195934,6.852177,-0.011467,7.232760,12.321693,-0.032972,0.033344,-0.001434,-0.045127,0.033378,0,approach0
54.056,1.197849,6.852157,-0.011464,7.235278,12.321613,-0.033190,0.007425,-0.000738,-0.045127,0.000000,0,approach0
54.156,1.197849,6.852157,-0.011464,7.235280,12.321613,-0.033392,0.000000,0.000000,-0.045127,0.000000,0,approach0
54.258,1.197849,6.852157,-0.011464,7.240009,12.328449,-0.031194,0.000000,0.000000,-0.045127,0.000000,0,approach0
54.358,1.197849,6.852157,-0.011464,7.247042,12.338705,-0.027874,0.000000,0.000000,-0.045127,0.000000,0,approach0
54.458,1.197849,6.852157,-0.011464,7.247042,12.338705,-0.028031,0.000000,0.000000,-0.045127,0.000000,0,approach0
54.558,1.197849,6.852157,-0.011464,7.247028,12.338705,-0.028212,0.000000,0.000000,-0.045127,0.000000,0,approach0
54.660,1.197849,6.852157,-0.011464,7.246955,12.338707,-0.028212,0.000000,0.000000,-0.045127,0.000000,0,approach0
54.760,1.197849,6.852157,-0.011464,7.246891,12.338709,-0.028212,0.000000,0.000000,-0.045127,0.000000,0,approach0
54.860,1.197849,6.852157,-0.011464,7.246835,12.338710,-0.028212,0.000000,0.000000,-0.045127,0.000000,0,approach0
54.962,1.197849,6.852157,-0.011464,7.246785,12.338711,-0.028212,0.000000,0.000000,-0.045127,0.000000,0,approach0
55.062,1.197849,6.852157,-0.011464,7.246741,12.338713,-0.028212,0.000000,0.000000,-0.045127,0.000000,0,approach0
55.162,1.197849,6.852157,-0.011464,7.246702,12.338714,-0.028212,0.000000,0.000000,-0.045127,0.000000,0,approach0
55.264,1.197849,6.852157,-0.011464,7.246668,12.338714,-0.028212,0.000000,0.000000,-0.045127,0.000000,0,approach0
