t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
40.764,-3.735875,7.024983,-0.129986,2.373715,12.571187,-0.117746,0.024980,0.005593,-0.568436,0.000000,2,approach0
40.864,-3.735592,7.024699,-0.130475,2.375221,12.570540,-0.117954,0.039138,0.001995,0.138189,0.031447,2,approach0
40.964,-3.734533,7.023711,-0.132156,2.378650,12.569368,-0.119168,0.059781,-0.008316,-0.068280,0.053455,2,approach0
41.066,-3.731092,7.022082,-0.134469,2.385873,12.567586,-0.121468,0.084034,-0.014914,-0.184238,0.085481,2,approach0
41.166,-3.723343,7.020205,-0.136099,2.394446,12.565777,-0.122888,0.106526,-0.009263,-0.091052,0.106969,2,approach0
41.266,-3.714402,7.018137,-0.137755,2.405383,12.563877,-0.124215,0.130465,-0.008387,-0.067395,0.130762,2,approach0
41.368,-3.702187,7.016014,-0.138594,2.418696,12.561811,-0.124816,0.154048,-0.001767,-0.012042,0.154059,2,approach0
41.468,-3.688871,7.014043,-0.138816,2.434455,12.559781,-0.124778,0.177487,0.004977,0.029435,0.177564,2,approach0
41.568,-3.672683,7.011905,-0.138571,2.452697,12.557866,-0.124173,0.203576,0.010248,0.052809,0.203860,2,approach0
41.670,-3.653114,7.009736,-0.137482,2.473275,12.556005,-0.122779,0.226517,0.018299,0.084622,0.227330,2,approach0
41.770,-3.631815,7.007729,-0.135655,2.496405,12.554298,-0.120630,0.250650,0.025051,0.104557,0.252027,2,approach0
41.870,-3.607422,7.005857,-0.132834,2.521955,12.552788,-0.117502,0.275933,0.034505,0.130556,0.278302,2,approach0
41.970,-3.580942,7.004258,-0.129084,2.549953,12.551599,-0.113382,0.299505,0.043220,0.150377,0.302924,2,approach0
42.072,-3.551543,7.002907,-0.124328,2.580339,12.550732,-0.108312,0.324396,0.051572,0.165403,0.328884,2,approach0
42.172,-3.519564,7.001804,-0.118758,2.613349,12.550165,-0.102505,0.348001,0.058947,0.176016,0.353462,2,approach0
42.272,-3.484965,7.000948,-0.112472,2.648707,12.549898,-0.095877,0.373167,0.066166,0.184068,0.379579,2,approach0
42.374,-3.447729,7.000375,-0.105503,2.686649,12.549973,-0.088614,0.398491,0.071374,0.185895,0.405477,2,approach0
42.474,-3.407775,7.000059,-0.098011,2.727077,12.550352,-0.080907,0.422725,0.075153,0.184548,0.430027,2,approach0
42.574,-3.365262,6.999989,-0.090157,2.770011,12.551029,-0.072783,0.447145,0.077963,0.181070,0.454577,2,approach0
42.676,-3.320198,7.000169,-0.082041,2.815467,12.552013,-0.064389,0.473251,0.078472,0.172378,0.480370,2,approach0
42.776,-3.272534,7.000610,-0.073740,2.863331,12.553312,-0.055831,0.498043,0.077327,0.161603,0.504618,2,approach0
42.876,-3.222380,7.001349,-0.065390,2.913848,12.554940,-0.047259,0.522918,0.073354,0.146241,0.528560,2,approach0
42.976,-3.169809,7.002373,-0.057013,2.966727,12.556908,-0.038666,0.547909,0.066503,0.126761,0.552340,2,approach0
43.078,-3.114920,7.003668,-0.048661,3.021783,12.559222,-0.030058,0.564195,0.062382,0.115579,0.567984,2,approach0
43.178,-3.058454,7.005232,-0.040498,3.055331,12.551248,-0.037483,0.575660,0.060439,0.109797,0.579148,2,approach0
43.278,-3.000858,7.007074,-0.032622,3.097582,12.545589,-0.039861,0.587029,0.058009,0.103388,0.590180,2,approach0
43.380,-2.942258,7.009187,-0.025046,3.156507,12.547282,-0.032034,0.592581,0.055202,0.097503,0.595409,2,approach0
43.480,-2.883115,7.011538,-0.017805,3.215959,12.549247,-0.024577,0.596216,0.051352,0.090191,0.598649,2,approach0
43.580,-2.823637,7.014121,-0.010927,3.275694,12.551460,-0.017407,0.598276,0.049100,0.085961,0.600493,2,approach0
43.682,-2.763941,7.016922,-0.004406,3.335641,12.553910,-0.010701,0.599502,0.045268,0.079119,0.601383,2,approach0
43.782,-2.704118,7.019926,0.001764,3.394054,12.561832,0.002079,0.600675,0.040260,0.070261,0.602160,2,approach0
43.882,-2.644222,7.023122,0.007599,3.453117,12.568847,0.012390,0.601985,0.036699,0.063924,0.603217,2,approach0
43.984,-2.584222,7.026504,0.013112,3.513338,12.572554,0.018110,0.602264,0.033639,0.058581,0.603299,2,approach0
44.084,-2.524188,7.030054,0.018326,3.573628,12.576450,0.023583,0.602514,0.031591,0.054998,0.603427,2,approach0
44.184,-2.464130,7.033765,0.023252,3.633991,12.580530,0.028726,0.602803,0.028226,0.049127,0.603531,2,approach0
44.284,-2.404058,7.037627,0.027904,3.697303,12.588982,0.037030,0.602936,0.024844,0.043238,0.603500,2,approach0
44.386,-2.343938,7.041635,0.032300,3.771630,12.597502,0.044786,0.604305,0.022299,0.038725,0.604758,2,approach0
44.486,-2.283725,7.045784,0.036457,3.832103,12.602444,0.049158,0.605671,0.021370,0.037031,0.606086,2,approach0
44.586,-2.223391,7.050070,0.040389,3.892708,12.607527,0.053276,0.605944,0.018861,0.032671,0.606267,2,approach0
44.688,-2.163023,7.054480,0.044104,3.953364,12.612759,0.057163,0.606108,0.016174,0.028013,0.606346,2,approach0
44.788,-2.102606,7.059012,0.047606,4.020415,12.600139,0.040973,0.607457,0.013918,0.024053,0.607632,2,approach0
44.888,-2.042111,7.063662,0.050911,4.082682,12.599615,0.039442,0.606862,0.011106,0.019213,0.606974,2,approach0
44.990,-1.981694,7.068400,0.054039,4.143338,12.603695,0.042759,0.605996,0.010707,0.018550,0.606101,2,approach0
45.090,-1.921337,7.073231,0.056989,4.203999,12.607880,0.045857,0.607216,0.007237,0.012513,0.607264,2,approach0
45.190,-1.860921,7.078161,0.059771,4.264836,12.612177,0.048852,0.606264,0.007247,0.012551,0.606312,2,approach0
45.290,-1.800504,7.083177,0.062399,4.319499,12.609703,0.044431,0.607503,0.003999,0.006912,0.607517,2,approach0
45.392,-1.740014,7.088277,0.064887,4.378808,12.611929,0.045323,0.607348,0.003381,0.005846,0.607358,2,approach0
45.492,-1.679536,7.093454,0.067235,4.439683,12.615965,0.047836,0.607454,0.001363,0.002355,0.607456,2,approach0
45.592,-1.619050,7.098705,0.069451,4.500557,12.620089,0.050362,0.607612,0.001723,0.002977,0.607614,2,approach0
45.694,-1.558551,7.104025,0.071544,4.561428,12.624307,0.052652,0.607692,-0.000661,-0.001141,0.607693,2,approach0
45.794,-1.498046,7.109412,0.073520,4.613376,12.615389,0.042291,0.607799,-0.001412,-0.002439,0.607801,2,approach0
45.894,-1.437545,7.114859,0.075385,4.671997,12.615497,0.041191,0.607341,-0.002125,-0.003674,0.607345,2,approach0
45.996,-1.377078,7.120363,0.077140,4.732923,12.618978,0.043140,0.607129,-0.004075,-0.007047,0.607144,2,approach0
46.096,-1.316631,7.125924,0.078789,4.793848,12.622533,0.045058,0.607297,-0.004353,-0.007526,0.607314,2,approach0
