t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
46.782,-1.951632,6.854967,-0.061472,4.122004,12.392587,-0.092987,0.000000,0.000000,-0.081336,0.000000,0,approach0
46.882,-1.950669,6.854890,-0.061508,4.123457,12.392426,-0.093269,0.029322,0.001841,0.065819,0.029386,0,approach0
46.982,-1.946963,6.854594,-0.061643,4.127302,12.391998,-0.093703,0.053901,0.000309,0.006022,0.053902,0,approach0
47.084,-1.940970,6.854113,-0.061862,4.133229,12.391335,-0.094149,0.075623,-0.000700,-0.009722,0.075626,0,approach0
47.184,-1.932602,6.853440,-0.062170,4.141722,12.390381,-0.094625,0.098681,0.000524,0.005578,0.098682,0,approach0
47.284,-1.921830,6.852571,-0.062562,4.152538,12.389160,-0.095212,0.123280,0.000199,0.001695,0.123280,0,approach0
47.386,-1.908679,6.851505,-0.063037,4.168679,12.387326,-0.096144,0.161963,-0.001391,-0.012367,0.147979,0,approach0
47.486,-1.893044,6.850233,-0.063599,4.184819,12.385487,-0.096898,0.186653,-0.000738,-0.003617,0.172663,0,approach0
47.586,-1.874951,6.848754,-0.064239,4.203414,12.383356,-0.097746,0.211450,-0.001421,-0.006290,0.197363,0,approach0
47.688,-1.854392,6.847067,-0.064952,4.224510,12.380926,-0.098721,0.236042,-0.001074,-0.005033,0.222051,0,approach0
47.788,-1.831378,6.845169,-0.065735,4.248058,12.378199,-0.099782,0.260834,-0.001412,-0.005335,0.246843,0,approach0
47.888,-1.805945,6.843061,-0.066580,4.274049,12.375173,-0.100830,0.285426,-0.001438,-0.005813,0.271436,0,approach0
47.990,-1.778026,6.840733,-0.067485,4.302551,12.371832,-0.101957,0.311654,-0.000604,-0.005022,0.297666,0,approach0
48.090,-1.747454,6.838170,-0.068448,4.333742,12.368162,-0.103143,0.337891,-0.000253,-0.000694,0.322359,0,approach0
48.190,-1.714421,6.835382,-0.069457,4.367317,12.364180,-0.104389,0.362580,0.001078,0.002138,0.348596,0,approach0
48.290,-1.678855,6.832358,-0.070502,4.403346,12.359879,-0.105618,0.384089,0.002497,0.005158,0.373290,0,approach0
48.392,-1.641004,6.829119,-0.071577,4.441813,12.355264,-0.106938,0.411872,0.003426,0.007275,0.397987,0,approach0
48.492,-1.600552,6.825638,-0.072691,4.482786,12.350310,-0.108290,0.438092,0.006888,0.011629,0.422694,0,approach0
48.592,-1.557510,6.821909,-0.073829,4.526447,12.344989,-0.109764,0.463503,0.008040,0.017019,0.448869,0,approach0
48.694,-1.511916,6.817931,-0.074985,4.572561,12.339332,-0.111146,0.484063,0.008668,0.019609,0.472541,0,approach0
48.794,-1.464157,6.813734,-0.076143,4.620809,12.333369,-0.112564,0.501991,0.009314,0.018859,0.491761,0,approach0
48.894,-1.414550,6.809345,-0.077290,4.670771,12.327153,-0.113895,0.518464,0.010660,0.021586,0.518585,0,approach0
48.996,-1.363267,6.804777,-0.078421,4.722447,12.320680,-0.115169,0.532598,0.010996,0.021675,0.532724,0,approach0
49.096,-1.310512,6.800048,-0.079527,4.758023,12.315878,-0.116147,0.544268,0.011672,0.022514,0.544405,0,approach0
49.196,-1.256527,6.795178,-0.080601,4.807894,12.309498,-0.117349,0.554602,0.010343,0.019580,0.554709,0,approach0
49.296,-1.201465,6.790181,-0.081640,4.863235,12.302460,-0.118691,0.563762,0.011032,0.020543,0.563881,0,approach0
49.398,-1.145502,6.785071,-0.082641,4.919369,12.295274,-0.119901,0.570435,0.012673,0.023323,0.570591,0,approach0
49.498,-1.088842,6.779869,-0.083602,4.976175,12.287965,-0.121118,0.575774,0.012124,0.022107,0.575914,0,approach0
49.598,-1.031587,6.774584,-0.084521,5.033704,12.280512,-0.122222,0.582364,0.012661,0.022824,0.582515,0,approach0
49.700,-0.973761,6.769216,-0.085395,5.091665,12.272977,-0.123277,0.586470,0.013157,0.023552,0.586633,0,approach0
49.800,-0.915461,6.763779,-0.086230,5.154068,12.283773,-0.112016,0.590498,0.013570,0.024125,0.590670,0,approach0
49.900,-0.856760,6.758281,-0.087028,5.213892,12.281568,-0.109958,0.593308,0.013897,0.024589,0.593488,0,approach0
50.002,-0.768019,6.749924,-0.088152,5.273236,12.274651,-0.110944,0.598614,0.013406,0.023510,0.598779,0,approach0
