utc,load1,mem_available_mb,n_processes,total_rss_mb
2026-08-07T08:58:34Z,1.95,14162.7,0,0.0
2026-08-07T08:58:36Z,1.95,13875.9,9,671.7
2026-08-07T08:58:37Z,5.23,13717.2,8,829.6
2026-08-07T08:58:39Z,5.23,13477.7,8,979.3
2026-08-07T08:58:40Z,5.23,13431.6,8,980.4
2026-08-07T08:58:42Z,4.81,13426.0,8,980.1
2026-08-07T08:58:43Z,4.81,13446.4,10,1063.2
2026-08-07T08:58:45Z,4.81,13383.8,10,1081.1
2026-08-07T08:58:46Z,4.67,13354.1,10,1081.7
2026-08-07T08:58:48Z,4.67,13353.4,10,1084.0
2026-08-07T08:58:49Z,4.67,13351.6,10,1083.8
2026-08-07T08:58:51Z,4.67,13333.3,10,1083.8
2026-08-07T08:58:52Z,4.78,13336.1,17,1362.1
2026-08-07T08:58:54Z,4.78,13132.2,17,1476.7
2026-08-07T08:58:55Z,4.78,13078.3,17,1501.1
2026-08-07T08:58:57Z,5.11,13107.6,17,1506.7
2026-08-07T08:58:58Z,5.11,13107.1,17,1506.7
2026-08-07T08:59:00Z,5.11,13107.9,17,1506.7
2026-08-07T08:59:01Z,5.19,13108.4,17,1506.7
2026-08-07T08:59:03Z,5.19,13110.8,17,1506.7
2026-08-07T08:59:04Z,5.19,13105.0,17,1558.6
2026-08-07T08:59:06Z,5.19,13081.3,17,1567.2
2026-08-07T08:59:07Z,4.85,13080.6,17,1567.2
2026-08-07T08:59:09Z,4.85,13077.5,17,1567.2
2026-08-07T08:59:10Z,4.85,13076.3,17,1567.2
2026-08-07T08:59:12Z,5.1,13074.8,17,1567.2
2026-08-07T08:59:13Z,5.1,13075.9,17,1567.2
2026-08-07T08:59:15Z,5.1,13075.3,17,1567.2
2026-08-07T08:59:16Z,5.25,13076.8,17,1567.2
2026-08-07T08:59:18Z,5.25,13078.4,17,1567.2
2026-08-07T08:59:19Z,5.25,13075.9,17,1567.2
2026-08-07T08:59:21Z,5.25,13075.8,17,1567.2
2026-08-07T08:59:22Z,5.31,13076.1,17,1567.2
2026-08-07T08:59:24Z,5.31,13075.1,17,1567.2
2026-08-07T08:59:25Z,5.31,13075.1,17,1567.2
2026-08-07T08:59:27Z,5.85,13076.8,17,1567.2
2026-08-07T08:59:28Z,5.85,13075.7,17,1567.2
2026-08-07T08:59:30Z,5.85,13075.4,17,1567.2
2026-08-07T08:59:31Z,5.54,13076.9,17,1567.2
2026-08-07T08:59:33Z,5.54,13047.1,19,1658.7
2026-08-07T08:59:34Z,5.54,13027.5,19,1660.4
2026-08-07T08:59:36Z,5.26,13023.8,19,1672.2
2026-08-07T08:59:37Z,5.26,13012.8,19,1674.8
2026-08-07T08:59:39Z,5.26,13011.8,19,1676.0
2026-08-07T08:59:40Z,5.26,13009.9,19,1676.0
2026-08-07T08:59:42Z,5.48,13016.3,19,1671.1
2026-08-07T08:59:43Z,5.48,13011.9,19,1673.2
2026-08-07T08:59:45Z,5.48,13013.6,19,1673.2
2026-08-07T08:59:46Z,5.76,13011.7,19,1673.1
2026-08-07T08:59:48Z,5.76,13014.1,19,1673.1
2026-08-07T08:59:49Z,5.76,13015.4,19,1673.4
2026-08-07T08:59:51Z,5.76,13012.6,19,1673.4
2026-08-07T08:59:52Z,5.86,13012.2,19,1673.4
2026-08-07T08:59:54Z,5.86,13014.2,19,1673.4
2026-08-07T08:59:55Z,5.86,13013.4,19,1673.4
2026-08-07T08:59:57Z,5.63,13007.1,19,1673.4
2026-08-07T08:59:58Z,5.63,13006.0,19,1673.4
2026-08-07T09:00:00Z,5.63,13002.0,19,1673.4
2026-08-07T09:00:01Z,5.58,13002.8,19,1673.4
2026-08-07T09:00:03Z,5.58,13000.8,19,1673.4
2026-08-07T09:00:05Z,5.58,13052.7,17,1575.6
