t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
25.744,-3.720328,6.969219,-0.039407,2.415704,12.521678,-0.074637,0.000000,0.000000,0.096861,0.000000,0,approach0
25.846,-3.720212,6.969215,-0.039406,2.417262,12.521677,-0.074641,0.030107,0.004228,0.146401,0.030433,0,approach0
25.946,-3.717559,6.969277,-0.039075,2.421213,12.521630,-0.074416,0.056514,0.005377,0.099564,0.056796,0,approach0
26.046,-3.712593,6.969309,-0.038625,2.427737,12.521440,-0.074116,0.078178,0.006809,0.091198,0.078504,0,approach0
26.148,-3.704664,6.969347,-0.037944,2.436493,12.521175,-0.073570,0.102975,0.008477,0.086223,0.103358,0,approach0
26.250,-3.694325,6.969389,-0.037084,2.447795,12.520820,-0.072899,0.127773,0.010745,0.088074,0.128270,0,approach0
26.350,-3.681481,6.969441,-0.036042,2.461517,12.520386,-0.071968,0.152724,0.013551,0.092895,0.153386,0,approach0
26.450,-3.666243,6.969514,-0.034824,2.477594,12.519899,-0.070916,0.176869,0.015270,0.090408,0.177595,0,approach0
26.552,-3.638698,6.969692,-0.032614,2.496425,12.519341,-0.069613,0.199942,0.016963,0.088849,0.200734,0,approach0
26.654,-3.617387,6.969849,-0.030945,2.517327,12.518735,-0.068186,0.226017,0.018689,0.086606,0.226867,0,approach0
26.754,-3.593499,6.970052,-0.029105,2.540949,12.518068,-0.066526,0.250747,0.020987,0.087658,0.251713,0,approach0
26.854,-3.567319,6.970311,-0.027114,2.566783,12.517371,-0.064796,0.273963,0.022886,0.087489,0.275015,0,approach0
26.956,-3.538538,6.970636,-0.024965,2.595241,12.516639,-0.062868,0.298488,0.024153,0.084761,0.299564,0,approach0
27.058,-3.507484,6.971049,-0.022660,2.626053,12.515899,-0.060789,0.324672,0.026684,0.086083,0.325879,0,approach0
27.160,-3.473983,6.971557,-0.020206,2.659444,12.515155,-0.058547,0.347759,0.027702,0.083447,0.348973,0,approach0
27.260,-3.437849,6.972176,-0.017600,2.695281,12.514412,-0.056196,0.372407,0.030139,0.084774,0.373749,0,approach0
27.360,-3.399260,6.972950,-0.014800,2.733789,12.513714,-0.053655,0.398681,0.033078,0.086898,0.400191,0,approach0
27.462,-3.358064,6.973917,-0.011767,2.774924,12.513104,-0.050857,0.424691,0.036084,0.088978,0.426378,0,approach0
27.564,-3.314223,6.975118,-0.008475,2.818692,12.512615,-0.047784,0.452331,0.039125,0.090573,0.454193,0,approach0
27.664,-3.267773,6.976628,-0.004831,2.865166,12.512315,-0.044422,0.478401,0.043919,0.096096,0.480618,0,approach0
27.764,-3.218634,6.978522,-0.000763,2.914205,12.512289,-0.040596,0.504362,0.048911,0.101476,0.506970,0,approach0
27.866,-3.166591,6.980846,0.003737,2.976676,12.512664,-0.035552,0.547184,0.047501,0.105903,0.534835,0,approach0
27.968,-3.111881,6.983559,0.008496,3.031782,12.513232,-0.031052,0.574882,0.049819,0.091021,0.560229,0,approach0
28.068,-3.054536,6.986527,0.013192,3.082159,12.528051,-0.018683,0.600000,0.047335,0.089708,0.588006,0,approach0
28.168,-2.994985,6.989631,0.017559,3.137107,12.538917,-0.009380,0.600000,0.026691,0.056901,0.600973,0,approach0
28.270,-2.935040,6.992261,0.020529,3.197451,12.539915,-0.006658,0.600000,0.023551,0.043116,0.600558,0,approach0
