t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
35.426,-3.537652,6.758805,-0.166815,2.529017,12.339501,-0.176623,0.024968,0.006367,0.261625,0.025848,1,approach0
35.526,-3.537292,6.758774,-0.166757,2.531561,12.339353,-0.176190,0.042623,0.009047,0.219278,0.043668,1,approach0
35.626,-3.532933,6.758585,-0.165687,2.536310,12.339110,-0.174828,0.066483,0.017610,0.271262,0.069007,1,approach0
35.728,-3.526370,6.758331,-0.164036,2.543389,12.338784,-0.172928,0.090281,0.022816,0.259381,0.093405,1,approach0
35.828,-3.517415,6.758012,-0.161759,2.552753,12.338375,-0.170306,0.112608,0.029584,0.269161,0.116814,1,approach0
35.928,-3.506226,6.757652,-0.158897,2.564498,12.337907,-0.167111,0.136419,0.035608,0.267499,0.141449,1,approach0
36.030,-3.492582,6.757263,-0.155395,2.578703,12.337395,-0.163317,0.160131,0.041153,0.263567,0.165859,1,approach0
36.130,-3.476459,6.756858,-0.151268,2.595253,12.336855,-0.158951,0.184073,0.046115,0.257223,0.190335,1,approach0
36.230,-3.457942,6.756457,-0.146566,2.614325,12.336300,-0.153914,0.208026,0.053674,0.264566,0.215525,1,approach0
36.330,-3.437101,6.756096,-0.141299,2.635741,12.335781,-0.148341,0.231840,0.058664,0.259690,0.239884,1,approach0
36.432,-3.413737,6.755795,-0.135449,2.659567,12.335312,-0.142199,0.257311,0.064053,0.255661,0.265956,1,approach0
36.532,-3.387915,6.755573,-0.129076,2.685883,12.334909,-0.135470,0.281416,0.067112,0.245360,0.290105,1,approach0
36.632,-3.359681,6.755449,-0.122242,2.714570,12.334597,-0.128387,0.304259,0.068446,0.231955,0.312632,1,approach0
36.734,-3.329066,6.755440,-0.115009,2.745634,12.334399,-0.120834,0.327096,0.073107,0.230508,0.335983,1,approach0
36.834,-3.296138,6.755569,-0.107439,2.778973,12.334327,-0.113058,0.351568,0.074386,0.218612,0.360139,1,approach0
