t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
34.036,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.136,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.236,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.336,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.438,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.538,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.638,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.740,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.840,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
34.940,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
35.042,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
35.142,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
35.242,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
35.344,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
35.444,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
35.544,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.008761,0.000000,0.000000,nan,nan,0,stage
35.644,-4.499978,7.000000,0.000001,1.583986,12.576847,-0.008782,-0.033741,-0.020556,0.674150,-0.032001,0,stage
35.746,-4.497615,7.000004,0.000008,1.578833,12.576377,-0.009218,-0.063057,-0.027583,0.443385,-0.061551,0,stage
35.846,-4.495663,6.999939,-0.000122,1.572314,12.575239,-0.010572,-0.076473,-0.033650,0.432803,-0.084241,0,stage
35.946,-4.502941,6.998540,-0.002941,1.564231,12.573665,-0.013475,-0.085433,-0.053305,0.579977,-0.102135,0,stage
36.048,-4.508957,6.997465,-0.005138,1.556122,12.571629,-0.016367,-0.059826,-0.041126,0.625212,-0.073783,0,stage
36.148,-4.514773,6.995974,-0.008195,1.550010,12.569873,-0.019627,-0.038333,-0.046762,0.907932,-0.062292,0,stage
36.248,-4.518522,6.995609,-0.008991,1.545500,12.568187,-0.020468,-0.025270,-0.026782,0.838755,-0.037807,0,stage
36.350,-4.519552,6.995151,-0.009926,1.543372,12.567237,-0.022008,-0.004187,-0.029369,0.838755,0.000000,0,stage
36.450,-4.519889,6.994995,-0.010246,1.543364,12.567236,-0.022253,0.022549,-0.020399,-0.759689,0.031100,0,stage
36.550,-4.520680,6.994991,-0.010269,1.545628,12.568107,-0.022202,0.039744,-0.020155,-0.489293,0.045027,0,stage
36.650,-4.524871,6.994984,-0.010371,1.549823,12.569186,-0.022130,0.060828,0.000769,0.013266,0.060834,0,stage
36.752,-4.529698,6.994986,-0.010467,1.555862,12.570090,-0.022145,0.081571,-0.001295,-0.016668,0.081582,0,stage
36.852,-4.530845,6.994991,-0.010481,1.564345,12.570513,-0.022163,0.104651,-0.000589,-0.005912,0.104653,0,stage
