t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
46.426,-1.933735,6.904745,-0.040505,4.112564,12.441002,-0.047224,0.024913,0.004923,0.204601,0.025444,0,approach0
46.526,-1.932702,6.904731,-0.040449,4.115804,12.441044,-0.046803,0.039943,0.004533,0.118612,0.040225,0,approach0
46.626,-1.927637,6.904839,-0.039828,4.121315,12.441136,-0.045909,0.064421,0.009990,0.161409,0.065269,0,approach0
46.726,-1.920241,6.905024,-0.038876,4.129081,12.441291,-0.044674,0.088784,0.013069,0.153345,0.089838,0,approach0
46.828,-1.910460,6.905284,-0.037607,4.139304,12.441512,-0.043126,0.113142,0.016256,0.149733,0.114422,0,approach0
46.928,-1.898217,6.905632,-0.036011,4.152014,12.441815,-0.041245,0.136279,0.019177,0.146695,0.137758,0,approach0
47.028,-1.883502,6.906076,-0.034091,4.167057,12.442203,-0.039038,0.160659,0.022334,0.144942,0.162361,0,approach0
47.130,-1.866420,6.906624,-0.031870,4.184540,12.442687,-0.036561,0.199004,0.026446,0.139432,0.186938,0,approach0
47.230,-1.846893,6.907286,-0.029349,4.204536,12.443285,-0.033697,0.223509,0.029897,0.138957,0.211667,0,approach0
47.330,-1.824908,6.908078,-0.026537,4.226973,12.444008,-0.030634,0.248021,0.031986,0.137268,0.236351,0,approach0
47.432,-1.800449,6.909010,-0.023448,4.251865,12.444865,-0.027245,0.272556,0.034947,0.133917,0.260985,0,approach0
47.532,-1.773581,6.910095,-0.020109,4.279266,12.445882,-0.023623,0.298631,0.036725,0.132887,0.285706,0,approach0
47.632,-1.744127,6.911352,-0.016514,4.309179,12.447069,-0.019765,0.323204,0.038011,0.124330,0.311582,0,approach0
47.732,-1.712176,6.912790,-0.012703,4.341488,12.448430,-0.015758,0.347819,0.039709,0.121411,0.336347,0,approach0
47.834,-1.677768,6.914421,-0.008704,4.376434,12.449996,-0.011555,0.373981,0.040592,0.116905,0.360956,0,approach0
47.934,-1.640820,6.916264,-0.004533,4.413777,12.451759,-0.007244,0.397229,0.041313,0.112151,0.385568,0,approach0
48.034,-1.601502,6.918321,-0.000230,4.453578,12.453737,-0.002758,0.421825,0.042700,0.107515,0.411727,0,approach0
48.136,-1.559685,6.920615,0.004194,4.495900,12.455959,0.001909,0.448059,0.043622,0.101871,0.450394,0,approach0
48.236,-1.515301,6.923166,0.008726,4.540743,12.458442,0.006666,0.472788,0.043244,0.095746,0.474964,0,approach0
48.336,-1.468428,6.925984,0.013330,4.588163,12.461207,0.011533,0.498954,0.041670,0.087468,0.500869,0,approach0
48.438,-1.419040,6.929081,0.017980,4.638166,12.464263,0.016379,0.525262,0.038523,0.076856,0.526817,0,approach0
48.538,-1.367089,6.932471,0.022651,4.690634,12.467612,0.021261,0.550156,0.034622,0.065981,0.551356,0,approach0
48.638,-1.312618,6.936168,0.027309,4.746331,12.472123,0.026208,0.574948,0.024530,0.044769,0.575525,0,approach0
48.740,-1.255790,6.940156,0.031911,4.806450,12.479530,0.031711,0.584963,0.024350,0.043680,0.585522,0,approach0
48.840,-1.197678,6.944368,0.036365,4.864901,12.483769,0.036360,0.591788,0.022407,0.039735,0.592256,0,approach0
48.940,-1.138801,6.948770,0.040633,4.924158,12.488222,0.040754,0.596334,0.020418,0.035935,0.596720,0,approach0
49.040,-1.079465,6.953337,0.044693,4.983850,12.492833,0.044960,0.599138,0.018265,0.031998,0.599445,0,approach0
49.142,-1.019832,6.958051,0.048550,5.043735,12.497602,0.049072,0.601159,0.016741,0.029232,0.601416,0,approach0
49.242,-0.960012,6.962896,0.052206,5.103922,12.502529,0.052828,0.602295,0.013648,0.023789,0.602465,0,approach0
49.342,-0.900087,6.967863,0.055665,5.157421,12.503581,0.052925,0.602488,0.012655,0.022052,0.602635,0,approach0
49.444,-0.840108,6.972939,0.058935,5.190566,12.491662,0.041870,0.602723,0.010392,0.018102,0.602822,0,approach0
49.544,-0.780099,6.978119,0.062023,5.250906,12.495858,0.045103,0.602848,0.008831,0.015380,0.602920,0,approach0
49.644,-0.720102,6.983393,0.064939,5.311303,12.500170,0.048294,0.603060,0.008785,0.015294,0.603130,0,approach0
49.746,-0.660085,6.988758,0.067693,5.383745,12.505478,0.051816,0.603112,0.005424,0.009442,0.603139,0,approach0
49.846,-0.600066,6.994212,0.070287,5.449798,12.506446,0.052965,0.603232,0.003944,0.006865,0.603247,0,approach0
49.946,-0.540040,6.999749,0.072732,5.518536,12.505474,0.053231,0.603861,0.003307,0.005750,0.603871,0,approach0
50.046,-0.479982,7.005358,0.075054,5.579009,12.509953,0.055754,0.604088,0.002239,0.003891,0.604093,0,approach0
50.148,-0.419906,7.011041,0.077246,5.639480,12.514519,0.058141,0.604377,0.001179,0.002049,0.604378,0,approach0
50.248,-0.359779,7.016795,0.079317,5.700065,12.519175,0.060408,0.604563,-0.000849,-0.001475,0.604564,0,approach0
50.348,-0.299636,7.022616,0.081273,5.766603,12.524518,0.063455,0.604791,-0.001903,-0.003303,0.604795,0,approach0
50.450,-0.239471,7.028499,0.083121,5.836333,12.530386,0.066699,0.605117,-0.003442,-0.005973,0.605128,0,approach0
50.550,-0.179278,7.034442,0.084866,5.896967,12.535397,0.068664,0.606378,-0.004069,-0.007046,0.606393,0,approach0
50.650,-0.119003,7.040447,0.086515,5.957598,12.540478,0.070522,0.606711,-0.004332,-0.007496,0.606728,0,approach0
50.752,-0.028509,7.049557,0.088819,6.018226,12.545618,0.072297,0.606948,-0.005419,-0.009375,0.606974,0,approach0
50.852,0.031889,7.055697,0.090250,6.081757,12.551388,0.073067,0.608301,-0.007030,-0.012133,0.608346,0,approach0
50.952,0.092360,7.061889,0.091601,6.146831,12.557364,0.073251,0.605599,-0.008695,-0.015074,0.605667,0,approach0
51.052,0.152313,7.068073,0.092860,6.207286,12.562532,0.074775,0.597538,-0.008215,-0.014435,0.597600,0,approach0
51.154,0.211352,7.074200,0.094030,6.266944,12.567685,0.076102,0.586090,-0.010298,-0.018447,0.586190,0,approach0
51.254,0.269192,7.080232,0.095118,6.325434,12.572784,0.077546,0.573038,-0.009966,-0.018259,0.573134,0,approach0
51.354,0.325635,7.086147,0.096118,6.364839,12.583869,0.084006,0.557776,-0.010559,-0.019874,0.557886,0,approach0
