t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
50.476,-2.020053,7.252948,0.021816,4.145703,12.790380,-0.016191,0.024974,-0.002228,-0.093387,0.025084,1,approach0
50.578,-2.019982,7.252887,0.021690,4.147856,12.790063,-0.016588,0.040614,-0.006955,-0.177903,0.041265,1,approach0
50.678,-2.015800,7.252447,0.020636,4.152074,12.789461,-0.017878,0.062066,-0.013174,-0.219283,0.063588,1,approach0
50.778,-2.009419,7.251770,0.019034,4.158600,12.788520,-0.019692,0.084376,-0.019391,-0.236780,0.086798,1,approach0
50.880,-2.000879,7.250852,0.016900,4.167229,12.787265,-0.022086,0.105316,-0.024710,-0.241548,0.108465,1,approach0
50.980,-1.990202,7.249692,0.014254,4.178024,12.785677,-0.024976,0.127781,-0.028766,-0.232113,0.131302,1,approach0
51.080,-1.977277,7.248268,0.011086,4.191100,12.783732,-0.028412,0.150197,-0.034125,-0.234187,0.154412,1,approach0
51.182,-1.962145,7.246572,0.007421,4.206178,12.781456,-0.032297,0.172731,-0.038843,-0.231870,0.177481,1,approach0
51.282,-1.944778,7.244590,0.003274,4.223718,12.778769,-0.036645,0.195438,-0.042948,-0.226770,0.200573,1,approach0
51.382,-1.925186,7.242311,-0.001323,4.243264,12.775724,-0.041485,0.216608,-0.046879,-0.223450,0.222131,1,approach0
51.482,-1.903421,7.239724,-0.006331,4.265099,12.772264,-0.046680,0.239335,-0.049223,-0.212683,0.244852,1,approach0
51.584,-1.879460,7.236812,-0.011725,4.289130,12.768386,-0.052321,0.262034,-0.053982,-0.213031,0.268094,1,approach0
51.684,-1.853267,7.233550,-0.017486,4.315315,12.764072,-0.058229,0.284880,-0.055981,-0.203477,0.290881,1,approach0
51.784,-1.824798,7.229915,-0.023587,4.343794,12.759292,-0.064547,0.307824,-0.059077,-0.198851,0.314012,1,approach0
51.886,-1.794049,7.225886,-0.029997,4.381051,12.752883,-0.072601,0.330813,-0.062177,-0.194845,0.337193,1,approach0
51.986,-1.761016,7.221440,-0.036686,4.414563,12.746973,-0.079590,0.353847,-0.063409,-0.185983,0.360056,1,approach0
52.086,-1.725747,7.216562,-0.043607,4.450286,12.740535,-0.086845,0.377055,-0.063779,-0.175775,0.382956,1,approach0
52.188,-1.688203,7.211213,-0.050698,4.488172,12.733547,-0.094158,0.400167,-0.063353,-0.164725,0.405658,1,approach0
