utc,load1,mem_available_mb,n_processes,total_rss_mb
2026-08-07T08:50:55Z,3.39,14177.2,0,0.0
2026-08-07T08:50:56Z,3.39,13855.6,9,675.9
2026-08-07T08:50:58Z,3.39,13676.2,8,794.4
2026-08-07T08:50:59Z,3.39,13436.6,8,985.1
2026-08-07T08:51:01Z,3.2,13448.6,10,1066.5
2026-08-07T08:51:02Z,3.2,13398.2,10,1081.9
2026-08-07T08:51:04Z,3.2,13394.6,10,1085.2
2026-08-07T08:51:05Z,2.94,13364.9,10,1086.2
2026-08-07T08:51:07Z,2.94,13363.4,10,1087.2
2026-08-07T08:51:08Z,2.94,13343.5,10,1087.2
2026-08-07T08:51:10Z,2.94,13330.1,17,1436.2
2026-08-07T08:51:12Z,3.27,13146.2,17,1483.1
2026-08-07T08:51:13Z,3.27,13132.7,17,1493.9
2026-08-07T08:51:15Z,3.27,13134.7,17,1494.5
2026-08-07T08:51:16Z,3.49,13131.7,17,1494.5
2026-08-07T08:51:18Z,3.49,13133.8,17,1494.5
2026-08-07T08:51:19Z,3.49,13128.8,17,1494.5
2026-08-07T08:51:21Z,3.85,13127.3,17,1494.5
2026-08-07T08:51:22Z,3.85,13134.8,17,1557.6
2026-08-07T08:51:24Z,3.85,13100.9,17,1558.3
2026-08-07T08:51:25Z,3.7,13107.1,17,1558.3
2026-08-07T08:51:27Z,3.7,13103.0,17,1558.3
2026-08-07T08:51:29Z,3.7,13103.2,17,1558.3
2026-08-07T08:51:30Z,3.64,13103.9,17,1558.3
2026-08-07T08:51:32Z,3.64,13101.8,17,1558.3
2026-08-07T08:51:33Z,3.64,13096.5,17,1558.3
2026-08-07T08:51:35Z,3.64,13098.2,17,1558.3
2026-08-07T08:51:36Z,3.67,13097.7,17,1558.3
2026-08-07T08:51:38Z,3.67,13098.3,17,1558.3
2026-08-07T08:51:39Z,3.67,13099.6,17,1558.3
2026-08-07T08:51:41Z,3.94,13102.4,17,1558.3
2026-08-07T08:51:42Z,3.94,13100.2,17,1558.3
2026-08-07T08:51:44Z,3.94,13098.1,17,1558.3
2026-08-07T08:51:45Z,4.34,13102.1,17,1558.3
2026-08-07T08:51:47Z,4.34,13101.8,17,1558.3
2026-08-07T08:51:48Z,4.34,13101.5,17,1558.3
2026-08-07T08:51:50Z,4.24,13101.2,19,1615.9
2026-08-07T08:51:52Z,4.24,13053.7,19,1651.9
2026-08-07T08:51:53Z,4.24,13050.8,19,1656.8
2026-08-07T08:51:55Z,4.24,13048.7,19,1660.6
2026-08-07T08:51:57Z,4.7,13046.5,19,1661.3
2026-08-07T08:51:58Z,4.7,13033.6,19,1662.0
2026-08-07T08:52:00Z,4.7,13028.8,19,1662.0
2026-08-07T08:52:01Z,5.36,13030.0,19,1662.7
2026-08-07T08:52:03Z,5.36,13031.5,17,1565.6
