t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals
54.088,-3.000000,-5.500000,-0.000000,2.985783,0.065378,-0.007931,0.000000,0.000000,nan,nan,0
54.188,-2.999832,-5.499999,0.000002,2.986923,0.065373,-0.008020,0.035718,-0.000504,0.009939,0.025001,0
54.288,-2.996872,-5.500000,0.000001,2.990816,0.065312,-0.008315,0.061725,-0.002834,-0.034262,0.048596,0
54.388,-2.991720,-5.500082,-0.000164,2.997078,0.065131,-0.008802,0.086296,-0.004833,-0.052908,0.070987,0
54.488,-2.984036,-5.500263,-0.000520,3.005721,0.064826,-0.009472,0.109497,-0.006821,-0.067876,0.095766,0
54.590,-2.973713,-5.500576,-0.001129,3.016926,0.064394,-0.010401,0.134131,-0.008534,-0.064762,0.120418,0
54.690,-2.960885,-5.500977,-0.001892,3.030510,0.063849,-0.011463,0.158783,-0.010366,-0.066645,0.145136,0
54.790,-2.945589,-5.501471,-0.002809,3.046488,0.063190,-0.012574,0.183439,-0.010972,-0.065748,0.169832,0
54.892,-2.927820,-5.502060,-0.003868,3.065025,0.062409,-0.013925,0.208099,-0.012134,-0.059312,0.194463,0
54.992,-2.907558,-5.502742,-0.005050,3.085947,0.061509,-0.015463,0.232762,-0.012909,-0.061603,0.219203,0
55.092,-2.884813,-5.503521,-0.006350,3.109283,0.060491,-0.016964,0.257544,-0.012393,-0.050481,0.243842,0
55.194,-2.859689,-5.504385,-0.007724,3.135174,0.059362,-0.018573,0.282145,-0.013751,-0.051129,0.282514,0
55.294,-2.832049,-5.505336,-0.009159,3.163645,0.058108,-0.020232,0.308382,-0.014327,-0.048742,0.308749,0
55.394,-2.801765,-5.506386,-0.010660,3.194691,0.056719,-0.022015,0.334514,-0.014766,-0.046316,0.334873,0
55.494,-2.768947,-5.507536,-0.012210,3.228317,0.055199,-0.023726,0.360758,-0.014114,-0.041056,0.361063,0
55.596,-2.733584,-5.508776,-0.013771,3.264526,0.053558,-0.025466,0.387010,-0.013422,-0.036400,0.387267,0
55.696,-2.695634,-5.510091,-0.015297,3.303358,0.051813,-0.027251,0.413392,-0.012915,-0.032792,0.413614,0
