utc,load1,mem_available_mb,n_processes,total_rss_mb
2026-08-07T08:49:25Z,0.98,14188.9,0,0.0
2026-08-07T08:49:27Z,0.98,13855.1,8,630.1
2026-08-07T08:49:28Z,0.98,13689.2,8,975.2
2026-08-07T08:49:30Z,1.7,13470.6,10,988.0
2026-08-07T08:49:32Z,1.7,13405.3,10,1080.2
2026-08-07T08:49:33Z,1.7,13366.0,10,1079.6
2026-08-07T08:49:35Z,1.7,13375.5,10,1080.0
2026-08-07T08:49:36Z,1.97,13372.1,10,1080.7
2026-08-07T08:49:38Z,1.97,13373.3,10,1082.0
2026-08-07T08:49:39Z,1.97,13352.3,10,1082.3
2026-08-07T08:49:41Z,2.29,13253.8,17,1466.6
2026-08-07T08:49:42Z,2.29,13150.4,17,1479.7
2026-08-07T08:49:44Z,2.29,13143.4,17,1495.0
2026-08-07T08:49:46Z,2.35,13132.5,17,1495.0
2026-08-07T08:49:47Z,2.35,13133.7,17,1495.0
2026-08-07T08:49:49Z,2.35,13133.3,17,1495.0
2026-08-07T08:49:50Z,2.32,13130.5,17,1495.0
2026-08-07T08:49:52Z,2.32,13139.7,17,1495.0
2026-08-07T08:49:53Z,2.32,13097.6,17,1561.1
2026-08-07T08:49:55Z,3.65,13094.7,17,1561.1
2026-08-07T08:49:57Z,3.65,13089.6,17,1561.1
2026-08-07T08:49:58Z,3.65,13089.3,17,1561.1
2026-08-07T08:50:00Z,3.65,13086.6,17,1561.1
2026-08-07T08:50:01Z,3.36,13088.1,17,1561.1
2026-08-07T08:50:03Z,3.36,13087.2,17,1561.1
2026-08-07T08:50:04Z,3.36,13085.2,17,1561.1
2026-08-07T08:50:06Z,3.73,13075.6,18,1579.8
2026-08-07T08:50:07Z,3.73,13065.5,17,1561.1
2026-08-07T08:50:09Z,3.73,13083.2,17,1561.1
2026-08-07T08:50:11Z,3.91,13081.2,17,1561.1
2026-08-07T08:50:12Z,3.91,13078.4,17,1561.1
2026-08-07T08:50:14Z,3.91,13083.3,17,1561.1
2026-08-07T08:50:15Z,3.92,13083.9,17,1561.1
2026-08-07T08:50:17Z,3.92,13086.1,17,1561.1
2026-08-07T08:50:18Z,3.92,13086.9,17,1561.1
2026-08-07T08:50:20Z,3.92,13082.3,17,1561.1
2026-08-07T08:50:21Z,4.09,13075.5,19,1628.6
2026-08-07T08:50:23Z,4.09,13032.8,19,1658.3
2026-08-07T08:50:25Z,4.09,13036.2,19,1662.3
2026-08-07T08:50:26Z,4.56,13039.4,19,1664.7
2026-08-07T08:50:28Z,4.56,13039.6,19,1665.7
2026-08-07T08:50:29Z,4.56,13031.1,19,1665.9
2026-08-07T08:50:31Z,4.84,13027.2,19,1666.1
2026-08-07T08:50:32Z,4.84,13028.7,19,1666.6
2026-08-07T08:50:34Z,4.84,13071.4,17,1567.8
