t_sim,gt_x,gt_y,gt_yaw,amcl_x,amcl_y,amcl_yaw,cmd_v,cmd_w,steer,traction,refusals,leg
12.438,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
12.538,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
12.638,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
12.738,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
12.838,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
12.938,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.038,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.138,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.238,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.338,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.438,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.538,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.638,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.738,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.838,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
13.938,-4.500000,7.000000,-0.000000,1.584770,12.576859,-0.011433,0.000000,0.000000,nan,nan,0,stage
14.038,-4.499742,7.000001,0.000003,1.583299,12.576823,-0.011526,-0.035578,-0.019181,0.515106,-0.040883,0,stage
14.138,-4.496643,7.000007,0.000013,1.578547,12.576336,-0.011901,-0.064181,-0.026754,0.412569,-0.070059,0,stage
14.238,-4.494807,6.999963,-0.000075,1.572196,12.575211,-0.012914,-0.075316,-0.031708,0.416217,-0.082347,0,stage
14.338,-4.501756,6.998758,-0.002503,1.564405,12.573583,-0.015411,-0.048215,-0.034149,0.639432,-0.060086,0,stage
14.438,-4.505934,6.998687,-0.002665,1.559361,12.572210,-0.016167,-0.036886,-0.018204,0.478104,-0.041544,0,stage
14.538,-4.510131,6.998114,-0.003838,1.555926,12.571362,-0.017610,-0.012954,-0.023965,1.095369,-0.028302,0,stage
14.638,-4.510001,6.998118,-0.003828,1.554441,12.570890,-0.017941,0.004124,-0.014632,1.095369,0.000000,0,stage
14.738,-4.505365,6.998107,-0.003815,1.555057,12.571154,-0.018022,0.027886,-0.014082,-0.487540,0.031564,0,stage
14.838,-4.503704,6.998024,-0.003969,1.557804,12.572085,-0.018180,0.048590,-0.015591,-0.324960,0.051274,0,stage
14.938,-4.506652,6.997955,-0.004130,1.562644,12.573202,-0.018244,0.068643,-0.015914,-0.238786,0.070648,0,stage
15.038,-4.509487,6.997881,-0.004303,1.569611,12.574044,-0.018276,0.038792,-0.011756,-0.308069,0.040709,0,stage
15.138,-4.512986,6.997886,-0.004322,1.574017,12.574162,-0.018414,0.028691,-0.009575,-0.337035,0.030402,0,stage
15.238,-4.519686,6.998159,-0.003831,1.576541,12.573998,-0.018074,0.006130,-0.005475,-0.753274,0.008404,0,stage
15.338,-4.528172,6.999314,-0.001572,1.576442,12.574042,-0.016122,-0.016953,0.008903,-0.503915,-0.019360,0,stage
15.438,-4.532385,7.000360,0.000516,1.573803,12.574638,-0.014765,-0.047161,0.007296,-0.161044,-0.047779,0,stage
