utc,load1,mem_available_mb,n_processes,total_rss_mb
2026-08-07T09:29:30Z,23.44,14208.6,0,0.0
2026-08-07T09:29:32Z,23.41,14124.1,9,256.4
2026-08-07T09:29:34Z,23.41,13801.1,8,678.7
2026-08-07T09:29:36Z,23.46,13500.6,8,1155.3
2026-08-07T09:29:39Z,23.46,13493.1,8,981.1
2026-08-07T09:29:41Z,24.7,13501.8,8,980.9
2026-08-07T09:29:43Z,24.7,13435.5,10,1080.9
2026-08-07T09:29:45Z,24.7,13414.7,10,1081.1
2026-08-07T09:29:47Z,25.29,13412.8,10,1081.2
2026-08-07T09:29:49Z,25.29,13388.4,10,1083.3
2026-08-07T09:29:51Z,25.02,13385.8,10,1083.3
2026-08-07T09:29:53Z,25.02,13376.1,10,1083.6
2026-08-07T09:29:55Z,25.74,13415.2,10,1083.2
2026-08-07T09:29:57Z,25.74,13349.0,17,1402.9
2026-08-07T09:29:59Z,25.74,13158.7,17,1485.2
2026-08-07T09:30:02Z,26.08,13120.3,17,1494.4
2026-08-07T09:30:04Z,26.08,13147.3,17,1494.5
2026-08-07T09:30:06Z,26.0,13116.9,17,1495.1
2026-08-07T09:30:08Z,26.0,13147.8,17,1495.1
2026-08-07T09:30:10Z,26.48,13113.0,17,1495.1
2026-08-07T09:30:12Z,26.48,13144.5,17,1495.1
2026-08-07T09:30:14Z,26.48,13113.7,17,1495.1
2026-08-07T09:30:17Z,26.44,13147.5,17,1495.1
2026-08-07T09:30:19Z,26.44,13126.3,17,1495.1
2026-08-07T09:30:21Z,26.24,13149.1,17,1495.1
2026-08-07T09:30:23Z,26.24,13123.6,17,1495.1
2026-08-07T09:30:25Z,26.24,13145.5,17,1495.1
2026-08-07T09:30:27Z,27.11,13132.1,17,1495.1
2026-08-07T09:30:29Z,27.11,13154.0,17,1518.7
2026-08-07T09:30:31Z,28.22,13110.0,17,1553.9
2026-08-07T09:30:33Z,28.22,13122.1,17,1553.9
2026-08-07T09:30:35Z,28.22,13118.9,17,1553.9
2026-08-07T09:30:37Z,28.84,13115.9,17,1553.9
2026-08-07T09:30:39Z,28.84,13113.9,17,1553.9
2026-08-07T09:30:41Z,28.61,13116.4,17,1553.9
2026-08-07T09:30:43Z,28.61,13114.9,17,1553.9
2026-08-07T09:30:45Z,28.08,13111.7,17,1553.9
2026-08-07T09:30:48Z,28.08,13112.1,17,1553.9
2026-08-07T09:30:50Z,28.08,13113.5,17,1553.9
2026-08-07T09:30:52Z,28.32,13118.3,17,1553.9
2026-08-07T09:30:54Z,28.32,13117.6,17,1553.9
2026-08-07T09:30:56Z,28.45,13119.5,18,1557.5
2026-08-07T09:30:58Z,28.45,13107.4,19,1622.9
2026-08-07T09:31:00Z,28.18,13070.7,19,1654.0
2026-08-07T09:31:02Z,28.18,13060.8,19,1661.4
2026-08-07T09:31:04Z,28.18,13059.7,19,1662.5
2026-08-07T09:31:06Z,28.24,13059.6,19,1663.1
2026-08-07T09:31:09Z,28.24,13054.5,19,1663.2
2026-08-07T09:31:11Z,28.06,13054.0,19,1659.7
2026-08-07T09:31:13Z,28.06,13114.6,17,1561.4
