pose,condition,k,stamp,reason,abort,exact,cam_range_m,tru_lat_m,tru_range_m,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,valid_frac,roi_u0,roi_u1,roi_v0,roi_v1,seg_width_m,seg_height_m,seg_yaw_rad,t_decode_s,t_classify_s
approach_1.50m,pallet_shifted,5,691.880000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,256,273,1.207242,0.091214,-0.001137,0.012754,0.050186
approach_1.50m,pallet_shifted,6,691.946000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208600,0.080573,-0.001371,0.014180,0.047570
approach_1.50m,pallet_shifted,7,692.012000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208771,0.080585,-0.001393,0.012130,0.050218
approach_1.50m,pallet_shifted,8,692.078000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208690,0.080579,-0.000290,0.015164,0.049440
approach_1.50m,pallet_shifted,9,692.144000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208742,0.080583,-0.000725,0.013939,0.055871
approach_1.50m,pallet_shifted,10,692.210000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208768,0.080585,-0.000385,0.014423,0.054376
approach_1.50m,pallet_shifted,11,692.276000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.209272,0.080618,-0.000093,0.014680,0.047172
approach_1.50m,pallet_shifted,12,692.342000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.209065,0.080604,-0.001915,0.013262,0.048443
approach_1.50m,pallet_shifted,13,692.408000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208958,0.080597,-0.000486,0.013966,0.051208
approach_1.50m,pallet_shifted,14,692.474000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208464,0.080564,0.000178,0.017432,0.045990
approach_1.50m,pallet_shifted,15,692.540000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208340,0.080556,0.000076,0.011992,0.049636
approach_1.50m,pallet_shifted,16,692.606000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208479,0.080565,-0.000527,0.012830,0.044111
approach_1.50m,pallet_shifted,17,692.672000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208195,0.080546,-0.000618,0.012469,0.052232
approach_1.50m,pallet_shifted,18,692.738000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208815,0.080588,-0.000686,0.017332,0.052296
approach_1.50m,pallet_shifted,19,692.804000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,256,273,1.206890,0.091187,-0.000854,0.016816,0.048739
approach_1.50m,pallet_shifted,20,692.870000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208983,0.080599,-0.000354,0.012723,0.052784
approach_1.50m,pallet_shifted,21,692.936000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208680,0.080579,-0.000658,0.012253,0.048283
approach_1.50m,pallet_shifted,22,693.002000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208762,0.080584,-0.001576,0.014075,0.046853
approach_1.50m,pallet_shifted,23,693.068000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208734,0.080582,-0.000685,0.012528,0.052626
approach_1.50m,pallet_shifted,24,693.134000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.209077,0.080605,-0.001945,0.012894,0.047434
approach_1.50m,pallet_shifted,25,693.200000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208831,0.080589,-0.000926,0.012085,0.050604
approach_1.50m,pallet_shifted,26,693.266000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.208729,0.080582,-0.000896,0.011620,0.049585
approach_1.50m,pallet_shifted,27,693.332000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.209038,0.080603,-0.000435,0.014583,0.045616
approach_1.50m,pallet_shifted,28,693.398000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,256,273,1.206835,0.091183,-0.000588,0.011554,0.050275
approach_1.50m,pallet_shifted,29,693.464000,none,0,0,1.499620,-0.099990,1.818209,187.087714,414.940719,254.831696,277.011047,0.049313,0.749919,188,413,258,273,1.209103,0.080607,-0.000627,0.012864,0.049234
approach_1.50m,pocket_blocked,0,708.710000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.013341,0.060020
approach_1.50m,pocket_blocked,1,708.776000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.014576,0.058412
approach_1.50m,pocket_blocked,2,708.842000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.015504,0.058589
approach_1.50m,pocket_blocked,3,708.908000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.015307,0.060827
approach_1.50m,pocket_blocked,4,708.974000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.016546,0.056582
approach_1.50m,pocket_blocked,5,709.040000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.016806,0.055785
approach_1.50m,pocket_blocked,6,709.106000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.015091,0.055487
approach_1.50m,pocket_blocked,7,709.172000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.012735,0.057875
approach_1.50m,pocket_blocked,8,709.238000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.013721,0.057480
approach_1.50m,pocket_blocked,9,709.304000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.012423,0.059796
approach_1.50m,pocket_blocked,10,709.370000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.012228,0.058461
approach_1.50m,pocket_blocked,11,709.436000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.011722,0.058881
approach_1.50m,pocket_blocked,12,709.502000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.012299,0.059320
approach_1.50m,pocket_blocked,13,709.568000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.012531,0.058504
approach_1.50m,pocket_blocked,14,709.634000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.011625,0.057340
approach_1.50m,pocket_blocked,15,709.700000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.011870,0.057786
approach_1.50m,pocket_blocked,16,709.766000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.013101,0.058527
approach_1.50m,pocket_blocked,17,709.832000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.013521,0.054386
approach_1.50m,pocket_blocked,18,709.898000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.013897,0.058690
approach_1.50m,pocket_blocked,19,709.964000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.014562,0.061979
approach_1.50m,pocket_blocked,20,710.030000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.014699,0.056052
approach_1.50m,pocket_blocked,21,710.096000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.013033,0.059152
approach_1.50m,pocket_blocked,22,710.162000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.012389,0.058225
approach_1.50m,pocket_blocked,23,710.228000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.012225,0.062049
approach_1.50m,pocket_blocked,24,710.294000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.012106,0.059994
approach_1.50m,pocket_blocked,25,710.360000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.011518,0.061098
approach_1.50m,pocket_blocked,26,710.426000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.011111,0.064313
approach_1.50m,pocket_blocked,27,710.492000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.015343,0.069607
approach_1.50m,pocket_blocked,28,710.558000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.016571,0.057656
approach_1.50m,pocket_blocked,29,710.624000,pallet_absent,1,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,,,,,,,,0.015820,0.055972
approach_1.50m,stringer_in_path,0,726.926000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208583,0.080572,-0.003243,0.013193,0.059804
approach_1.50m,stringer_in_path,1,726.992000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208856,0.080590,-0.003047,0.013509,0.058292
approach_1.50m,stringer_in_path,2,727.058000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208793,0.080586,-0.001109,0.017202,0.055380
approach_1.50m,stringer_in_path,3,727.124000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209046,0.080603,-0.002091,0.013271,0.057515
approach_1.50m,stringer_in_path,4,727.190000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208960,0.080597,-0.000911,0.011931,0.057208
approach_1.50m,stringer_in_path,5,727.256000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208608,0.080574,0.000129,0.012259,0.059809
approach_1.50m,stringer_in_path,6,727.322000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208732,0.080582,-0.000077,0.011916,0.059126
approach_1.50m,stringer_in_path,7,727.388000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,256,273,1.207348,0.091222,-0.001010,0.014552,0.057248
approach_1.50m,stringer_in_path,8,727.454000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209132,0.080609,-0.001373,0.014213,0.054948
approach_1.50m,stringer_in_path,9,727.520000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208962,0.080597,-0.000219,0.015971,0.054282
approach_1.50m,stringer_in_path,10,727.586000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209108,0.080607,-0.001509,0.013739,0.056442
approach_1.50m,stringer_in_path,11,727.652000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208985,0.080599,-0.001884,0.013445,0.057653
approach_1.50m,stringer_in_path,12,727.718000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208771,0.080585,-0.001275,0.011602,0.051123
approach_1.50m,stringer_in_path,13,727.784000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208465,0.080564,-0.000659,0.013254,0.053796
approach_1.50m,stringer_in_path,14,727.850000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209251,0.080617,-0.001562,0.016289,0.053226
approach_1.50m,stringer_in_path,15,727.916000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208494,0.080566,-0.001039,0.013712,0.056954
approach_1.50m,stringer_in_path,16,727.982000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208945,0.080596,-0.001513,0.012072,0.055969
approach_1.50m,stringer_in_path,17,728.048000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208949,0.080597,-0.003196,0.012125,0.058984
approach_1.50m,stringer_in_path,18,728.114000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209078,0.080605,0.000154,0.012700,0.055724
approach_1.50m,stringer_in_path,19,728.180000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208832,0.080589,-0.000609,0.014020,0.057875
approach_1.50m,stringer_in_path,20,728.246000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,256,273,1.207075,0.091201,-0.000752,0.015825,0.053944
approach_1.50m,stringer_in_path,21,728.312000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208846,0.080590,-0.001791,0.013223,0.047173
approach_1.50m,stringer_in_path,22,728.378000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209002,0.080600,-0.001949,0.012413,0.055855
approach_1.50m,stringer_in_path,23,728.444000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209078,0.080605,-0.000218,0.012805,0.056592
approach_1.50m,stringer_in_path,24,728.510000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208725,0.080582,-0.000839,0.015759,0.054270
approach_1.50m,stringer_in_path,25,728.576000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208725,0.080582,-0.001017,0.012957,0.057888
approach_1.50m,stringer_in_path,26,728.642000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209081,0.080605,-0.001819,0.012558,0.058974
approach_1.50m,stringer_in_path,27,728.708000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208830,0.080589,-0.000855,0.012755,0.056721
approach_1.50m,stringer_in_path,28,728.774000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208815,0.080588,-0.002398,0.012042,0.059238
approach_1.50m,stringer_in_path,29,728.840000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208983,0.080599,-0.001315,0.013183,0.048104
approach_1.00m,clean,0,749.762000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012472,0.060287
approach_1.00m,clean,1,749.828000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012640,0.062749
approach_1.00m,clean,2,749.894000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012698,0.063218
approach_1.00m,clean,3,749.960000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012519,0.063153
approach_1.00m,clean,4,750.026000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012018,0.062284
approach_1.00m,clean,5,750.092000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012272,0.062291
approach_1.00m,clean,6,750.158000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012077,0.062952
approach_1.00m,clean,7,750.224000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013145,0.064000
approach_1.00m,clean,8,750.290000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012214,0.064053
approach_1.00m,clean,9,750.356000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013113,0.062873
approach_1.00m,clean,10,750.422000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.015153,0.073303
approach_1.00m,clean,11,750.488000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013390,0.065152
approach_1.00m,clean,12,750.554000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.011924,0.062153
approach_1.00m,clean,13,750.620000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013973,0.064767
approach_1.00m,clean,14,750.686000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.011992,0.064454
approach_1.00m,clean,15,750.752000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012513,0.060482
approach_1.00m,clean,16,750.818000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.011906,0.065953
approach_1.00m,clean,17,750.884000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012734,0.061813
approach_1.00m,clean,18,750.950000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013317,0.062750
approach_1.00m,clean,19,751.016000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012451,0.063829
approach_1.00m,clean,20,751.082000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.012990,0.061000
approach_1.00m,clean,21,751.148000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013568,0.066697
approach_1.00m,clean,22,751.214000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.014828,0.058112
approach_1.00m,clean,23,751.280000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.014740,0.065584
approach_1.00m,clean,24,751.346000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.016130,0.061892
approach_1.00m,clean,25,751.412000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.014851,0.062038
approach_1.00m,clean,26,751.478000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013425,0.061606
approach_1.00m,clean,27,751.544000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013658,0.060754
approach_1.00m,clean,28,751.610000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013246,0.062410
approach_1.00m,clean,29,751.676000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751755,,,,,,,,0.013509,0.063431
approach_1.00m,pallet_absent,0,771.344000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.014239,0.049909
approach_1.00m,pallet_absent,1,771.410000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.014670,0.062478
approach_1.00m,pallet_absent,2,771.476000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.013620,0.050216
approach_1.00m,pallet_absent,3,771.542000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.011877,0.052064
approach_1.00m,pallet_absent,4,771.608000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.012360,0.052184
approach_1.00m,pallet_absent,5,771.674000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.017114,0.052163
approach_1.00m,pallet_absent,6,771.740000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.014105,0.050768
approach_1.00m,pallet_absent,7,771.806000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.011937,0.054712
approach_1.00m,pallet_absent,8,771.872000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.011636,0.053299
approach_1.00m,pallet_absent,9,771.938000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.012647,0.052059
approach_1.00m,pallet_absent,10,772.004000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.015067,0.054888
approach_1.00m,pallet_absent,11,772.070000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.013741,0.052033
approach_1.00m,pallet_absent,12,772.136000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.011757,0.053100
approach_1.00m,pallet_absent,13,772.202000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.011941,0.053866
approach_1.00m,pallet_absent,14,772.268000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.014467,0.056689
approach_1.00m,pallet_absent,15,772.334000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.015678,0.051668
approach_1.00m,pallet_absent,16,772.400000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.014323,0.052276
approach_1.00m,pallet_absent,17,772.466000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.012255,0.055228
approach_1.00m,pallet_absent,18,772.532000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.011858,0.058075
approach_1.00m,pallet_absent,19,772.598000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.012740,0.056905
approach_1.00m,pallet_absent,20,772.664000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.015552,0.049932
approach_1.00m,pallet_absent,21,772.730000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.014436,0.051414
approach_1.00m,pallet_absent,22,772.796000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.011856,0.054866
approach_1.00m,pallet_absent,23,772.862000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.011394,0.056103
approach_1.00m,pallet_absent,24,772.928000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.012768,0.053822
approach_1.00m,pallet_absent,25,772.994000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.017024,0.051493
approach_1.00m,pallet_absent,26,773.060000,pallet_absent,1,1,0.999970,23.599983,-4.650778,,,,,0.000000,0.751755,,,,,,,,0.013890,0.052648
