# measure_pose_arrivals run1 moving, shuttle 25 s legs at 0.35 m/s url=http://127.0.0.1:8088/monitor/state?serial=F001 rate=20.0 seconds=180.0
t_s,reachable,reason,pose_age_ms,pose_count,obstacles_age_ms,arrival_s,interval_s,messages_in_interval
120.9714,True,,3867.9,52,73.2,117.1035,,
121.0435,True,,3950.1,52,58.0,117.0934,,
121.1259,True,,4034.0,52,42.8,117.0919,,
121.2096,True,,4106.0,52,14.9,117.1036,,
121.2817,True,,4191.8,52,1.1,117.0899,,
121.3675,True,,4254.5,52,63.8,117.113,,
121.4303,True,,4328.1,52,32.7,117.1022,,
121.5037,True,,4401.6,52,8.6,117.1021,,
121.5778,True,,4465.3,52,72.2,117.1125,,
121.6414,True,,4533.8,52,29.8,117.1076,,
121.709,True,,4632.0,52,22.0,117.077,,
121.8082,True,,4723.9,52,29.7,117.0843,,
121.8997,True,,4808.4,52,17.9,117.0913,,
121.9847,True,,4878.1,52,87.6,117.1066,,
122.054,True,,4963.3,52,68.1,117.0907,,
122.1389,True,,5033.5,52,43.0,117.1054,,
122.2091,True,,5130.6,52,34.1,117.0785,,
122.3073,True,,5205.9,52,11.0,117.1014,,
122.3823,True,,5271.0,52,76.2,117.1113,,
122.4471,True,,5338.3,52,43.0,117.1088,,
122.5146,True,,5428.6,52,32.9,117.086,,
122.6227,True,,5536.0,52,38.7,117.0867,,
122.7119,True,,5614.7,52,18.1,117.0972,,
122.7908,True,,5703.1,52,12.0,117.0877,,
122.8794,True,,5766.5,52,75.4,117.1129,,
122.9433,True,,5847.0,52,54.9,117.0963,,
123.0234,True,,5933.3,52,41.4,117.0901,,
123.1094,True,,6021.7,52,32.2,117.0877,,
123.1981,True,,6116.6,52,24.7,117.0815,,
123.2932,True,,6210.8,52,18.6,117.0824,,
123.388,True,,6304.2,52,10.9,117.0838,,
123.4806,True,,6372.1,52,78.8,117.1085,,
123.5489,True,,6469.0,52,75.2,117.0799,,
123.646,True,,6541.5,52,48.7,117.1045,,
123.7182,True,,6627.2,52,35.1,117.091,,
123.8037,True,,6733.1,52,36.7,117.0706,,
123.9102,True,,6817.8,52,16.3,117.0924,,
123.9955,True,,6896.9,52,95.4,117.0986,,
124.0746,True,,6975.8,52,73.6,117.0988,,
124.1527,True,,7058.8,52,57.4,117.0939,,
124.2359,True,,7139.3,52,36.6,117.0966,,
124.3162,True,,7244.8,52,43.7,117.0714,,
124.4221,True,,7327.8,52,26.2,117.0943,,
124.5259,True,,7433.2,52,31.5,117.0927,,
124.6108,True,,7516.5,52,19.7,117.0943,,
124.694,True,,7591.2,52,94.3,117.1028,,
124.769,True,,7665.2,52,72.6,117.1038,,
124.8432,True,,7754.8,52,54.6,117.0884,,
124.9326,True,,7847.9,52,56.9,117.0847,,
125.0259,True,,7940.0,52,47.8,117.0859,,
125.1177,True,,8013.1,52,19.2,117.1046,,
125.1911,True,,8105.5,52,11.4,117.0856,,
125.2836,True,,8178.6,52,84.6,117.105,,
125.3569,True,,8263.7,52,70.3,117.0932,,
125.4418,True,,8354.5,52,62.3,117.0873,,
125.5327,True,,8430.7,52,37.0,117.102,,
125.6092,True,,8502.6,52,6.7,117.1066,,
125.6811,True,,8576.2,52,80.3,117.1049,,
125.7546,True,,8639.5,52,45.5,117.1151,,
125.8178,True,,8724.8,52,29.9,117.093,,
125.9029,True,,8813.9,52,21.0,117.089,,
125.9926,True,,8914.4,52,12.8,117.0782,,
126.093,True,,8987.6,52,86.0,117.1054,,
126.166,True,,9075.6,52,76.2,117.0904,,
126.2546,True,,9167.6,52,66.6,117.087,,
126.3467,True,,9243.8,52,43.8,117.1029,,
126.4496,True,,9343.9,52,47.9,117.1057,,
126.5229,True,,9426.8,52,23.4,117.0961,,
126.6059,True,,9523.4,52,20.5,117.0825,,
126.7023,True,,9609.7,52,7.6,117.0926,,
126.7894,True,,9690.8,52,88.6,117.0986,,
126.8708,True,,9777.8,52,82.2,117.093,,
126.9577,True,,9858.4,52,58.6,117.0993,,
127.0379,True,,9933.2,52,35.5,117.1047,,
127.1126,True,,10027.6,52,35.7,117.085,,
127.2076,True,,10108.3,52,11.3,117.0993,,
127.2886,True,,10179.2,52,82.2,117.1094,,
127.3591,True,,10264.6,52,72.8,117.0945,,
127.4448,True,,10338.8,52,43.1,117.106,,
127.5186,True,,10422.2,52,28.5,117.0964,,
127.6019,True,,10513.0,52,19.4,117.0889,,
127.6933,True,,10588.1,52,94.4,117.1052,,
127.7682,True,,10648.3,52,56.1,117.1199,,
127.828,True,,10734.8,52,41.4,117.0932,,
127.915,True,,2.5,53,14.5,127.9125,10.8222,1
127.989,True,,78.1,53,90.1,127.9109,,
128.0644,True,,159.7,53,69.8,127.9047,,
128.146,True,,226.2,53,38.5,127.9198,,
128.2341,True,,330.5,53,39.5,127.9036,,
128.3171,True,,411.5,53,23.4,127.9056,,
128.3986,True,,506.5,53,13.3,127.8921,,
128.4934,True,,584.0,53,90.8,127.9094,,
128.571,True,,653.3,53,59.1,127.9177,,
128.64,True,,736.5,53,47.8,127.9035,,
128.7235,True,,809.9,53,23.1,127.9136,,
128.7972,True,,887.1,53,100.2,127.9101,,
128.8748,True,,957.1,53,69.2,127.9177,,
128.9446,True,,1024.9,53,37.9,127.9197,,
129.012,True,,1104.1,53,12.2,127.9079,,
129.0913,True,,1190.6,53,0.9,127.9007,,
129.178,True,,1267.4,53,77.7,127.9106,,
129.255,True,,1336.6,53,45.4,127.9184,,
129.3244,True,,1412.4,53,26.3,127.912,,
129.3999,True,,1506.3,53,18.6,127.8936,,
129.4939,True,,1578.3,53,90.6,127.9156,,
129.5662,True,,1642.0,53,55.5,127.9242,,
129.63,True,,1734.2,53,46.9,127.8958,,
129.7219,True,,1801.2,53,11.4,127.9207,,
129.7898,True,,1885.7,53,95.9,127.9041,,
129.8741,True,,1949.0,53,56.6,127.9251,,
129.9381,True,,2027.7,53,32.0,127.9104,,
130.0352,True,,2118.8,53,29.4,127.9164,,
130.1073,True,,2192.1,53,4.1,127.9152,,
130.1805,True,,2278.2,53,90.2,127.9023,,
130.2673,True,,2342.2,53,53.0,127.9251,,
130.3314,True,,2419.8,53,31.7,127.9116,,
130.4086,True,,2513.0,53,22.4,127.8956,,
130.5024,True,,2602.4,53,16.3,127.9,,
130.5919,True,,2680.4,53,94.3,127.9115,,
130.6694,True,,2780.8,53,94.6,127.8886,,
130.7704,True,,2843.3,53,55.9,127.9271,,
130.8328,True,,2923.5,53,36.4,127.9093,,
130.9132,True,,3020.0,53,31.9,127.8932,,
131.0093,True,,3086.4,53,98.2,127.9229,,
131.076,True,,3173.5,53,83.8,127.9025,,
131.1633,True,,3250.5,53,60.5,127.9128,,
131.2406,True,,3328.9,53,40.8,127.9117,,
131.3186,True,,3403.5,53,17.5,127.9151,,
131.3933,True,,3511.7,53,25.9,127.8816,,
131.5023,True,,3595.4,53,8.0,127.9069,,
131.5864,True,,3666.1,53,78.7,127.9203,,
131.6567,True,,3735.1,53,45.7,127.9216,,
131.7254,True,,3806.0,53,13.9,127.9194,,
131.8098,True,,3902.1,53,15.0,127.9077,,
131.8929,True,,3972.1,53,85.0,127.9208,,
131.963,True,,4054.4,53,68.1,127.9086,,
132.0458,True,,4123.8,53,35.0,127.922,,
132.1147,True,,4193.0,53,6.5,127.9217,,
132.1843,True,,4252.7,53,66.2,127.9316,,
132.2442,True,,4350.7,53,62.5,127.8935,,
132.3422,True,,4446.3,53,58.7,127.8959,,
132.4385,True,,4514.8,53,27.6,127.9237,,
132.5064,True,,4600.6,53,13.6,127.9058,,
132.5923,True,,4669.7,53,82.8,127.9226,,
132.6613,True,,34.2,54,47.5,132.6271,4.7146,1
132.7265,True,,114.5,54,30.5,132.612,,
132.807,True,,180.9,54,96.9,132.6261,,
132.8733,True,,243.6,54,54.2,132.6297,,
132.9362,True,,333.5,54,46.7,132.6027,,
133.0258,True,,416.1,54,29.8,132.6097,,
133.1083,True,,499.6,54,14.4,132.6087,,
133.1928,True,,569.1,54,83.9,132.6237,,
133.2621,True,,638.4,54,52.4,132.6237,,
133.3315,True,,725.4,54,39.6,132.6061,,
133.4183,True,,830.4,54,43.2,132.5879,,
133.5236,True,,12.4,55,26.7,133.5112,0.8841,1
133.6213,True,,111.0,55,26.1,133.5103,,
133.7058,True,,196.9,55,12.1,133.5089,,
133.7925,True,,287.2,55,0.9,133.5053,,
133.8823,True,,367.8,55,81.5,133.5145,,
133.9625,True,,430.6,55,45.6,133.5319,,
134.0257,True,,500.9,55,12.6,133.5248,,
134.0959,True,,573.2,55,84.8,133.5227,,
134.1687,True,,637.3,55,53.1,133.5314,,
134.2326,True,,709.2,55,18.8,133.5234,,
134.3048,True,,803.2,55,13.7,133.5016,,
134.3989,True,,0.6,56,14.4,134.3983,0.8871,1
134.5008,True,,69.3,56,83.1,134.4315,,
134.5694,True,,137.8,56,53.7,134.4316,,
134.6381,True,,209.2,56,24.6,134.4289,,
134.7096,True,,282.9,56,98.3,134.4267,,
134.7837,True,,351.5,56,65.6,134.4322,,
134.8522,True,,454.8,56,72.5,134.3974,,
134.9556,True,,517.1,56,35.4,134.4385,,
135.0181,True,,609.4,56,28.3,134.4087,,
135.1104,True,,690.9,56,10.9,134.4195,,
135.1922,True,,801.6,56,21.9,134.3906,,
135.3026,True,,871.4,56,91.6,134.4312,,
135.3961,True,,73.1,57,86.5,135.323,0.9247,1
135.4727,True,,166.0,57,70.6,135.3067,,
135.5649,True,,240.6,57,53.3,135.3243,,
135.6402,True,,318.1,57,32.4,135.3221,,
135.7175,True,,397.4,57,12.9,135.3201,,
135.7972,True,,477.8,57,93.3,135.3194,,
135.8774,True,,543.0,57,49.7,135.3344,,
135.943,True,,612.8,57,27.7,135.3302,,
136.0126,True,,683.8,57,98.7,135.3288,,
136.0837,True,,753.9,57,66.5,135.3298,,
136.154,True,,846.3,57,60.9,135.3077,,
136.247,True,,928.9,57,44.8,135.3181,,
136.3292,True,,4.7,58,17.4,136.3245,1.0015,1
136.4032,True,,79.2,58,91.9,136.324,,
136.4781,True,,161.1,58,74.2,136.317,,
136.5599,True,,254.6,58,70.1,136.3053,,
136.6535,True,,324.8,58,37.3,136.3287,,
136.7235,True,,399.4,58,12.7,136.3241,,
136.7985,True,,469.1,58,82.5,136.3294,,
136.8688,True,,551.9,58,59.1,136.3169,,
136.9513,True,,630.0,58,37.4,136.3213,,
137.0299,True,,709.5,58,19.6,136.3204,,
137.1251,True,,811.1,58,24.1,136.314,,
137.211,True,,887.0,58,2.6,136.324,,
137.2867,True,,969.2,58,84.8,136.3175,,
137.3686,True,,1064.8,58,79.3,136.3038,,
137.4646,True,,1132.7,58,45.4,136.3319,,
137.533,True,,1226.2,58,34.1,136.3068,,
137.6265,True,,1322.4,58,35.9,136.3041,,
137.7228,True,,1395.4,58,10.3,136.3274,,
137.7957,True,,1464.7,58,79.5,136.331,,
137.8651,True,,1533.4,58,42.9,136.3317,,
137.9342,True,,1622.5,58,37.5,136.3117,,
138.0234,True,,1695.4,58,9.6,136.328,,
138.0964,True,,1782.6,58,96.9,136.3138,,
138.1837,True,,1862.9,58,78.1,136.3208,,
138.2639,True,,1929.9,58,44.2,136.334,,
138.3309,True,,2021.4,58,36.7,136.3095,,
138.4226,True,,2088.1,58,0.9,136.3345,,
138.4896,True,,2196.4,58,11.3,136.2932,,
138.5978,True,,2261.1,58,76.0,136.3367,,
138.6633,True,,2323.6,58,37.1,136.3397,,
138.7256,True,,2396.2,58,9.6,136.3294,,
138.7981,True,,2493.2,58,106.6,136.3049,,
138.9214,True,,2604.6,58,10.4,136.3168,,
139.007,True,,2678.1,58,83.9,136.3289,,
139.0803,True,,2749.1,58,62.1,136.3312,,
139.1516,True,,2827.4,58,39.3,136.3242,,
139.2301,True,,2902.8,58,18.8,136.3273,,
139.3054,True,,2996.9,58,12.6,136.3085,,
139.3994,True,,3069.3,58,85.0,136.3301,,
139.4726,True,,3155.1,58,69.6,136.3175,,
139.5584,True,,3226.3,58,40.6,136.3321,,
139.6296,True,,3303.4,58,13.5,136.3262,,
139.7074,True,,3394.7,58,8.3,136.3127,,
139.7981,True,,3485.3,58,1.3,136.3128,,
139.8891,True,,3596.1,58,10.7,136.293,,
140.0,True,,3663.5,58,78.2,136.3365,,
140.0674,True,,3739.9,58,51.2,136.3275,,
140.144,True,,3820.5,58,36.7,136.3235,,
140.2246,True,,3892.8,58,5.6,136.3318,,
140.2969,True,,3986.3,58,3.4,136.3106,,
140.3904,True,,4091.4,58,6.6,136.299,,
140.4959,True,,4181.5,58,96.7,136.3144,,
140.5868,True,,4258.7,58,72.4,136.3281,,
140.6636,True,,4325.3,58,39.4,136.3383,,
140.7299,True,,4409.8,58,22.9,136.3201,,
140.8515,True,,4516.6,58,26.8,136.3349,,
140.9216,True,,4599.8,58,14.8,136.3218,,
141.0048,True,,4694.0,58,8.0,136.3108,,
141.0992,True,,4792.6,58,8.1,136.3066,,
141.1983,True,,4859.3,58,74.8,136.339,,
141.2653,True,,26.2,59,38.5,141.2391,4.9146,1
141.3287,True,,115.2,59,28.3,141.2135,,
141.4176,True,,203.6,59,14.7,141.214,,
141.5058,True,,268.9,59,80.1,141.2369,,
141.572,True,,331.8,59,42.0,141.2402,,
141.6346,True,,414.5,59,24.3,141.2201,,
141.7177,True,,490.6,59,100.4,141.2271,,
141.7941,True,,560.0,59,62.8,141.2341,,
141.8634,True,,625.2,59,33.2,141.2382,,
141.9286,True,,713.8,59,20.3,141.2148,,
142.0171,True,,800.5,59,10.1,141.2166,,
142.104,True,,866.5,59,76.1,141.2375,,
142.1704,True,,30.3,60,43.0,142.1401,0.901,1
142.2357,True,,103.1,60,14.2,142.1326,,
142.3256,True,,207.3,60,21.6,142.1183,,
142.4132,True,,280.6,60,94.9,142.1326,,
142.4866,True,,347.6,60,58.1,142.139,,
142.5538,True,,422.1,60,35.4,142.1317,,
142.6278,True,,502.9,60,14.5,142.1249,,
142.7087,True,,569.0,60,80.6,142.1397,,
142.7751,True,,633.4,60,43.1,142.1417,,
142.8393,True,,709.3,60,21.5,142.13,,
142.9151,True,,776.8,60,88.9,142.1383,,
142.9824,True,,860.2,60,72.1,142.1222,,
143.0653,True,,927.8,60,40.9,142.1375,,
143.1325,True,,1016.5,60,28.6,142.116,,
143.2209,True,,1101.4,60,14.2,142.1195,,
143.3057,True,,1170.2,60,83.1,142.1355,,
143.3743,True,,1250.3,60,62.8,142.124,,
143.4541,True,,1324.7,60,36.1,142.1294,,
143.5283,True,,1396.2,60,7.8,142.1321,,
143.5996,True,,1486.6,60,98.3,142.113,,
143.6901,True,,1547.3,60,59.1,142.1428,,
143.7508,True,,1612.3,60,22.3,142.1385,,
143.8153,True,,1710.9,60,20.7,142.1044,,
143.9137,True,,1776.3,60,86.2,142.1374,,
143.9972,True,,1882.8,60,94.7,142.1144,,
144.0851,True,,1947.6,60,58.9,142.1375,,
144.15,True,,2027.6,60,37.9,142.1224,,
144.23,True,,2120.9,60,30.8,142.1091,,
144.3231,True,,2196.9,60,8.7,142.1262,,
144.3994,True,,2264.0,60,75.8,142.1354,,
144.4659,True,,2329.1,60,38.3,142.1368,,
144.5307,True,,2420.3,60,35.2,142.1104,,
144.6213,True,,2511.8,60,23.4,142.1095,,
144.7134,True,,2581.1,60,92.7,142.1323,,
144.7826,True,,2667.9,60,80.3,142.1147,,
144.8691,True,,2746.2,60,58.7,142.1229,,
144.9471,True,,2825.2,60,36.6,142.1219,,
145.0262,True,,2932.4,60,42.6,142.0938,,
145.1327,True,,3003.9,60,14.9,142.1288,,
145.2043,True,,3094.6,60,8.0,142.1097,,
145.2944,True,,3203.3,60,17.4,142.0911,,
145.4036,True,,3300.2,60,12.1,142.1034,,
145.4999,True,,3387.9,60,99.8,142.112,,
145.588,True,,3462.1,60,71.9,142.1259,,
145.6616,True,,3525.6,60,37.7,142.136,,
145.7252,True,,3606.3,60,21.0,142.1189,,
145.8213,True,,3702.3,60,14.0,142.119,,
145.9011,True,,3794.2,60,1.0,142.1069,,
145.9935,True,,3862.4,60,69.3,142.1311,,
146.0614,True,,3944.7,60,53.0,142.1167,,
146.1438,True,,4013.4,60,22.4,142.1304,,
146.2126,True,,4108.5,60,20.0,142.1041,,
146.307,True,,4201.4,60,14.9,142.1056,,
146.3999,True,,4303.3,60,16.2,142.0966,,
146.5019,True,,4408.6,60,17.5,142.0933,,
146.6068,True,,4472.1,60,81.0,142.1347,,
146.6703,True,,4536.8,60,46.7,142.1335,,
146.7348,True,,4609.9,60,21.3,142.1249,,
146.8075,True,,4701.4,60,12.0,142.1061,,
146.8993,True,,4794.8,60,9.9,142.1045,,
146.9933,True,,4903.2,60,14.5,142.0901,,
147.1017,True,,4975.6,60,86.9,142.1261,,
147.1739,True,,5044.3,60,51.0,142.1296,,
147.2423,True,,5118.3,60,22.7,142.124,,
147.3159,True,,5197.5,60,2.9,142.1184,,
147.3954,True,,5273.0,60,78.4,142.1224,,
147.4707,True,,5362.5,60,70.7,142.1082,,
147.5602,True,,5444.5,60,54.4,142.1157,,
147.6419,True,,5520.7,60,28.2,142.1212,,
147.7364,True,,5631.4,60,43.4,142.105,,
147.829,True,,5720.3,60,29.9,142.1087,,
147.9177,True,,5799.1,60,4.7,142.1186,,
147.9969,True,,5875.5,60,81.0,142.1214,,
148.0732,True,,5950.0,60,58.9,142.1232,,
148.1472,True,,6046.2,60,54.8,142.101,,
148.2436,True,,6118.8,60,29.1,142.1248,,
148.3161,True,,6192.7,60,6.2,142.1234,,
148.3894,True,,6259.0,60,72.4,142.1304,,
148.4564,True,,6322.8,60,34.1,142.1336,,
148.5195,True,,6394.1,60,8.3,142.1254,,
148.591,True,,6458.0,60,72.2,142.133,,
148.6551,True,,6544.6,60,57.6,142.1105,,
148.7414,True,,6615.0,60,27.1,142.1264,,
148.812,True,,6679.7,60,91.7,142.1323,,
148.8764,True,,6743.1,60,53.4,142.1333,,
148.9401,True,,6823.2,60,35.6,142.1169,,
149.0202,True,,6907.7,60,18.0,142.1125,,
149.1043,True,,6981.2,60,91.5,142.1231,,
149.1793,True,,7048.2,60,54.4,142.1311,,
149.2454,True,,7125.4,60,34.4,142.12,,
149.322,True,,7195.0,60,4.8,142.127,,
149.4099,True,,7301.4,60,15.0,142.1085,,
149.498,True,,7393.1,60,4.1,142.1049,,
149.5896,True,,7473.8,60,84.7,142.1158,,
149.6705,True,,7540.2,60,52.8,142.1303,,
149.7366,True,,7613.7,60,27.0,142.1229,,
149.81,True,,7700.6,60,12.2,142.1094,,
149.897,True,,7775.8,60,87.5,142.1212,,
149.9725,True,,7836.3,60,49.9,142.1362,,
150.0331,True,,7907.5,60,16.9,142.1256,,
150.1041,True,,8002.2,60,9.6,142.1019,,
150.1992,True,,8075.8,60,83.2,142.1234,,
150.2727,True,,8158.8,60,61.8,142.1139,,
150.3553,True,,8256.1,60,64.7,142.0992,,
150.4529,True,,8340.5,60,49.6,142.1124,,
150.537,True,,8414.4,60,25.7,142.1226,,
150.6108,True,,8490.1,60,1.7,142.1207,,
150.6863,True,,8576.8,60,88.4,142.1095,,
150.7736,True,,8668.0,60,81.4,142.1056,,
150.8646,True,,8736.3,60,47.8,142.1283,,
150.9328,True,,8821.0,60,30.5,142.1118,,
151.0175,True,,8940.4,60,53.3,142.0771,,
151.1372,True,,9016.4,60,28.2,142.1208,,
151.213,True,,9100.4,60,12.9,142.1126,,
151.3133,True,,9185.6,60,98.1,142.1277,,
151.3824,True,,9249.9,60,62.8,142.1325,,
151.4469,True,,9315.5,60,25.9,142.1314,,
151.5126,True,,9400.4,60,12.4,142.1122,,
151.597,True,,9494.5,60,8.0,142.1025,,
151.6915,True,,9563.7,60,77.2,142.1278,,
151.7604,True,,9633.6,60,43.4,142.1268,,
151.8302,True,,9706.4,60,14.3,142.1238,,
151.9033,True,,9785.7,60,93.5,142.1176,,
151.9833,True,,9881.8,60,85.4,142.1015,,
152.0784,True,,9963.7,60,66.9,142.1147,,
152.1608,True,,10047.7,60,50.1,142.1131,,
152.2448,True,,10175.8,60,75.7,142.069,,
152.3729,True,,10265.6,60,65.0,142.1073,,
152.4635,True,,10357.5,60,56.6,142.106,,
152.5549,True,,34.0,61,47.4,152.5209,10.3808,1
152.6394,True,,117.1,61,28.9,152.5223,,
152.7227,True,,199.7,61,20.2,152.523,,
152.8052,True,,278.1,61,98.5,152.5271,,
152.8835,True,,379.1,61,95.5,152.5044,,
152.9853,True,,479.5,61,93.0,152.5058,,
153.085,True,,552.5,61,67.3,152.5325,,
153.1875,True,,658.4,61,71.5,152.5291,,
153.2647,True,,742.1,61,55.7,152.5226,,
153.3483,True,,828.1,61,42.1,152.5202,,
153.4343,True,,9.1,62,22.5,153.4252,0.9043,1
153.5141,True,,88.4,62,5.1,153.4257,,
153.5938,True,,163.8,62,80.5,153.43,,
153.6701,True,,240.5,62,53.5,153.4296,,
153.746,True,,319.0,62,34.7,153.427,,
153.8247,True,,398.8,62,18.8,153.4259,,
153.9039,True,,493.1,62,14.4,153.4108,,
153.9985,True,,574.6,62,96.0,153.4239,,
154.08,True,,657.6,62,78.5,153.4224,,
154.1639,True,,725.1,62,43.2,153.4388,,
154.2305,True,,800.8,62,21.5,153.4297,,
154.3065,True,,882.9,62,103.6,153.4236,,
154.3887,True,,961.1,62,74.7,153.4276,,
154.4673,True,,1045.1,62,51.0,153.4222,,
154.5521,True,,1131.5,62,37.8,153.4206,,
154.6377,True,,1240.0,62,50.8,153.3977,,
154.7461,True,,20.8,63,37.6,154.7253,1.3001,1
154.8369,True,,112.3,63,25.6,154.7246,,
154.9291,True,,207.2,63,25.2,154.7219,,
155.0234,True,,292.6,63,13.3,154.7308,,
155.1317,True,,391.2,63,13.9,154.7405,,
155.2075,True,,473.3,63,95.9,154.7342,,
155.2894,True,,552.8,63,69.7,154.7366,,
155.3697,True,,637.1,63,51.5,154.7326,,
155.4539,True,,713.9,63,39.4,154.74,,
155.5305,True,,793.0,63,14.9,154.7375,,
155.6093,True,,873.9,63,95.8,154.7354,,
155.6907,True,,953.9,63,75.3,154.7368,,
155.7711,True,,1029.8,63,49.0,154.7413,,
155.8468,True,,1111.2,63,33.2,154.7356,,
155.9279,True,,1205.5,63,28.5,154.7224,,
156.0223,True,,1296.0,63,23.6,154.7263,,
156.1127,True,,1402.2,63,23.1,154.7105,,
156.2193,True,,1485.0,63,12.3,154.7343,,
156.3021,True,,1579.4,63,10.1,154.7227,,
156.3969,True,,1669.4,63,100.1,154.7275,,
156.4866,True,,1757.1,63,84.9,154.7295,,
156.5745,True,,1830.1,63,57.0,154.7444,,
156.6479,True,,1909.1,63,35.8,154.7388,,
156.7266,True,,1987.4,63,12.1,154.7392,,
156.805,True,,2065.2,63,89.9,154.7398,,
156.9045,True,,2161.3,63,88.4,154.7432,,
156.9792,True,,2226.8,63,46.4,154.7524,,
157.0446,True,,2297.4,63,27.1,154.7472,,
157.1152,True,,2375.4,63,0.4,154.7398,,
157.1936,True,,2441.9,63,66.8,154.7517,,
157.2599,True,,2515.4,63,44.4,154.7445,,
157.3331,True,,2593.1,63,25.7,154.74,,
157.4113,True,,2693.3,63,10.6,154.718,,
157.512,True,,2778.7,63,96.0,154.7333,,
157.5973,True,,2873.0,63,90.9,154.7243,,
157.6914,True,,2973.4,63,93.7,154.718,,
157.7931,True,,3040.1,63,45.1,154.753,,
157.8589,True,,3114.3,63,14.6,154.7446,,
157.9326,True,,3205.2,63,10.5,154.7274,,
158.0236,True,,3288.9,63,1.0,154.7347,,
158.1071,True,,3357.9,63,70.1,154.7492,,
158.1766,True,,3444.0,63,64.6,154.7326,,
158.2625,True,,3520.6,63,37.7,154.7419,,
158.3396,True,,3607.6,63,27.5,154.732,,
158.4265,True,,3676.1,63,96.0,154.7504,,
158.4949,True,,3771.6,63,91.8,154.7233,,
158.5905,True,,3838.0,63,59.2,154.7525,,
158.6569,True,,3903.8,63,28.2,154.7531,,
158.7373,True,,3976.3,63,100.7,154.761,,
158.7953,True,,4056.9,63,71.4,154.7384,,
158.877,True,,4119.6,63,26.4,154.7574,,
158.9393,True,,4180.2,63,87.0,154.7591,,
159.0,True,,4242.2,63,51.5,154.7578,,
159.062,True,,4334.3,63,50.4,154.7277,,
159.1545,True,,4391.8,63,11.4,154.7627,,
159.2114,True,,4461.3,63,80.8,154.7501,,
159.281,True,,4518.1,63,38.4,154.7629,,
159.3379,True,,4588.7,63,8.2,154.7492,,
159.4082,True,,4637.9,63,57.5,154.7703,,
159.458,True,,4692.2,63,12.8,154.7658,,
159.5127,True,,4742.1,63,62.7,154.7706,,
159.5623,True,,4793.7,63,15.3,154.7686,,
159.6135,True,,4864.4,63,86.0,154.7491,,
159.6847,True,,21.5,64,35.6,159.6632,4.9379,1
159.735,True,,98.5,64,14.3,159.6365,,
159.8124,True,,145.9,64,61.8,159.6665,,
159.8598,True,,220.0,64,34.8,159.6398,,
159.934,True,,288.2,64,6.9,159.6458,,
160.0021,True,,371.6,64,90.3,159.6305,,
160.0856,True,,469.5,64,88.3,159.6161,,
160.1988,True,,544.2,64,60.6,159.6546,,
160.2584,True,,609.4,64,28.4,159.649,,
160.324,True,,658.0,64,77.0,159.666,,
160.3728,True,,718.9,64,37.2,159.6539,,
160.4332,True,,769.0,64,87.2,159.6642,,
160.4838,True,,834.0,64,49.7,159.6498,,
160.5482,True,,9.0,65,22.3,160.5392,0.876,1
160.6171,True,,67.2,65,80.5,160.5499,,
160.6751,True,,134.9,65,43.8,160.5402,,
160.743,True,,187.1,65,96.0,160.5559,,
160.7957,True,,236.1,65,45.9,160.5596,,
160.8443,True,,320.2,65,28.0,160.5241,,
160.9283,True,,383.8,65,91.5,160.5445,,
160.9926,True,,444.5,65,54.9,160.5481,,
161.0536,True,,505.8,65,18.1,160.5478,,
161.1148,True,,552.4,65,64.7,160.5624,,
161.1615,True,,604.8,65,15.1,160.5567,,
161.2137,True,,679.1,65,89.4,160.5346,,
161.288,True,,745.6,65,52.5,160.5424,,
161.3548,True,,800.0,65,8.1,160.5548,,
161.4086,True,,864.2,65,72.3,160.5444,,
161.4735,True,,31.7,66,45.2,161.4418,0.9026,1
161.5544,True,,108.3,66,18.9,161.4461,,
161.6183,True,,204.1,66,14.7,161.4142,,
161.7143,True,,273.6,66,84.3,161.4407,,
161.7843,True,,341.8,66,47.6,161.4425,,
161.8519,True,,413.1,66,25.1,161.4388,,
161.9235,True,,459.6,66,71.6,161.4639,,
161.9708,True,,512.1,66,22.9,161.4587,,
162.0228,True,,588.5,66,2.5,161.4343,,
162.099,True,,673.6,66,87.7,161.4254,,
162.1844,True,,722.0,66,30.3,161.4624,,
162.2327,True,,789.4,66,97.7,161.4433,,
162.3003,True,,847.4,66,55.6,161.4529,,
162.3583,True,,899.8,66,9.1,161.4585,,
162.4109,True,,45.1,67,57.5,162.3658,0.924,1
162.4598,True,,130.3,67,43.0,162.3295,,
162.5452,True,,201.3,67,14.7,162.3439,,
162.6156,True,,283.2,67,96.6,162.3324,,
162.6977,True,,348.3,67,60.3,162.3494,,
162.7628,True,,411.3,67,26.0,162.3515,,
162.8262,True,,475.4,67,90.1,162.3508,,
162.8904,True,,525.1,67,38.3,162.3653,,
162.94,True,,577.9,67,91.1,162.3621,,
162.9928,True,,628.4,67,36.8,162.3644,,
163.0575,True,,695.2,67,9.9,162.3623,,
163.1102,True,,741.7,67,56.4,162.3685,,
163.157,True,,793.3,67,7.9,162.3637,,
163.2084,True,,863.7,67,78.2,162.3447,,
163.2796,True,,931.4,67,44.9,162.3482,,
163.3466,True,,10.7,68,22.9,163.3359,0.9701,1
163.4249,True,,84.7,68,96.8,163.3402,,
163.4977,True,,131.9,68,41.6,163.3658,,
163.5449,True,,195.1,68,5.9,163.3498,,
163.6083,True,,254.1,68,64.9,163.3542,,
