wall_utc,monotonic_s,cycle,session_state,hb_value,hb_running,HmiTractionRequest,HmiSteerRequest,HmiForkRequest,HmiTeleopRequest,HmiResetRequest,HmiDriveModeRequest,HmiProcessStopRequest,write_rtt_ms,since_last_good_write_ms,page_state,page_age_ms
2026-08-05T12:06:29.749+00:00,195324.4081,1,CONNECTED,1,True,0.0,0.0,0.0,False,False,0,True,1.68,0.1,LIVE,36.4
2026-08-05T12:06:29.862+00:00,195324.5215,2,CONNECTED,2,True,0.0,0.0,0.0,False,False,0,True,1.446,0.1,LIVE,14.1
2026-08-05T12:06:29.956+00:00,195324.6152,3,CONNECTED,3,True,0.0,0.0,0.0,False,False,0,True,1.144,0.1,LIVE,31.1
2026-08-05T12:06:30.052+00:00,195324.7101,4,CONNECTED,4,True,0.0,0.0,0.0,False,False,0,True,2.31,0.1,LIVE,0.4
2026-08-05T12:06:30.162+00:00,195324.8211,5,CONNECTED,5,True,0.0,0.0,0.0,False,False,0,True,1.467,0.1,LIVE,110.6
2026-08-05T12:06:30.256+00:00,195324.9149,6,CONNECTED,6,True,0.0,0.0,0.0,False,False,0,True,1.813,0.1,LIVE,0.6
2026-08-05T12:06:30.350+00:00,195325.0092,7,CONNECTED,7,True,0.0,0.0,0.0,False,False,0,True,1.328,0.1,LIVE,94.5
2026-08-05T12:06:30.459+00:00,195325.1184,8,CONNECTED,8,True,0.0,0.0,0.0,False,False,0,True,1.451,0.1,LIVE,15.9
2026-08-05T12:06:30.551+00:00,195325.2103,9,CONNECTED,9,True,0.0,0.0,0.0,False,False,0,True,1.254,0.1,LIVE,15.8
2026-08-05T12:06:30.662+00:00,195325.3209,10,CONNECTED,10,True,0.0,0.0,0.0,False,False,0,False,1.355,0.1,LIVE,19.0
2026-08-05T12:06:30.755+00:00,195325.4145,11,CONNECTED,11,True,0.0,0.0,0.0,False,False,0,False,1.317,0.1,LIVE,112.5
2026-08-05T12:06:30.864+00:00,195325.523,12,CONNECTED,12,True,0.0,0.0,0.0,False,False,0,False,1.52,0.1,LIVE,13.7
2026-08-05T12:06:30.956+00:00,195325.6153,13,CONNECTED,13,True,0.0,0.0,0.0,False,False,0,False,1.399,0.1,LIVE,105.8
2026-08-05T12:06:31.065+00:00,195325.7244,14,CONNECTED,14,True,0.0,0.0,0.0,False,False,0,False,1.378,0.1,LIVE,15.8
2026-08-05T12:06:31.157+00:00,195325.8168,15,CONNECTED,15,True,0.0,0.0,0.0,False,False,0,False,1.129,0.1,LIVE,107.9
2026-08-05T12:06:31.251+00:00,195325.9099,16,CONNECTED,16,True,0.0,0.0,0.0,False,False,0,False,1.655,0.1,LIVE,201.6
2026-08-05T12:06:31.360+00:00,195326.0195,17,CONNECTED,17,True,0.0,0.0,0.0,False,True,0,False,1.285,0.1,LIVE,106.8
2026-08-05T12:06:31.454+00:00,195326.1128,18,CONNECTED,18,True,0.0,0.0,0.0,False,True,0,False,2.126,0.1,LIVE,0.4
2026-08-05T12:06:31.563+00:00,195326.2219,19,CONNECTED,19,True,0.0,0.0,0.0,False,True,0,False,1.531,0.1,LIVE,108.9
2026-08-05T12:06:31.657+00:00,195326.3159,20,CONNECTED,20,True,0.0,0.0,0.0,False,True,0,False,1.867,0.1,LIVE,203.2
2026-08-05T12:06:31.751+00:00,195326.4103,21,CONNECTED,21,True,0.0,0.0,0.0,False,True,0,False,1.171,0.1,LIVE,93.3
2026-08-05T12:06:31.862+00:00,195326.5216,22,CONNECTED,22,True,0.0,0.0,0.0,False,True,0,False,1.471,0.1,LIVE,15.5
2026-08-05T12:06:31.957+00:00,195326.6159,23,CONNECTED,23,True,0.0,0.0,0.0,False,True,0,False,1.663,0.1,LIVE,110.0
2026-08-05T12:06:32.050+00:00,195326.7092,24,CONNECTED,24,True,0.0,0.0,0.0,False,True,0,False,1.497,0.1,LIVE,203.1
2026-08-05T12:06:32.158+00:00,195326.8175,25,CONNECTED,25,True,0.0,0.0,0.0,False,True,0,False,1.546,0.1,LIVE,107.6
2026-08-05T12:06:32.253+00:00,195326.9119,26,CONNECTED,26,True,0.0,0.0,0.0,False,False,1,False,1.472,0.1,LIVE,7.8
2026-08-05T12:06:32.364+00:00,195327.0229,27,CONNECTED,27,True,0.0,0.0,0.0,False,False,1,False,1.982,0.1,LIVE,0.4
2026-08-05T12:06:32.458+00:00,195327.1168,28,CONNECTED,28,True,0.0,0.0,0.0,False,False,1,False,1.531,0.1,LIVE,93.9
2026-08-05T12:06:32.551+00:00,195327.2103,29,CONNECTED,29,True,0.0,0.0,0.0,False,False,1,False,1.296,0.1,LIVE,30.9
2026-08-05T12:06:32.659+00:00,195327.3183,30,CONNECTED,30,True,0.0,0.0,0.0,False,False,1,False,1.666,0.1,LIVE,15.3
2026-08-05T12:06:32.752+00:00,195327.4113,31,CONNECTED,31,True,0.0,0.0,0.0,False,False,1,False,1.511,0.1,LIVE,78.0
2026-08-05T12:06:32.860+00:00,195327.5188,32,CONNECTED,32,True,0.0,0.0,0.0,False,False,1,False,1.472,0.1,LIVE,15.6
2026-08-05T12:06:32.953+00:00,195327.6121,33,CONNECTED,33,True,0.0,0.0,0.0,False,False,1,False,1.347,0.1,LIVE,108.9
2026-08-05T12:06:33.061+00:00,195327.7198,34,CONNECTED,34,True,0.0,0.0,0.0,False,False,1,False,1.541,0.1,LIVE,15.3
2026-08-05T12:06:33.155+00:00,195327.8142,35,CONNECTED,35,True,0.0,0.0,0.0,False,False,1,False,1.3,0.1,LIVE,15.9
2026-08-05T12:06:33.250+00:00,195327.9084,36,CONNECTED,36,True,0.0,0.0,0.0,False,False,1,False,2.238,0.2,LIVE,111.1
2026-08-05T12:06:33.355+00:00,195328.0146,37,CONNECTED,37,True,0.0,0.0,0.0,False,False,1,False,1.324,0.1,LIVE,60.8
2026-08-05T12:06:33.465+00:00,195328.1234,38,CONNECTED,38,True,0.0,0.0,0.0,False,False,1,False,1.838,0.1,LIVE,15.6
2026-08-05T12:06:33.559+00:00,195328.2183,39,CONNECTED,39,True,0.0,0.0,0.0,False,False,1,False,1.338,0.1,LIVE,110.0
2026-08-05T12:06:33.653+00:00,195328.3115,40,CONNECTED,40,True,0.0,0.0,0.0,False,False,1,False,2.028,0.1,LIVE,0.5
2026-08-05T12:06:33.761+00:00,195328.42,41,CONNECTED,41,True,0.0,0.0,0.0,False,False,1,False,2.138,0.1,LIVE,1.1
2026-08-05T12:06:33.854+00:00,195328.5134,42,CONNECTED,42,True,0.0,0.0,0.0,False,False,1,False,1.669,0.1,LIVE,94.1
2026-08-05T12:06:33.963+00:00,195328.6222,43,CONNECTED,43,True,0.0,0.0,0.0,False,False,1,False,1.555,0.1,LIVE,46.9
2026-08-05T12:06:34.056+00:00,195328.7151,44,CONNECTED,44,True,0.0,0.0,0.0,False,False,1,False,1.614,0.1,LIVE,139.9
2026-08-05T12:06:34.150+00:00,195328.8094,45,CONNECTED,45,True,0.0,0.0,0.0,False,False,1,False,1.513,0.1,LIVE,79.2
2026-08-05T12:06:34.261+00:00,195328.9199,46,CONNECTED,46,True,0.0,0.0,0.0,False,False,1,False,1.55,0.1,LIVE,14.9
2026-08-05T12:06:34.354+00:00,195329.0132,47,CONNECTED,47,True,0.0,0.0,0.0,False,False,1,False,1.38,0.1,LIVE,108.1
2026-08-05T12:06:34.463+00:00,195329.1218,48,CONNECTED,48,True,0.0,0.0,0.0,False,False,1,False,1.562,0.1,LIVE,14.8
2026-08-05T12:06:34.555+00:00,195329.2145,49,CONNECTED,49,True,0.0,0.0,0.0,False,False,1,False,1.6,0.1,LIVE,15.8
2026-08-05T12:06:34.663+00:00,195329.3227,50,CONNECTED,50,True,0.0,0.0,0.0,False,False,1,False,1.392,0.1,LIVE,14.9
2026-08-05T12:06:34.757+00:00,195329.4163,51,CONNECTED,51,True,0.0,0.0,0.0,False,False,1,False,1.327,0.1,LIVE,62.8
2026-08-05T12:06:34.852+00:00,195329.511,52,CONNECTED,52,True,0.0,0.0,0.0,False,False,1,False,2.068,0.1,LIVE,0.4
2026-08-05T12:06:34.961+00:00,195329.62,53,CONNECTED,53,True,0.0,0.0,0.0,False,False,1,False,1.398,0.1,LIVE,107.7
2026-08-05T12:06:35.054+00:00,195329.7134,54,CONNECTED,54,True,0.0,0.0,0.0,False,False,1,False,1.477,0.1,LIVE,46.3
2026-08-05T12:06:35.162+00:00,195329.8216,55,CONNECTED,55,True,0.0,0.0,0.0,False,False,1,False,1.375,0.1,LIVE,107.7
2026-08-05T12:06:35.254+00:00,195329.9128,56,CONNECTED,56,True,0.0,0.0,0.0,False,False,1,False,1.601,0.1,LIVE,199.1
2026-08-05T12:06:35.362+00:00,195330.0209,57,CONNECTED,57,True,0.0,0.0,0.0,False,False,1,False,1.545,0.1,LIVE,107.5
2026-08-05T12:06:35.454+00:00,195330.1135,58,CONNECTED,58,True,0.0,0.0,0.0,False,False,1,False,1.706,0.1,LIVE,200.2
2026-08-05T12:06:35.563+00:00,195330.2227,59,CONNECTED,59,True,0.0,0.0,0.0,False,False,1,False,1.46,0.1,LIVE,108.4
2026-08-05T12:06:35.658+00:00,195330.3174,60,CONNECTED,60,True,0.0,0.0,0.0,False,False,1,False,1.801,0.1,LIVE,8.4
