# measure_pose_arrivals run3b moving, 14 s legs at 0.35 m/s url=http://127.0.0.1:8088/monitor/state?serial=F001 rate=20.0 seconds=240.0 moving_speed=0.1
t_s,reachable,reason,pose_age_ms,pose_count,obstacles_age_ms,x_m,y_m,yaw_rad,arrival_s,interval_s,messages_in_interval,interval_m,interval_rad
2.4858,True,,12167.1,259,38.4,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6813,,,,
2.5562,True,,12216.5,259,87.8,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6603,,,,
2.6059,True,,12267.2,259,35.6,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6613,,,,
2.656,True,,12340.2,259,10.1,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6842,,,,
2.7289,True,,12397.9,259,67.8,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.669,,,,
2.7863,True,,12448.4,259,19.4,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6621,,,,
2.8373,True,,12510.9,259,81.8,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6736,,,,
2.8996,True,,12561.1,259,31.9,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6615,,,,
2.9495,True,,12612.3,259,83.2,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6628,,,,
3.0004,True,,12674.4,259,47.0,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.674,,,,
3.0625,True,,12726.2,259,98.8,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6637,,,,
3.1155,True,,12794.5,259,66.1,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.679,,,,
3.1824,True,,12847.0,259,18.5,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6646,,,,
3.235,True,,12907.1,259,78.6,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6721,,,,
3.2949,True,,12976.2,259,43.7,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6813,,,,
3.3638,True,,13027.4,259,95.0,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6636,,,,
3.4149,True,,13071.8,259,41.0,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6569,,,,
3.4592,True,,13145.4,259,18.0,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6862,,,,
3.5326,True,,13241.0,259,14.3,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.7084,,,,
3.628,True,,13290.2,259,63.5,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6622,,,,
3.6907,True,,13380.0,259,51.3,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6893,,,,
3.7664,True,,13442.3,259,14.1,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6759,,,,
3.8287,True,,13487.5,259,59.4,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6588,,,,
3.8741,True,,13552.9,259,25.6,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6788,,,,
3.9394,True,,13598.8,259,71.4,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6594,,,,
3.9853,True,,13658.7,259,32.0,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6734,,,,
4.0451,True,,13722.2,259,95.5,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6771,,,,
4.1086,True,,13785.0,259,56.1,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6764,,,,
4.1716,True,,13838.4,259,10.7,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6668,,,,
4.2248,True,,13887.8,259,60.1,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.663,,,,
4.2738,True,,13937.9,259,7.7,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6641,,,,
4.3234,True,,14003.3,259,73.1,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6799,,,,
4.3894,True,,14065.1,259,36.6,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6757,,,,
4.4511,True,,14135.5,259,6.8,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6844,,,,
4.5208,True,,14180.9,259,52.2,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6601,,,,
4.5665,True,,14251.2,259,24.9,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6847,,,,
4.6367,True,,14299.2,259,72.9,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6625,,,,
4.6847,True,,14349.3,259,19.6,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6646,,,,
4.7345,True,,14422.3,259,92.5,6.150282052741201,12.507580912303922,-0.8024384757311526,-9.6878,,,,
4.808,True,,40.4,260,53.3,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7676,,,,
4.8667,True,,92.0,260,4.2,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7747,,,,
4.9182,True,,158.0,260,70.1,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7602,,,,
4.9998,True,,243.5,260,55.2,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7563,,,,
5.0704,True,,321.5,260,35.7,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7489,,,,
5.1481,True,,369.5,260,83.8,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7786,,,,
5.1958,True,,445.9,260,58.6,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7499,,,,
5.2722,True,,498.5,260,12.7,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7737,,,,
5.3246,True,,573.5,260,87.7,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7511,,,,
5.4,True,,646.9,260,56.8,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7531,,,,
5.4729,True,,697.3,260,7.7,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7756,,,,
5.5234,True,,794.5,260,9.4,6.336806697322209,12.30458908185738,-0.7766272862030832,4.7289,,,,
5.6237,True,,74.2,261,89.3,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5495,0.782,1,0.2481,0.0064
5.7,True,,156.6,261,67.1,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5434,,,,
5.7824,True,,240.4,261,40.6,6.506077352440067,12.123157076022707,-0.7702298298028514,5.542,,,,
5.8658,True,,334.3,261,46.0,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5315,,,,
5.9597,True,,404.0,261,17.9,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5557,,,,
6.0294,True,,468.1,261,82.0,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5613,,,,
6.0938,True,,516.0,261,28.5,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5778,,,,
6.1413,True,,584.5,261,97.0,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5568,,,,
6.2099,True,,649.5,261,62.5,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5604,,,,
6.2749,True,,716.1,261,24.2,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5588,,,,
6.3415,True,,795.2,261,4.9,6.506077352440067,12.123157076022707,-0.7702298298028514,5.5463,,,,
6.4205,True,,41.8,262,54.1,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3787,0.8292,1,0.2636,0.0282
6.4694,True,,102.8,262,14.4,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3666,,,,
6.5431,True,,178.4,262,90.1,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3647,,,,
6.6062,True,,240.4,262,52.7,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3658,,,,
6.6681,True,,292.4,262,4.0,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3757,,,,
6.7197,True,,396.8,262,11.0,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3229,,,,
6.824,True,,458.7,262,72.9,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3653,,,,
6.8864,True,,508.4,262,21.6,6.695183787804168,11.939490192115223,-0.7984643230888292,6.378,,,,
6.9359,True,,578.0,262,91.2,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3579,,,,
7.0054,True,,646.5,262,62.0,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3589,,,,
7.0738,True,,696.3,262,8.6,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3775,,,,
7.1237,True,,756.1,262,68.4,6.695183787804168,11.939490192115223,-0.7984643230888292,6.3676,,,,
7.1839,True,,7.2,263,19.9,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1767,0.798,1,0.3469,0.0003
7.2347,True,,75.5,263,88.2,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1592,,,,
7.3031,True,,132.7,263,43.9,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1704,,,,
7.3604,True,,205.5,263,18.8,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1549,,,,
7.4334,True,,278.0,263,91.3,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1554,,,,
7.5054,True,,344.7,263,52.4,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1607,,,,
7.5722,True,,398.7,263,4.5,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1735,,,,
7.6261,True,,445.0,263,50.8,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1811,,,,
7.6724,True,,513.9,263,24.4,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1585,,,,
7.7417,True,,586.5,263,97.0,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1552,,,,
7.8143,True,,655.8,263,66.6,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1585,,,,
7.8838,True,,708.9,263,15.8,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1749,,,,
7.9495,True,,779.7,263,86.7,6.961298592597262,11.716903676625948,-0.7987663241181094,7.1698,,,,
8.007,True,,26.7,264,39.7,7.129487153315894,11.557168614723041,-0.7788175477641445,7.9803,0.8035,1,0.232,0.0199
8.0565,True,,94.7,264,0.6,7.129487153315894,11.557168614723041,-0.7788175477641445,7.9618,,,,
8.1247,True,,148.5,264,54.4,7.129487153315894,11.557168614723041,-0.7788175477641445,7.9762,,,,
8.1783,True,,207.1,264,5.4,7.129487153315894,11.557168614723041,-0.7788175477641445,7.9712,,,,
8.2368,True,,259.8,264,58.1,7.129487153315894,11.557168614723041,-0.7788175477641445,7.977,,,,
8.2898,True,,324.0,264,28.0,7.129487153315894,11.557168614723041,-0.7788175477641445,7.9658,,,,
8.3542,True,,397.7,264,4.8,7.129487153315894,11.557168614723041,-0.7788175477641445,7.9565,,,,
