wall_utc,monotonic_s,cycle,session_state,hb_value,hb_running,HmiTractionRequest,HmiSteerRequest,HmiForkRequest,HmiTeleopRequest,HmiResetRequest,HmiDriveModeRequest,HmiProcessStopRequest,write_rtt_ms,since_last_good_write_ms,page_state,page_age_ms
2026-08-06T14:01:47.268+00:00,288641.473,1,CONNECTED,1,True,0.0,0.0,0.0,False,False,0,True,3.052,0.1,LIVE,37.8
2026-08-06T14:01:47.390+00:00,288641.5962,2,CONNECTED,2,True,0.0,0.0,0.0,False,False,0,True,1.642,0.1,LIVE,17.9
2026-08-06T14:01:47.471+00:00,288641.677,3,CONNECTED,3,True,0.0,0.0,0.0,False,False,0,True,1.541,0.1,LIVE,98.6
2026-08-06T14:01:47.578+00:00,288641.7841,4,CONNECTED,4,True,0.0,0.0,0.0,False,False,0,True,1.443,0.1,LIVE,47.3
2026-08-06T14:01:47.672+00:00,288641.8788,5,CONNECTED,5,True,0.0,0.0,0.0,False,False,0,True,1.429,0.1,LIVE,94.4
2026-08-06T14:01:47.779+00:00,288641.9859,6,CONNECTED,6,True,0.0,0.0,0.0,False,False,0,True,1.506,0.1,LIVE,15.1
2026-08-06T14:01:47.873+00:00,288642.079,7,CONNECTED,7,True,0.0,0.0,0.0,False,False,0,True,2.198,0.1,LIVE,108.9
2026-08-06T14:01:47.980+00:00,288642.1866,8,CONNECTED,8,True,0.0,0.0,0.0,False,False,0,True,1.218,0.1,LIVE,14.7
2026-08-06T14:01:48.072+00:00,288642.2785,9,CONNECTED,9,True,0.0,0.0,0.0,False,False,0,True,1.363,0.1,LIVE,106.8
2026-08-06T14:01:48.181+00:00,288642.3879,10,CONNECTED,10,True,0.0,0.0,0.0,False,False,0,True,1.488,0.1,LIVE,15.2
2026-08-06T14:01:48.273+00:00,288642.48,11,CONNECTED,11,True,0.0,0.0,0.0,False,False,0,True,1.339,0.1,LIVE,15.3
2026-08-06T14:01:48.382+00:00,288642.5879,12,CONNECTED,12,True,0.0,0.0,0.0,False,False,0,False,2.035,0.1,LIVE,17.0
2026-08-06T14:01:48.473+00:00,288642.6796,13,CONNECTED,13,True,0.0,0.0,0.0,False,False,0,False,1.482,0.1,LIVE,108.2
2026-08-06T14:01:48.580+00:00,288642.7869,14,CONNECTED,14,True,0.0,0.0,0.0,False,False,0,False,1.345,0.1,LIVE,14.9
2026-08-06T14:01:48.672+00:00,288642.8788,15,CONNECTED,15,True,0.0,0.0,0.0,False,False,0,False,1.405,0.1,LIVE,106.9
2026-08-06T14:01:48.781+00:00,288642.9878,16,CONNECTED,16,True,0.0,0.0,0.0,False,False,0,False,1.426,0.1,LIVE,14.7
2026-08-06T14:01:48.875+00:00,288643.0811,17,CONNECTED,17,True,0.0,0.0,0.0,False,False,0,False,1.929,0.1,LIVE,108.5
