# measure_pose_arrivals run4 moving SLOW, 30 s legs at 0.15 m/s url=http://127.0.0.1:8088/monitor/state?serial=F001 rate=20.0 seconds=240.0 moving_speed=0.05
t_s,reachable,reason,pose_age_ms,pose_count,obstacles_age_ms,x_m,y_m,yaw_rad,arrival_s,interval_s,messages_in_interval,interval_m,interval_rad
0.989,True,,9686.4,366,88.6,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6974,,,,
1.0638,True,,9736.5,366,33.4,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6727,,,,
1.1137,True,,9815.4,366,15.7,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.7017,,,,
1.1927,True,,9894.2,366,94.4,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.7015,,,,
1.2719,True,,9960.3,366,61.7,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6884,,,,
1.3379,True,,10031.4,366,32.3,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6935,,,,
1.4234,True,,10110.3,366,7.6,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6869,,,,
1.4881,True,,10158.9,366,56.2,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6708,,,,
1.5369,True,,10212.2,366,9.7,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6753,,,,
1.5896,True,,10280.2,366,77.7,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6906,,,,
1.6582,True,,10330.5,366,30.3,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6723,,,,
1.7083,True,,10406.1,366,4.0,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6978,,,,
1.7846,True,,10461.5,366,59.4,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6769,,,,
1.8394,True,,10526.0,366,16.4,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6866,,,,
1.9047,True,,10590.0,366,80.4,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6853,,,,
1.9686,True,,10660.4,366,59.5,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6918,,,,
2.0392,True,,10744.0,366,38.8,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.7048,,,,
2.1221,True,,10792.7,366,87.4,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6706,,,,
2.1713,True,,10857.1,366,54.5,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6858,,,,
2.236,True,,10930.1,366,28.3,6.307520430323954,12.203721368365109,-0.7324777628469598,-8.6941,,,,
