wall_utc,monotonic_s,active_sessions,BridgeHeartbeat,ConveyorBeltPosition,ConveyorBeltSpeed,ProductSensorRange,PanelStartPressed,PanelResetPressed,PanelStopCircuitClosed,PanelProcessStopCircuitClosed,ConveyorSpeedCommand,ForkliftForkHeight,ForkliftLinearSpeed,ForkliftObstacleInStopZone,ForkliftObstacleMinDistance,ForkliftTractionSpeedRef,ForkliftSteerAngleRef,ForkliftForkSpeedRef,HmiTractionRequest,HmiSteerRequest,HmiForkRequest,HmiTeleopRequest,HmiResetRequest,HmiHeartbeat
2026-07-29T06:16:45.148+00:00,130913.533,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,2
2026-07-29T06:16:45.354+00:00,130913.74,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,4
2026-07-29T06:16:45.566+00:00,130913.952,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,6
2026-07-29T06:16:45.777+00:00,130914.162,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,8
2026-07-29T06:16:45.988+00:00,130914.373,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,10
2026-07-29T06:16:46.192+00:00,130914.578,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,13
2026-07-29T06:16:46.400+00:00,130914.786,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,15
2026-07-29T06:16:46.605+00:00,130914.99,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,17
2026-07-29T06:16:46.809+00:00,130915.194,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,19
2026-07-29T06:16:47.017+00:00,130915.403,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,21
2026-07-29T06:16:47.220+00:00,130915.606,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,23
2026-07-29T06:16:47.427+00:00,130915.812,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,25
2026-07-29T06:16:47.647+00:00,130916.032,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,27
2026-07-29T06:16:47.853+00:00,130916.238,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,29
2026-07-29T06:16:48.060+00:00,130916.445,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,31
2026-07-29T06:16:48.269+00:00,130916.655,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,33
2026-07-29T06:16:48.476+00:00,130916.862,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,35
2026-07-29T06:16:48.699+00:00,130917.085,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,38
2026-07-29T06:16:48.906+00:00,130917.292,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,40
2026-07-29T06:16:49.112+00:00,130917.497,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,42
2026-07-29T06:16:49.317+00:00,130917.702,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,44
2026-07-29T06:16:49.523+00:00,130917.909,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,46
2026-07-29T06:16:49.728+00:00,130918.114,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,48
2026-07-29T06:16:49.958+00:00,130918.344,2,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,-0.800000011920929,1.1790000200271606,1.0,True,False,50
2026-07-29T06:16:50.162+00:00,130918.548,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:50.366+00:00,130918.751,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:50.575+00:00,130918.961,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:50.782+00:00,130919.168,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:50.988+00:00,130919.374,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:51.191+00:00,130919.577,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:51.398+00:00,130919.783,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:51.606+00:00,130919.992,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:51.813+00:00,130920.199,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:52.025+00:00,130920.411,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:52.230+00:00,130920.616,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
2026-07-29T06:16:52.442+00:00,130920.828,1,0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50
