wall_utc,EStopDemand,ZoneStopDemand,SafetyResetRequired,DriveModeActive,ModeApplied,MotionEnable,SpeedCeiling,TeleopActive,TractionSpeedRef,LinearSpeed,EquipmentPermit,ProcessStopActive,hmi_reset_req,hmi_teleop_req,hmi_traction_req,hmi_mode_req
2026-08-07T10:46:43.745+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:43.998+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:44.247+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:44.511+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:44.757+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:45.005+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:45.245+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:45.499+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:45.747+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:45.994+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:46.246+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:46.494+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:46.750+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:47.017+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:47.262+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:47.513+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:47.761+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:48.013+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:48.291+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,False,0.0,1
2026-08-07T10:46:48.557+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
2026-08-07T10:46:48.811+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
2026-08-07T10:46:49.060+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
2026-08-07T10:46:49.305+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
2026-08-07T10:46:49.556+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.1342499933115634,1
2026-08-07T10:46:49.810+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.558249873682645,1
2026-08-07T10:46:50.058+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.6542500462087042,1
2026-08-07T10:46:50.308+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.6782498858896775,1
2026-08-07T10:46:50.564+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.17424999738057423,1
2026-08-07T10:46:50.826+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.7857501002756857,1
2026-08-07T10:46:51.086+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.8577496193186054,1
2026-08-07T10:46:51.339+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.7137505812327658,1
2026-08-07T10:46:51.597+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.3857500595855774,1
2026-08-07T10:46:51.844+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.32974989112852904,1
2026-08-07T10:46:52.089+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.32974989112852904,1
2026-08-07T10:46:52.333+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.32974989112852904,1
2026-08-07T10:46:52.588+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.32974989112852904,1
2026-08-07T10:46:52.841+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.5617498333485751,1
2026-08-07T10:46:53.087+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.5297499114735831,1
2026-08-07T10:46:53.339+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.2817498048654994,1
2026-08-07T10:46:53.593+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.07824982485451504,1
