pose,regime,condition,k,stamp,reason,abort,exact,cam_range_m,tru_lat_m,tru_range_m,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,valid_frac,seg_ok,refused,candidates,in_window,inlier_frac,roi_u0,roi_u1,roi_v0,roi_v1,seg_width_m,seg_height_m,seg_yaw_rad,t_decode_s,t_classify_s,mast_q_m,mast_stamp,mask_stale,tag_u,tag_v,tag_range_m,tag_z_m,tag_stale,reason_wired,abort_wired,seg_ok_wired,refused_wired,seg_width_wired_m,seg_yaw_wired_rad,t_classify_wired_s
approach_1.00m,close,pocket_blocked,24,471.176000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,2,2563,1.000000,,,,,,,,0.011516,0.071387,0.008236,471.194000,0,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.066608
approach_1.00m,close,pocket_blocked,25,471.242000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,2,2563,1.000000,,,,,,,,0.011923,0.071656,0.008312,471.270000,0,241.710356,112.891428,1.858311,1.721216,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.051122
approach_1.00m,close,pocket_blocked,26,471.308000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,2,2563,1.000000,,,,,,,,0.012403,0.075127,0.008368,471.326000,0,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.066754
approach_1.00m,close,pocket_blocked,27,471.374000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,2,2563,1.000000,,,,,,,,0.012886,0.072301,0.008434,471.392000,0,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.065564
approach_1.00m,close,pocket_blocked,28,471.440000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,2,2563,1.000000,,,,,,,,0.014741,0.072828,0.008510,471.468000,0,241.708923,112.891774,1.858238,1.721147,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.053367
approach_1.00m,close,pocket_blocked,29,471.506000,pallet_absent,1,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,2,2563,1.000000,,,,,,,,0.017014,0.072702,0.008566,471.524000,0,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.064728
approach_1.00m,close,stringer_in_path,0,491.966000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1464,0.620253,,,,,,,,0.013063,0.070876,0.001956,487.306000,1,,,,,,none,0,1,,1.211492,-0.001523,0.000002
approach_1.00m,close,stringer_in_path,1,492.032000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1461,0.602410,,,,,,,,0.011754,0.070451,0.006926,492.276000,0,,,,,,none,0,1,,1.210010,0.000029,0.077823
approach_1.00m,close,stringer_in_path,2,492.098000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,candidate_falls_away_like_a_floor,3,1468,0.678571,,,,,,,,0.012289,0.077831,0.006928,492.278000,0,,,,,,none,0,1,,1.211677,-0.000747,0.069098
approach_1.00m,close,stringer_in_path,3,492.164000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1465,0.595506,,,,,,,,0.012719,0.068487,0.006930,492.280000,0,,,,,,none,0,1,,1.211491,-0.001905,0.069084
approach_1.00m,close,stringer_in_path,4,492.230000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1467,0.602151,,,,,,,,0.012322,0.068965,0.006932,492.282000,0,,,,,,none,0,1,,1.209512,-0.000872,0.072040
approach_1.00m,close,stringer_in_path,5,492.296000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1463,0.621951,,,,,,,,0.012963,0.069257,0.006976,492.326000,0,,,,,,none,0,1,,1.209283,-0.001600,0.070998
approach_1.00m,close,stringer_in_path,6,492.362000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1463,0.666667,,,,,,,,0.014469,0.071357,0.007028,492.378000,0,,,,,,none,0,1,,1.210001,-0.000952,0.066034
approach_1.00m,close,stringer_in_path,7,492.428000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,candidate_falls_away_like_a_floor,3,1462,0.760000,,,,,,,,0.015205,0.070778,0.007096,492.446000,0,,,,,,none,0,1,,1.210327,-0.002092,0.067750
approach_1.00m,close,stringer_in_path,8,492.494000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1465,0.604938,,,,,,,,0.014110,0.068291,0.007160,492.510000,0,,,,,,none,0,1,,1.211572,-0.000565,0.071327
approach_1.00m,close,stringer_in_path,9,492.560000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,candidate_falls_away_like_a_floor,3,1468,0.738095,,,,,,,,0.011304,0.071174,0.007226,492.576000,0,,,,,,none,0,1,,1.209874,-0.000908,0.068009
approach_1.00m,close,stringer_in_path,10,492.626000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1467,0.625000,,,,,,,,0.012529,0.069404,0.007292,492.642000,0,,,,,,none,0,1,,1.210219,-0.001653,0.072049
approach_1.00m,close,stringer_in_path,11,492.692000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1470,0.595506,,,,,,,,0.011637,0.071737,0.007358,492.708000,0,,,,,,none,0,1,,1.201725,-0.000470,0.068430
approach_1.00m,close,stringer_in_path,12,492.758000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1467,0.623377,,,,,,,,0.012286,0.072494,0.007426,492.776000,0,,,,,,none,0,1,,1.209474,-0.001515,0.067356
approach_1.00m,close,stringer_in_path,13,492.824000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1466,0.546512,,,,,,,,0.013023,0.069364,0.007492,492.842000,0,,,,,,none,0,1,,1.209840,-0.002021,0.068606
approach_1.00m,close,stringer_in_path,14,492.890000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,candidate_falls_away_like_a_floor,3,1464,0.674699,,,,,,,,0.013379,0.071239,0.007556,492.906000,0,,,,,,none,0,1,,1.211641,-0.000357,0.069649
approach_1.00m,close,stringer_in_path,15,492.956000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1467,0.550562,,,,,,,,0.012324,0.069863,0.007622,492.972000,0,,,,,,none,0,1,,1.209441,-0.000960,0.070419
approach_1.00m,close,stringer_in_path,16,493.022000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1466,0.582418,,,,,,,,0.013609,0.072914,0.007700,493.050000,0,,,,,,none,0,1,,1.209468,-0.000277,0.072257
approach_1.00m,close,stringer_in_path,17,493.088000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1466,0.612500,,,,,,,,0.012879,0.074696,0.007768,493.118000,0,241.710845,112.889780,1.858351,1.721250,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.056015
approach_1.00m,close,stringer_in_path,18,493.154000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1464,0.616438,,,,,,,,0.011582,0.073595,0.007820,493.170000,0,,,,,,none,0,1,,1.211174,0.000307,0.066710
approach_1.00m,close,stringer_in_path,19,493.220000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1464,0.626667,,,,,,,,0.013259,0.069767,0.007886,493.236000,0,,,,,,none,0,1,,1.209439,-0.000594,0.069696
approach_1.00m,close,stringer_in_path,20,493.286000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1466,0.645570,,,,,,,,0.014417,0.071721,0.007964,493.314000,0,,,,,,none,0,1,,1.209294,-0.000362,0.069301
approach_1.00m,close,stringer_in_path,21,493.352000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1467,0.666667,,,,,,,,0.016950,0.069660,0.008020,493.370000,0,,,,,,none,0,1,,1.201837,-0.001699,0.067583
approach_1.00m,close,stringer_in_path,22,493.418000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1466,0.617284,,,,,,,,0.011692,0.068693,0.008096,493.446000,0,241.710548,112.891021,1.858270,1.721177,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.055944
approach_1.00m,close,stringer_in_path,23,493.484000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1467,0.602410,,,,,,,,0.013601,0.077327,0.008150,493.500000,0,,,,,,none,0,1,,1.211668,-0.000768,0.069093
approach_1.00m,close,stringer_in_path,24,493.550000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1462,0.604938,,,,,,,,0.012752,0.071732,0.008218,493.568000,0,,,,,,none,0,1,,1.209848,-0.001125,0.069471
approach_1.00m,close,stringer_in_path,25,493.616000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1468,0.552941,,,,,,,,0.011654,0.073492,0.008284,493.634000,0,,,,,,none,0,1,,1.209921,-0.001681,0.069684
approach_1.00m,close,stringer_in_path,26,493.682000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1468,0.600000,,,,,,,,0.012245,0.070128,0.008348,493.698000,0,,,,,,none,0,1,,1.209418,0.000314,0.069727
approach_1.00m,close,stringer_in_path,27,493.748000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,2,2563,1.000000,,,,,,,,0.012453,0.068096,0.008426,493.776000,0,241.709478,112.889950,1.858331,1.721230,0,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.055612
approach_1.00m,close,stringer_in_path,28,493.814000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,candidate_falls_away_like_a_floor,3,1462,0.679487,,,,,,,,0.011765,0.070500,0.008482,493.832000,0,,,,,,none,0,1,,1.209755,-0.001530,0.067612
approach_1.00m,close,stringer_in_path,29,493.880000,none,0,0,0.999970,-0.399992,1.385500,68.992430,370.204074,322.315102,347.840787,0.065808,0.751758,0,face_width_not_pallet_sized,3,1467,0.619048,,,,,,,,0.012997,0.073455,0.008558,493.908000,0,,,,,,none,0,1,,1.211758,-0.001361,0.065760
