cycle,k,stamp,wall,regime,reason,abort,truth_x,truth_y,truth_yaw,cam_range_m,valid_frac,seg_ok,refused,candidates,in_window,inlier_frac,roi_u0,roi_u1,roi_v0,roi_v1,seg_width_m,seg_height_m,seg_yaw_rad,num_retries,dock_state,retry_joined,pallet_readback_ok,pallet_moved_m,countable,t_classify_s,mast_q_m,mast_stamp,mask_stale,tag_u,tag_v,tag_range_m,tag_z_m,tag_stale,reason_wired,abort_wired,seg_ok_wired,refused_wired,seg_width_wired_m,seg_yaw_wired_rad,t_classify_wired_s
1,1,552.158000,0.331915,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1733,0.974930,182,347,202,213,1.202497,0.080166,-0.002607,0,3,1,1,0.063246,0,0.068183,-0.000000,552.110000,0,,,,,,none,0,1,,1.202497,-0.002607,0.078510
1,2,552.356000,0.653518,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1730,0.974719,182,347,202,213,1.202514,0.080168,-0.001245,0,3,1,1,0.063246,0,0.070942,-0.000000,552.670000,1,,,,,,none,0,1,,1.202514,-0.001245,0.000003
1,3,552.554000,0.862555,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1730,0.980447,182,347,202,213,1.202553,0.080170,-0.000573,0,3,1,1,0.063246,0,0.069115,-0.000000,552.878000,1,,,,,,none,0,1,,1.202553,-0.000573,0.000002
1,4,552.818000,1.074960,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1732,0.974648,182,347,202,213,1.202537,0.080169,-0.001092,0,3,1,1,0.063246,0,0.067351,-0.000000,553.092000,0,,,,,,none,0,1,,1.202537,-0.001092,0.065080
1,5,553.082000,1.340372,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1731,0.974790,182,347,202,213,1.202651,0.080177,-0.002834,0,3,1,1,0.063246,0,0.062919,-0.000000,553.356000,0,,,,,,none,0,1,,1.202651,-0.002834,0.062784
1,6,553.346000,1.595049,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1730,0.977591,182,347,202,213,1.202680,0.080179,0.000409,0,3,1,1,0.063246,0,0.066739,-0.000000,553.612000,0,,,,,,none,0,1,,1.202680,0.000409,0.066860
1,7,553.610000,1.860963,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1730,0.978022,182,347,202,213,1.202427,0.080162,0.000304,0,3,1,1,0.063246,0,0.066468,-0.000000,553.876000,0,,,,,,none,0,1,,1.202427,0.000304,0.065230
1,8,553.874000,2.124328,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1729,0.980447,182,347,202,213,1.202369,0.080158,-0.000485,0,3,1,1,0.063246,0,0.063921,-0.000000,554.140000,0,,,,,,none,0,1,,1.202369,-0.000485,0.065371
1,9,554.072000,2.384625,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1730,0.977591,182,347,202,213,1.202520,0.080168,-0.002744,0,3,1,1,0.063246,0,0.064985,-0.000000,554.400000,1,,,,,,none,0,1,,1.202520,-0.002744,0.000002
1,10,554.270000,2.581234,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1728,0.975069,182,347,202,213,1.202483,0.080166,-0.002006,0,3,1,1,0.063246,0,0.063480,-0.000000,554.596000,1,,,,,,none,0,1,,1.202483,-0.002006,0.000002
1,11,554.468000,2.775543,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1728,0.980114,182,347,202,213,1.202547,0.080170,-0.000268,0,3,1,1,0.063246,0,0.066335,-0.000000,554.792000,1,,,,,,none,0,1,,1.202547,-0.000268,0.000003
1,12,554.666000,2.975060,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1726,0.974286,182,347,202,213,1.202456,0.080164,-0.000133,0,3,1,1,0.063246,0,0.064161,-0.000000,554.992000,1,,,,,,none,0,1,,1.202456,-0.000133,0.000002
1,13,554.864000,3.167109,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1728,0.980114,182,347,202,213,1.202529,0.080169,-0.000769,0,3,1,1,0.063246,0,0.059932,-0.000000,555.184000,1,,,,,,none,0,1,,1.202529,-0.000769,0.000002
1,14,555.062000,3.358484,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1731,0.974063,182,347,202,215,1.204225,0.094878,0.000404,0,3,1,1,0.063246,0,0.063694,-0.000000,555.374000,1,,,,,,none,0,1,,1.204225,0.000404,0.000001
1,15,555.260000,3.556836,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1729,0.974576,182,347,202,213,1.202538,0.080169,-0.001127,0,3,1,1,0.063246,0,0.059677,-0.000000,555.572000,1,,,,,,none,0,1,,1.202538,-0.001127,0.000002
1,16,555.458000,3.746845,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1731,0.975207,182,347,202,213,1.202358,0.080157,-0.000239,0,3,1,1,0.063246,0,0.064674,-0.000000,555.764000,1,,,,,,none,0,1,,1.202358,-0.000239,0.000002
1,17,555.656000,3.948491,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1731,0.974860,182,347,202,213,1.202529,0.080169,-0.002783,0,3,1,1,0.063246,0,0.071846,-0.000000,555.966000,1,,,,,,none,0,1,,1.202529,-0.002783,0.000002
1,18,555.854000,4.158718,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1730,0.974286,182,347,202,213,1.202379,0.080159,-0.000191,0,3,1,1,0.063246,0,0.062342,-0.000000,556.168000,1,,,,,,none,0,1,,1.202379,-0.000191,0.000002
1,19,556.052000,4.357505,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775443,1,,6,1727,0.976945,182,347,202,213,1.202770,0.080185,-0.000392,0,3,1,1,0.063246,0,0.062258,-0.000000,556.366000,1,,,,,,none,0,1,,1.202770,-0.000392,0.000002
1,20,556.250000,4.600348,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.775166,1,,6,1728,0.971910,182,347,202,213,1.202538,0.080169,-0.002581,0,3,1,1,0.063246,0,0.066464,-0.000000,556.564000,1,,,,,,none,0,1,,1.202538,-0.002581,0.000002
1,21,556.448000,4.796607,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.773392,1,,6,1737,0.967836,186,351,202,215,1.201168,0.094637,-0.009933,0,3,1,1,0.063246,0,0.062982,-0.000000,556.760000,1,,,,,,none,0,1,,1.201168,-0.009933,0.000002
1,22,556.646000,4.992122,staging,none,0,7.000000,6.575162,1.570796,2.245162,0.770645,1,,6,1782,0.974063,188,355,202,215,1.208384,0.094066,-0.021082,0,3,1,1,0.063246,0,0.062494,-0.000000,556.956000,1,,,,,,none,0,1,,1.208384,-0.021082,0.000002
1,23,556.844000,5.184954,staging,none,0,6.999831,6.575011,1.571110,2.245011,0.767829,1,,6,1817,0.976879,190,357,204,217,1.199528,0.093376,-0.028045,0,3,1,1,0.063246,0,0.059030,-0.000000,557.150000,1,,,,,,none,0,1,,1.199528,-0.028045,0.000001
1,24,557.042000,5.375264,staging,none,0,6.996643,6.571254,1.577171,2.241254,0.766338,1,,6,1858,0.964088,190,359,206,219,1.200016,0.092309,-0.028061,0,3,1,1,0.063246,0,0.059882,-0.000000,557.340000,0,,,,,,none,0,1,,1.200016,-0.028061,0.064063
1,25,557.306000,5.631285,staging,none,0,6.989841,6.555489,1.590404,2.225489,0.766318,1,,6,1935,0.983380,184,355,210,221,1.192049,0.076682,-0.018485,0,3,1,1,0.063246,0,0.066962,-0.000000,557.596000,0,,,,,,none,0,1,,1.192049,-0.018485,0.063793
1,26,557.570000,5.895489,staging,none,0,6.986321,6.524562,1.598852,2.194562,0.767679,1,,6,2030,0.967480,176,351,212,225,1.193912,0.088691,-0.007818,0,3,1,1,0.063246,0,0.063908,-0.000000,557.860000,0,,,,,,none,0,1,,1.193912,-0.007818,0.070859
1,27,557.834000,6.165261,staging,none,0,6.990044,6.481203,1.595188,2.151203,0.768206,1,,5,2152,0.970667,168,349,216,229,1.206414,0.086649,0.000325,0,3,1,1,0.063246,0,0.064395,-0.000000,558.130000,0,,,,,,none,0,1,,1.206414,0.000325,0.072313
1,28,558.098000,6.437902,staging,none,0,6.998772,6.419873,1.581963,2.089873,0.768311,1,,5,2312,0.982412,162,347,220,233,1.202818,0.084522,0.011344,0,3,1,1,0.063246,0,0.062483,-0.000000,558.402000,1,,,,,,none,0,1,,1.202818,0.011344,0.000002
1,29,558.296000,6.634121,staging,none,0,7.003750,6.375454,1.573420,2.045454,0.768213,1,,5,2407,0.975669,156,345,224,237,1.206325,0.082975,0.017234,0,3,1,1,0.063246,0,0.062095,-0.000000,558.598000,1,,,,,,none,0,1,,1.206325,0.017234,0.000002
1,30,558.494000,6.835632,approach,none,0,7.006926,6.329156,1.567242,1.999156,0.767340,1,,5,2531,0.969977,152,345,228,241,1.208266,0.081386,0.020136,0,3,1,1,0.063246,0,0.063563,-0.000000,558.800000,1,,,,,,none,0,1,,1.208266,0.020136,0.000002
1,31,558.692000,7.032266,approach,none,0,7.009748,6.281671,1.561309,1.951671,0.766003,1,,5,2667,0.986667,148,345,230,245,1.207659,0.091954,0.020316,0,3,1,1,0.063246,0,0.067381,-0.000000,558.996000,1,,,,,,none,0,1,,1.207659,0.020316,0.000002
1,32,558.890000,7.233173,approach,none,0,7.012238,6.233430,1.555625,1.903430,0.764889,1,,5,2800,0.981013,142,345,234,249,1.218355,0.090026,0.023937,0,3,1,1,0.063246,0,0.057766,-0.000000,559.198000,1,,,,,,none,0,1,,1.218355,0.023937,0.000002
1,33,559.088000,7.417855,approach,none,0,7.013438,6.196883,1.552220,1.866883,0.763320,1,,5,2949,0.974000,138,345,238,253,1.215912,0.088110,0.023270,0,3,1,1,0.063246,0,0.061046,-0.000000,559.382000,0,,,,,,none,0,1,,1.215912,0.023270,0.062442
1,34,559.352000,7.669474,approach,none,0,7.013537,6.135499,1.549427,1.805499,0.760622,1,,5,3154,0.980806,134,345,244,261,1.205533,0.097128,0.025220,0,3,1,1,0.063246,0,0.061565,-0.000000,559.634000,0,,,,,,none,0,1,,1.205533,0.025220,0.059491
1,35,559.550000,7.909449,approach,none,0,7.013689,6.073749,1.546477,1.743749,0.759414,1,,5,3349,0.990792,128,345,248,265,1.211236,0.094889,0.024886,0,3,1,1,0.063246,0,0.058344,-0.000000,559.874000,1,,,,,,none,0,1,,1.211236,0.024886,0.000002
1,36,559.748000,8.089512,approach,none,0,7.012964,6.024201,1.545489,1.694201,0.757715,1,,5,3515,0.981851,122,345,254,271,1.218187,0.092866,0.030064,0,3,1,1,0.063246,0,0.058555,-0.000000,560.054000,1,,,,,,none,0,1,,1.218187,0.030064,0.000001
1,37,559.946000,8.279532,approach,none,0,7.011391,5.974581,1.545726,1.644581,0.755768,1,,5,3719,0.982238,118,345,258,275,1.209541,0.090582,0.028079,0,3,1,1,0.063246,0,0.061062,-0.000000,560.244000,0,,,,,,none,0,1,,1.209541,0.028079,0.065033
1,38,560.210000,8.531224,approach,none,0,7.011675,5.912491,1.542475,1.582491,0.753604,1,,5,4013,0.988314,110,347,264,283,1.222714,0.098023,0.026616,0,3,1,1,0.063246,0,0.061217,-0.000000,560.496000,0,,,,,,none,0,1,,1.222714,0.026616,0.067965
1,39,560.474000,8.783019,approach,none,0,7.010892,5.850361,1.540625,1.520361,0.752158,1,,5,4346,0.987281,104,347,272,291,1.212567,0.094810,0.027090,0,3,1,1,0.063246,0,0.060142,-0.000000,560.746000,0,,,,,,none,0,1,,1.212567,0.027090,0.068175
1,40,560.672000,9.031537,approach,none,0,7.008178,5.788230,1.541860,1.458230,0.750918,1,,5,4610,0.985669,98,349,278,297,1.220380,0.092379,0.025072,0,3,1,1,0.063246,0,0.065777,-0.000000,560.996000,1,,,,,,none,0,1,,1.220380,0.025072,0.000002
1,41,560.870000,9.220514,approach,none,0,7.006720,5.738474,1.541872,1.408474,0.750176,1,,5,4897,0.981595,94,351,284,303,1.216410,0.089929,0.022567,0,3,1,1,0.063246,0,0.059368,-0.000000,561.184000,1,,,,,,none,0,1,,1.216410,0.022567,0.000003
1,42,561.068000,9.411693,approach,none,0,7.005826,5.701133,1.541613,1.371133,0.750049,1,,5,5226,0.989706,90,353,292,309,1.212120,0.078350,0.018530,0,3,1,1,0.063246,0,0.061513,-0.000000,561.376000,1,,,,,,none,0,1,,1.212120,0.018530,0.000002
1,43,561.266000,9.599322,approach,none,0,7.003826,5.651364,1.542564,1.321364,0.750492,1,,5,5580,0.988539,84,355,298,317,1.214583,0.085155,0.017176,0,3,1,1,0.063246,0,0.066763,-0.000000,561.564000,0,,,,,,none,0,1,,1.214583,0.017176,0.068386
1,44,561.530000,9.863551,approach,none,0,6.999944,5.589251,1.546408,1.259251,0.750924,1,,5,6088,0.992958,74,355,308,327,1.211375,0.081908,0.018857,0,3,1,1,0.063246,0,0.070447,-0.000000,561.828000,0,,,,,,none,0,1,,1.211375,0.018857,0.079311
1,45,561.794000,10.150705,close,none,0,6.995559,5.514766,1.551215,1.184766,0.751712,0,face_width_not_pallet_sized,4,79,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.088772,-0.000000,562.114000,1,,,,,,none,0,1,,1.211175,0.018083,0.000002
1,46,562.058000,10.388923,close,none,0,6.994086,5.452584,1.551986,1.122584,0.752103,0,face_width_not_pallet_sized,2,2671,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.074962,-0.000000,562.354000,0,,,,,,none,0,1,,1.207754,0.007703,0.073456
1,47,562.322000,10.678409,close,none,0,6.992817,5.377925,1.552026,1.047925,0.752666,0,face_width_not_pallet_sized,2,2801,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.073107,-0.000000,562.642000,1,,,,,,none,0,1,,1.211851,-0.004491,0.000002
1,48,562.586000,10.896685,close,pallet_absent,1,6.990268,5.328214,1.554904,0.998214,0.753304,0,face_width_not_pallet_sized,2,2985,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.079743,-0.000000,562.860000,0,,,,,,pocket_blocked,1,1,,1.203283,-0.017177,0.079009
1,49,562.850000,11.200418,close,pallet_absent,1,6.983627,5.259065,1.567568,0.929065,0.753665,0,face_width_not_pallet_sized,2,3130,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.079019,-0.000000,563.164000,1,,,,,,none,0,0,too_few_points_in_window,,,0.000003
1,50,563.114000,11.438932,close,pallet_absent,1,6.978394,5.206091,1.579526,0.876091,0.754570,0,face_width_not_pallet_sized,2,3347,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.080017,-0.000000,563.404000,0,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.074789
1,51,563.444000,11.753560,close,pallet_absent,1,6.970701,5.138295,1.596177,0.808295,0.755449,0,too_few_points_in_window,4,36,,,,,,,,,0,3,1,1,0.063246,0,0.073288,-0.000000,563.718000,0,,,,,,none,0,0,too_few_points_in_window,,,0.068035
1,52,563.708000,12.049936,close,pallet_absent,1,6.960439,5.071374,1.603593,0.741374,0.756110,0,too_few_points_in_window,7,25,,,,,,,,,0,3,1,1,0.063246,0,0.070431,-0.000000,564.014000,1,,,,,,none,0,0,too_few_points_in_window,,,0.000004
1,53,563.972000,12.280111,close,pallet_absent,1,6.953916,5.014022,1.606984,0.684022,0.756768,0,too_few_points_in_window,4,29,,,,,,,,,0,3,1,1,0.063246,0,0.069722,-0.000000,564.238000,0,,,,,,pallet_absent,1,0,too_few_points_in_window,,,0.073457
1,54,564.236000,12.567718,close,pallet_absent,1,6.946688,4.957051,1.610754,0.627051,0.757227,0,candidate_falls_away_like_a_floor,2,4004,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.069410,-0.000000,564.526000,0,,,,,,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.066245
1,55,564.500000,12.846119,close,pallet_absent,1,6.935489,4.902243,1.616636,0.572243,0.757376,0,candidate_falls_away_like_a_floor,2,3981,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.068489,-0.000000,564.806000,1,,,,,,none,0,0,candidate_falls_away_like_a_floor,,,0.000002
1,56,564.698000,13.058463,close,pallet_absent,1,6.927504,4.878330,1.620846,0.548330,0.757383,0,candidate_falls_away_like_a_floor,4,43,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.070473,-0.000000,565.018000,1,,,,,,none,0,0,candidate_falls_away_like_a_floor,,,0.000002
1,57,564.962000,13.280553,close,pallet_absent,1,6.918220,4.858889,1.625751,0.528889,0.757380,0,candidate_falls_away_like_a_floor,3,159,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.069980,-0.000000,565.240000,0,,,,,,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.070917
1,58,565.226000,13.572598,close,pallet_absent,1,6.910262,4.846128,1.629976,0.516128,0.757393,0,candidate_falls_away_like_a_floor,4,75,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.069844,-0.000000,565.532000,1,,,,,,none,0,0,candidate_falls_away_like_a_floor,,,0.000003
1,59,565.424000,13.795308,close,pallet_absent,1,6.903441,4.836843,1.634483,0.506843,0.757412,0,candidate_falls_away_like_a_floor,4,57,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.069345,-0.000000,565.754000,1,,,,,,none,0,0,candidate_falls_away_like_a_floor,,,0.000002
1,60,565.688000,14.011446,close,pallet_absent,1,6.898584,4.830896,1.638784,0.500896,0.757458,0,candidate_falls_away_like_a_floor,3,47,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.069320,-0.000000,565.970000,0,,,,,,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.069941
1,61,565.952000,14.301628,close,pallet_absent,1,6.892129,4.823237,1.645210,0.493237,0.757513,0,too_few_points_in_window,4,37,,,,,,,,,0,3,1,1,0.063246,0,0.074198,-0.000000,566.260000,1,,,,,,none,0,0,too_few_points_in_window,,,0.000002
1,62,566.216000,14.527493,close,pallet_absent,1,6.887310,4.817546,1.650228,0.487546,0.757598,0,candidate_falls_away_like_a_floor,2,3880,1.000000,,,,,,,,0,3,1,1,0.063246,0,0.068188,-0.000000,566.486000,0,,,,,,pallet_absent,1,0,candidate_falls_away_like_a_floor,,,0.069346
