pose,k,stamp,observed,tru_lat_m,tru_range_m,tru_height_m,tru_yaw_rad,est_lat_m,est_range_m,est_yaw_rad,e_lat_m,e_range_m,e_2d_m,e_yaw_rad,tf,map_est_x,map_est_y,map_tru_x,map_tru_y,e_map_xy_m,pocket_u,pocket_v,face_a,face_b,inliers,valid,roi_u0,roi_u1,roi_v0,roi_v1,face_width_m,face_height_m,pocket_span_m,floor_found,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,face_frac_band_roi,depth_at_pocket_px_m,chain_check_m,plane_a,plane_b,plane_c_m,plane_n,plane_c_err_m,t_decode_s,t_observe_s
approach_1.00m,19,494.144000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.383972,-0.001554,,,,,,0.011907,0.051395
approach_1.00m,20,494.210000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.381460,-0.004066,,,,,,0.010766,0.053781
approach_1.00m,21,494.276000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.389192,0.003667,,,,,,0.013249,0.053385
approach_1.00m,22,494.342000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.386897,0.001371,,,,,,0.015058,0.050566
approach_1.00m,23,494.408000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.385473,-0.000052,,,,,,0.012940,0.052248
approach_1.00m,24,494.474000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.379855,-0.005671,,,,,,0.011329,0.050775
approach_1.00m,25,494.540000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.387649,0.002124,,,,,,0.012963,0.052484
approach_1.00m,26,494.606000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.383401,-0.002124,,,,,,0.015935,0.052032
approach_1.00m,27,494.672000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.381095,-0.004431,,,,,,0.012590,0.053518
approach_1.00m,28,494.738000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.383360,-0.002166,,,,,,0.012091,0.051588
approach_1.00m,29,494.804000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.382079,-0.003446,,,,,,0.014124,0.052079
